R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
63;Brooks Brendan;SCL Tigers;Stürmer;47;10;12;8;4;3;6;10;4;2;0;0
64;Landry Eric;HC Ambri-Piotta;Stürmer;31;10;12;7;5;3;4;5;4;7;2;0
65;Salmelainen Tony;Genève-Servette HC;Stürmer;43;10;11;8;3;1;7;9;3;2;0;0
66;Tschantré Mathieu;EHC Biel;Stürmer;44;10;8;6;2;0;7;3;3;5;0;0
67;Down Blaine;ZSC Lions;Stürmer;25;10;7;3;4;2;7;6;2;1;1;0
68;Melin Björn;Fribourg-Gottéron;Stürmer;19;10;5;5;0;2;7;5;3;0;0;0
69;Roche Travis;SC Bern;Verteidiger;39;9;32;21;11;1;8;17;1;14;0;1
70;Haas Lukas;SCL Tigers;Stürmer;46;9;17;10;7;0;9;11;0;5;0;1
71;Ramholt Tim;HC Davos;Verteidiger;50;9;15;9;6;3;7;10;1;3;1;2
72;Lemm Romano;Kloten Flyers;Stürmer;41;9;11;6;5;1;8;11;1;0;0;0
73;Riesen Michel;SC Rapperswil-Jona Lakers;Stürmer;46;9;10;7;3;0;6;6;3;4;0;0
74;Moggi Sandro;SCL Tigers;Stürmer;44;9;10;6;4;2;7;10;0;0;2;0
75;Hennessy Josh;HC Lugano;Stürmer;36;9;10;6;4;2;4;9;3;1;2;0
76;Kwiatkowski Joel;SC Bern;Verteidiger;35;9;9;4;5;4;7;7;2;2;0;0
77;Leblanc Robin;Fribourg-Gottéron;Stürmer;43;9;7;4;3;1;7;5;2;2;0;0
78;Friedli Samuel;SC Rapperswil-Jona Lakers;Stürmer;33;9;4;1;3;0;9;4;0;0;0;0
79;Pothier Brian;Genève-Servette HC;Verteidiger;44;8;25;12;13;3;6;16;2;9;0;0
80;Bezina Goran;Genève-Servette HC;Verteidiger;50;8;22;10;12;1;4;12;4;8;0;2
81;Bykov Andrey;Fribourg-Gottéron;Stürmer;37;8;20;15;5;0;7;11;1;9;0;0
82;Camenzind Andreas;SCL Tigers;Verteidiger;46;8;19;11;8;1;5;13;3;6;0;0
83;Reid Brandon;SC Rapperswil-Jona Lakers;Stürmer;44;8;18;10;8;4;4;14;3;4;1;0
84;Duca Paolo;HC Ambri-Piotta;Stürmer;49;8;17;13;4;1;5;7;2;10;1;0
85;Pöck Thomas;SC Rapperswil-Jona Lakers;Verteidiger;47;8;17;7;10;0;5;11;3;5;0;1
86;Sutter Fabian;EV Zug;Stürmer;50;8;15;5;10;1;7;11;1;4;0;0
87;Romy Kevin;HC Lugano;Stürmer;48;8;11;5;6;3;5;8;3;3;0;0
88;Savary Paul;Genève-Servette HC;Stürmer;50;8;9;8;1;1;6;7;1;1;1;1
89;Bärtschi Patrik;ZSC Lions;Stürmer;29;8;9;5;4;0;4;8;4;1;0;0
90;Di Pietro Paul;EV Zug;Stürmer;49;7;19;16;3;1;4;15;3;4;0;0
91;Nolan Owen;ZSC Lions;Stürmer;24;7;19;11;8;2;5;15;2;4;0;0
92;Aubin Serge;Fribourg-Gottéron;Stürmer;31;7;17;14;3;1;3;15;3;2;1;0
93;Marha Josef;HC Davos;Stürmer;44;7;15;13;2;1;5;8;2;4;0;3
94;Moggi Claudio;SCL Tigers;Stürmer;49;7;13;10;3;2;5;10;1;1;1;2
95;Knoepfli Michael;Fribourg-Gottéron;Stürmer;49;7;13;4;9;1;5;10;2;2;0;1
96;Nüssli Thomas;EHC Biel;Stürmer;40;7;11;9;2;0;5;6;2;5;0;0
97;Wellinger Thomas;EHC Biel;Verteidiger;49;7;11;6;5;0;4;5;2;6;1;0
98;Kamber Oliver;HC Lugano;Stürmer;49;7;11;6;5;0;5;9;2;2;0;0
99;Grauwiler Lukas;SC Rapperswil-Jona Lakers;Stürmer;41;7;11;5;6;1;7;9;0;1;0;1
100;Bürgler Dario;HC Davos;Stürmer;28;7;9;6;3;2;7;7;0;2;0;0
101;Lauper Adrien;Fribourg-Gottéron;Stürmer;47;7;9;2;7;0;7;9;0;0;0;0
102;Guggisberg Peter;HC Davos;Stürmer;17;7;8;5;3;1;5;4;2;4;0;0
103;Reuille Sebastien;HC Lugano;Stürmer;43;7;7;5;2;1;5;5;2;2;0;0
104;Botta Roman;HC Ambri-Piotta;Stürmer;38;7;4;2;2;1;4;1;3;3;0;0
105;Siren Niki;SC Rapperswil-Jona Lakers;Verteidiger;41;7;3;3;0;0;6;2;1;1;0;0
106;Bärtschi Deny;EHC Biel;Verteidiger;43;7;1;1;0;2;6;1;1;0;0;0
107;Von Gunten Patrick;Kloten Flyers;Verteidiger;49;6;22;11;11;1;3;14;3;7;0;1
108;Heins Shawn;Fribourg-Gottéron;Verteidiger;50;6;21;12;9;1;3;11;3;10;0;0
109;Gloor Kevin;EHC Biel;Verteidiger;49;6;16;10;6;0;6;13;0;2;0;1
110;Reichert Marc;SC Bern;Stürmer;50;6;15;5;10;3;6;15;0;0;0;0
111;Camichel Duri;EV Zug;Stürmer;50;6;12;7;5;0;5;12;1;0;0;0
112;Ruefenacht Thomas;EV Zug;Stürmer;50;6;12;6;6;1;5;11;1;1;0;0
113;Rosa Pavel;Fribourg-Gottéron;Stürmer;11;6;11;10;1;0;2;6;4;5;0;0
114;Randegger Flurin;Genève-Servette HC;Verteidiger;50;6;10;7;3;0;5;9;0;1;1;0
115;Loeffel Romain;Fribourg-Gottéron;Verteidiger;42;6;9;5;4;0;4;4;2;5;0;0
116;Berger Pascal;SC Bern;Stürmer;29;6;9;5;4;0;4;7;2;2;0;0
117;Mowers Mark;Fribourg-Gottéron;Stürmer;28;6;8;7;1;0;4;7;2;1;0;0
118;Krutov Alexei;ZSC Lions;Stürmer;47;6;6;5;1;1;6;5;0;1;0;0
119;Trachsler Morris;Genève-Servette HC;Stürmer;45;6;6;4;2;0;6;5;0;0;0;1
120;Rizzi Sandro;HC Davos;Verteidiger;34;6;2;0;2;0;5;2;0;0;1;0
121;Du Bois Felicien;Kloten Flyers;Verteidiger;47;5;22;7;15;1;0;10;4;11;1;1
122;Kariya Martin;HC Ambri-Piotta;Stürmer;38;5;21;10;11;1;2;8;3;13;0;0
123;Murphy Curtis;SCL Tigers;Verteidiger;47;5;17;10;7;1;4;7;1;10;0;0
124;Forster Beat;HC Davos;Verteidiger;47;5;17;9;8;0;1;9;3;7;1;1
125;Seger Mathias;ZSC Lions;Verteidiger;48;5;17;4;13;0;3;5;2;12;0;0
126;Grossmann Robin;HC Davos;Verteidiger;50;5;16;6;10;0;3;14;2;1;0;1
127;Blum Eric-Ray;Kloten Flyers;Verteidiger;48;5;15;6;9;1;3;7;2;6;0;2
128;Lindemann Sven;EV Zug;Stürmer;50;5;14;5;9;0;4;10;1;4;0;0
129;Hirschi Steve;HC Lugano;Verteidiger;41;5;13;6;7;0;4;5;1;8;0;0
130;Steinmann Janick;HC Davos;Stürmer;42;5;12;7;5;0;5;8;0;4;0;0
131;Bordeleau Sébastien;EHC Biel;Stürmer;22;5;12;4;8;0;4;7;1;5;0;0
132;Kutlak Zdenek;HC Ambri-Piotta;Verteidiger;39;5;11;5;6;1;1;2;4;7;0;2
133;Camichel Corsin;EV Zug;Stürmer;46;5;11;5;6;2;4;10;0;1;1;0
134;Sannitz Raffaele;HC Lugano;Stürmer;40;5;8;7;1;0;3;7;2;1;0;0
135;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;45;5;6;3;3;0;4;3;1;3;0;0
136;Murray Brady;HC Lugano;Stürmer;25;5;5;4;1;1;5;3;0;2;0;0
137;Froidevaux Etienne;SC Bern;Stürmer;50;5;5;3;2;1;3;5;2;0;0;0
138;Bucher Tobias;SCL Tigers;Stürmer;36;5;5;2;3;0;4;5;1;0;0;0
139;Arnason Tyler;EHC Biel;Stürmer;9;5;5;2;3;1;3;3;2;2;0;0
140;Gerber Adrian;SCL Tigers;Stürmer;46;5;4;1;3;2;4;4;0;0;1;0
141;Sejna Peter;HC Davos;Stürmer;15;5;3;2;1;2;4;2;1;1;0;0
142;Beaudoin Eric;EHC Biel;Stürmer;8;5;2;0;2;1;4;2;1;0;0;0
143;Neff Claudio;SC Rapperswil-Jona Lakers;Stürmer;40;4;23;11;12;0;3;17;1;6;0;0
144;Mieville Alain;EHC Biel;Stürmer;46;4;15;10;5;0;4;12;0;2;0;1
145;Westcott Duvie;ZSC Lions;Verteidiger;42;4;15;7;8;0;2;10;2;5;0;0
146;Schilt Sebastian;SCL Tigers;Verteidiger;45;4;14;7;7;0;2;8;2;6;0;0
147;Popovic Mark;HC Lugano;Verteidiger;33;4;12;4;8;0;3;6;1;3;0;3
148;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;4;12;3;9;0;2;4;2;8;0;0
149;Conne Flavien;HC Lugano;Stürmer;46;4;11;8;3;0;4;10;0;1;0;0
150;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;40;4;11;6;5;1;4;10;0;1;0;0
151;Hasani Adam;Fribourg-Gottéron;Stürmer;36;4;10;7;3;0;4;9;0;1;0;0
152;Kellenberger Steve;Kloten Flyers;Stürmer;42;4;8;6;2;1;4;8;0;0;0;0
153;Jacquemet Arnaud;Kloten Flyers;Stürmer;39;4;8;4;4;0;3;8;0;0;1;0
154;Lemm Aurelio;SCL Tigers;Stürmer;35;4;7;5;2;0;4;7;0;0;0;0
155;Ziegler Thomas;ZSC Lions;Stürmer;47;4;7;4;3;1;4;7;0;0;0;0
156;Oppliger Patrick;EV Zug;Stürmer;43;4;7;4;3;0;4;7;0;0;0;0
157;Raffainer Raeto;HC Ambri-Piotta;Stürmer;33;4;6;3;3;0;3;5;1;1;0;0
158;Wetzel Philipp;EHC Biel;Stürmer;39;4;5;2;3;0;3;5;1;0;0;0
159;Lakhmatov Vitaly;Fribourg-Gottéron;Stürmer;42;4;5;2;3;2;4;4;0;0;0;1
160;Wieser Marc;HC Davos;Stürmer;49;4;4;2;2;1;4;4;0;0;0;0
161;Bühler Cyrill;ZSC Lions;Stürmer;49;4;4;2;2;1;4;4;0;0;0;0
162;Scherwey Tristan;SC Bern;Stürmer;43;4;3;1;2;0;4;3;0;0;0;0
163;Lüthi Fabian;EV Zug;Stürmer;26;4;3;1;2;0;4;3;0;0;0;0
164;Hyvönen Hannes;SC Rapperswil-Jona Lakers;-;4;4;2;2;0;1;3;1;1;1;0;0
165;Maurer Marco;SC Rapperswil-Jona Lakers;Verteidiger;48;4;2;1;1;0;2;0;2;2;0;0
166;Paterlini Thierry;ZSC Lions;Stürmer;30;4;2;0;2;1;2;2;2;0;0;0
167;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;42;4;1;0;1;1;4;0;0;1;0;0
168;Nummelin Petteri;HC Lugano;Verteidiger;29;3;15;6;9;0;2;7;1;8;0;0
169;Fischer Patrick;EV Zug;Verteidiger;49;3;11;5;6;1;3;8;0;3;0;0
170;Wichser Adrian;ZSC Lions;Stürmer;35;3;10;7;3;0;3;6;0;4;0;0
171;Brunner Adrian;HC Ambri-Piotta;Stürmer;43;3;10;7;3;0;2;8;1;2;0;0
172;Gobbi John;Genève-Servette HC;Verteidiger;45;3;10;6;4;0;1;6;2;4;0;0
173;Berger Sven;SC Rapperswil-Jona Lakers;Verteidiger;50;3;10;5;5;1;2;5;1;5;0;0
174;Jörg Mauro;HC Lugano;Stürmer;50;3;9;8;1;1;3;7;0;2;0;0
175;Conz Florian;Genève-Servette HC;Stürmer;46;3;9;7;2;0;2;9;0;0;1;0
176;Hofmann Gregory;HC Ambri-Piotta;Stürmer;41;3;9;5;4;0;3;6;0;3;0;0
177;Furrer Philippe;SC Bern;Verteidiger;38;3;9;3;6;1;3;6;0;3;0;0
178;Walker Julian;HC Ambri-Piotta;Stürmer;41;3;7;5;2;0;2;6;1;1;0;0
179;Lüthi Simon;SCL Tigers;Verteidiger;49;3;6;4;2;0;2;5;1;1;0;0
180;Joggi Mathias;HC Davos;Stürmer;46;3;6;4;2;0;3;6;0;0;0;0
181;Furrer Andreas;SC Rapperswil-Jona Lakers;Verteidiger;41;3;5;4;1;0;3;4;0;1;0;0
182;Brown Curtis;EHC Biel;Stürmer;29;3;5;4;1;0;2;4;1;1;0;0
183;Wirz Valentin;Fribourg-Gottéron;Stürmer;41;3;5;3;2;0;3;5;0;0;0;0
184;Gautschi Marc;HC Ambri-Piotta;Verteidiger;40;3;5;1;4;1;1;3;2;2;0;0
185;Jenni Marcel;Kloten Flyers;Stürmer;18;3;4;3;1;0;3;2;0;2;0;0
186;Botter Cédric;Fribourg-Gottéron;Stürmer;36;3;4;2;2;1;3;4;0;0;0;0
187;Rivera Christopher;Genève-Servette HC;Stürmer;19;3;2;1;1;1;3;2;0;0;0;0
188;Gerber Beat;SC Bern;Verteidiger;50;3;2;1;1;1;3;2;0;0;0;0
189;Luomala Marko;Kloten Flyers;Stürmer;10;3;1;1;0;0;2;1;1;0;0;0
190;Incir Ivan;HC Ambri-Piotta;Stürmer;10;3;1;1;0;0;3;1;0;0;0;0
191;Schulthess Marc;HC Ambri-Piotta;Verteidiger;34;3;0;0;0;0;3;0;0;0;0;0
192;Vauclair Tristan;HC Lugano;Stürmer;48;2;12;6;6;1;2;11;0;0;0;1
193;Peter Emanuel;EHC Biel;Stürmer;24;2;12;5;7;1;2;8;0;4;0;0
194;Helfenstein Sven;SCL Tigers;Stürmer;35;2;11;5;6;0;2;8;0;3;0;0
195;Neuenschwander Caryl;SC Bern;Stürmer;48;2;11;4;7;1;1;10;0;1;1;0
196;Schommer Patrick;ZSC Lions;Stürmer;42;2;9;6;3;0;2;9;0;0;0;0
197;Bell Brendan;EHC Biel;Verteidiger;29;2;9;6;3;0;1;7;1;2;0;0
198;Birbaum Alain;Fribourg-Gottéron;Verteidiger;47;2;9;3;6;0;0;6;2;3;0;0
199;Rytz Philippe;Fribourg-Gottéron;Verteidiger;35;2;7;4;3;1;2;4;0;3;0;0
200;Seydoux Philippe;EHC Biel;Verteidiger;42;2;6;4;2;0;2;5;0;0;0;1
201;Kienzle Lorenz;HC Lugano;Verteidiger;45;2;6;3;3;1;2;5;0;1;0;0
202;Vukovic Daniel;Genève-Servette HC;Verteidiger;48;2;6;2;4;0;1;5;0;0;1;1
203;Geering Patrick;ZSC Lions;Verteidiger;50;2;6;1;5;1;2;3;0;3;0;0
204;Demuth Alain;HC Ambri-Piotta;Stürmer;44;2;5;3;2;0;1;5;1;0;0;0
205;Ulmer Stefan;HC Lugano;Verteidiger;45;2;5;1;4;0;1;5;0;0;1;0
206;Schild Roman;SCL Tigers;Stürmer;41;2;4;3;1;0;2;4;0;0;0;0
207;Ryser Sven;ZSC Lions;Stürmer;46;2;3;3;0;0;2;3;0;0;0;0
208;Zigerli Manuel;EHC Biel;Stürmer;46;2;3;2;1;0;2;3;0;0;0;0
209;Zanetti Mauro;HC Ambri-Piotta;Stürmer;25;2;3;2;1;0;1;3;1;0;0;0
210;Kostovic Dario;HC Lugano;Stürmer;44;2;3;2;1;0;2;3;0;0;0;0
211;Schäppi Reto;ZSC Lions;Stürmer;31;2;3;1;2;0;2;3;0;0;0;0
212;Pivron Pierrick;Genève-Servette HC;Stürmer;48;2;2;2;0;1;2;2;0;0;0;0
213;Isabella Joey;HC Ambri-Piotta;Stürmer;29;2;2;1;1;0;1;2;1;0;0;0
214;Winkler Benjamin;Kloten Flyers;Verteidiger;45;2;2;0;2;0;1;1;1;1;0;0
215;Genazzi Joël;SCL Tigers;Verteidiger;37;2;2;0;2;0;2;1;0;1;0;0
216;Blaser Yannick;EV Zug;Verteidiger;33;2;2;0;2;0;2;2;0;0;0;0
217;Keller Samuel;Kloten Flyers;Stürmer;23;2;1;0;1;0;2;1;0;0;0;0
218;Berthon Eliot;Genève-Servette HC;Stürmer;43;2;1;0;1;2;2;1;0;0;0;0
219;Rexha Alban;SCL Tigers;Stürmer;8;2;0;0;0;0;2;0;0;0;0;0
220;Grassi Andrea;HC Lugano;Stürmer;26;2;0;0;0;0;2;0;0;0;0;0
221;Bundi Ralph;HC Ambri-Piotta;Verteidiger;15;2;0;0;0;0;2;0;0;0;0;0
222;Steinegger Martin;EHC Biel;Verteidiger;46;1;14;8;6;0;0;3;1;11;0;0
223;Von Arx Jan;HC Davos;Verteidiger;48;1;11;4;7;0;0;10;1;1;0;0
224;Krueger Justin;SC Bern;Verteidiger;50;1;10;3;7;0;1;9;0;1;0;0
225;Bianchi Mattia;HC Ambri-Piotta;Stürmer;40;1;9;6;3;0;1;7;0;2;0;0
226;Chiesa Alessandro;EV Zug;Verteidiger;50;1;9;4;5;0;1;9;0;0;0;0
227;Snell Wesley;EV Zug;Verteidiger;50;1;8;4;4;0;1;8;0;0;0;0
228;Vermin Joël;SC Bern;Stürmer;36;1;7;4;3;0;1;7;0;0;0;0
229;Jobin David;SC Bern;Verteidiger;44;1;7;2;5;0;0;7;1;0;0;0
230;Kparghai Clarence;EHC Biel;Verteidiger;43;1;6;1;5;0;1;5;0;0;0;1
231;Schneeberger Noah;EHC Biel;Verteidiger;17;1;5;4;1;1;0;5;1;0;0;0
232;Back Rene;HC Davos;Verteidiger;45;1;5;4;1;0;0;3;1;2;0;0
233;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;46;1;5;3;2;0;1;5;0;0;0;0
234;Meier Trevor;HC Ambri-Piotta;Stürmer;36;1;5;3;2;0;0;4;1;1;0;0
235;Gmür Sandro;SC Rapperswil-Jona Lakers;Verteidiger;50;1;5;3;2;0;1;5;0;0;0;0
236;Lardi Federico;SCL Tigers;Verteidiger;41;1;5;2;3;0;1;4;0;0;0;1
237;Mercier Jonathan;Genève-Servette HC;Verteidiger;49;1;5;1;4;0;1;3;0;2;0;0
238;Trunz Adrian;EHC Biel;Verteidiger;45;1;4;2;2;0;1;3;0;1;0;0
239;Denisov Vladimir;HC Ambri-Piotta;Verteidiger;37;1;4;1;3;1;0;2;1;2;0;0
240;Collenberg Franco;Fribourg-Gottéron;Verteidiger;47;1;4;1;3;0;1;3;0;0;0;1
241;Bertaggia Alessio;HC Lugano;Stürmer;29;1;3;3;0;0;1;3;0;0;0;0
242;Westrum Erik;HC Ambri-Piotta;Stürmer;11;1;3;2;1;0;1;0;0;2;0;1
243;Lüssy Silvan;Fribourg-Gottéron;Stürmer;35;1;3;2;1;0;1;3;0;0;0;0
244;Gerber Lukas;Fribourg-Gottéron;Verteidiger;38;1;3;0;3;0;1;3;0;0;0;0
245;Stoop Lukas;HC Davos;Verteidiger;16;1;2;1;1;1;0;2;1;0;0;0
246;Stirnimann Reto;HC Ambri-Piotta;Verteidiger;47;1;2;1;1;0;1;2;0;0;0;0
247;Schnyder Daniel;ZSC Lions;Verteidiger;45;1;2;1;1;1;1;1;0;0;0;1
248;Profico Leandro;HC Lugano;Verteidiger;13;1;2;1;1;0;1;2;0;0;0;0
249;Cadieux Jan;Genève-Servette HC;Stürmer;43;1;2;1;1;0;1;2;0;0;0;0
250;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;30;1;2;0;2;0;1;2;0;0;0;0
251;Welti Marc;Kloten Flyers;Verteidiger;37;1;1;1;0;1;1;1;0;0;0;0
252;Tallarini Alan;HC Davos;Verteidiger;38;1;1;1;0;1;1;1;0;0;0;0
253;Savary Jean;Genève-Servette HC;Stürmer;8;1;1;1;0;0;1;1;0;0;0;0
254;Murovic Mirko;HC Ambri-Piotta;Stürmer;9;1;1;1;0;0;0;0;1;1;0;0
255;Gerber Roland;SC Bern;Stürmer;43;1;1;1;0;0;1;1;0;0;0;0
256;Cook Charlie;SCL Tigers;Verteidiger;9;1;1;1;0;0;1;0;0;1;0;0
257;Ulmann Tim;ZSC Lions;Stürmer;15;1;1;0;1;0;0;1;1;0;0;0
258;Montandon Arnaud;SC Bern;Stürmer;9;1;1;0;1;0;1;1;0;0;0;0
259;Kobach Reto;HC Ambri-Piotta;Verteidiger;22;1;1;0;1;0;1;0;0;1;0;0
260;Grassi Daniele;HC Ambri-Piotta;Stürmer;7;1;1;0;1;0;1;1;0;0;0;0
261;Walser Samuel;Kloten Flyers;Stürmer;20;1;0;0;0;0;1;0;0;0;0;0
262;Sutter Sebastian;Kloten Flyers;Stürmer;6;1;0;0;0;0;1;0;0;0;0;0
263;Sim Jonathan;Fribourg-Gottéron;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
264;Setzinger Oliver;Genève-Servette HC;Stürmer;2;1;0;0;0;0;1;0;0;0;0;0
265;Nodari Matteo;HC Lugano;Verteidiger;46;1;0;0;0;0;1;0;0;0;0;0
266;Meunier Laurent;Genève-Servette HC;Stürmer;2;1;0;0;0;0;1;0;0;0;0;0
267;Hürlimann Stefan;SC Rapperswil-Jona Lakers;Stürmer;12;1;0;0;0;0;1;0;0;0;0;0
268;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;21;1;0;0;0;0;1;0;0;0;0;0
269;Breitbach Robin;Genève-Servette HC;Verteidiger;36;1;0;0;0;0;1;0;0;0;0;0
270;Hoehener Martin;Genève-Servette HC;Verteidiger;31;0;6;4;2;0;0;4;0;2;0;0
271;Blatter Florian;SC Rapperswil-Jona Lakers;Verteidiger;46;0;6;4;2;0;0;4;0;2;0;0
272;Hänni Andreas;SC Bern;Verteidiger;27;0;6;2;4;0;0;6;0;0;0;0
273;Müller Pascal;ZSC Lions;Verteidiger;43;0;4;4;0;0;0;4;0;0;0;0
274;Herren Yannick;Kloten Flyers;Stürmer;27;0;4;4;0;0;0;3;0;1;0;0
275;Schlagenhauf Roman;EHC Biel;Stürmer;36;0;4;3;1;0;0;4;0;0;0;0
