R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
36;D'Agostini Matt;Genève-Servette HC;Stürmer;46;47;11;1;0;1;0
37;Pedretti Marco;Genève-Servette HC;Stürmer;41;45;10;1;0;1;0
38;Paulsson Marcus;HC Davos;Stürmer;21;45;10;1;0;1;0
39;Lauper Adrien;HC Ambri-Piotta;Stürmer;50;45;10;1;0;1;0
40;Gobbi John;Lausanne HC;Verteidiger;50;42;21;0;0;0;0
41;DiDomenico Christopher;SCL Tigers;Stürmer;46;42;21;0;0;0;0
42;Kienzle Lorenz;HC Lugano;Verteidiger;49;41;8;1;0;1;0
43;Schelling Philippe;Kloten Flyers;Verteidiger;50;40;15;0;1;0;0
44;Birbaum Alain;HC Ambri-Piotta;Verteidiger;50;40;20;0;0;0;0
45;Von Gunten Patrick;Kloten Flyers;Verteidiger;37;39;7;1;0;1;0
46;Stalder Ralph;Lausanne HC;Verteidiger;50;39;7;1;0;1;0
47;Hischier Luca;SC Bern;Stürmer;42;39;7;1;0;1;0
48;Rathgeb Yannick;Fribourg-Gottéron;Verteidiger;50;38;19;0;0;0;0
49;Hollenstein Denis;Kloten Flyers;Stürmer;43;38;19;0;0;0;0
50;Berger Sven;HC Ambri-Piotta;Verteidiger;45;38;9;0;2;0;0
51;Lapierre Maxim;HC Lugano;Stürmer;6;37;6;1;0;1;0
52;Walker Julian;HC Lugano;Stürmer;44;36;18;0;0;0;0
53;Ramholt Tim;EV Zug;Verteidiger;50;36;18;0;0;0;0
54;Gautschi Marc;HC Ambri-Piotta;Verteidiger;38;36;13;0;1;0;0
55;Riat Damien;Genève-Servette HC;Stürmer;45;34;12;0;1;0;0
56;Picard Alexandre;HC Davos;Stürmer;13;34;12;0;1;0;0
57;Hirschi Steve;HC Lugano;Verteidiger;45;34;17;0;0;0;0
58;Douay Floran;Genève-Servette HC;Stürmer;50;34;12;0;1;0;0
59;Berger Alain;SC Bern;Stürmer;49;34;12;0;1;0;0
60;Lindemann Sven;SCL Tigers;Stürmer;47;33;4;1;0;1;0
61;Fritsche John;Fribourg-Gottéron;Stürmer;46;33;4;1;0;1;0
62;Fora Michael;HC Ambri-Piotta;Verteidiger;32;33;4;1;0;1;0
63;Berthon Eliot;EHC Biel;Stürmer;24;33;4;1;0;1;0
64;Lammer Dominic;EV Zug;Stürmer;45;32;16;0;0;0;0
65;Künzle Mike;ZSC Lions;Stürmer;48;32;16;0;0;0;0
66;Neuenschwander Jan;ZSC Lions;Stürmer;42;31;3;1;0;1;0
67;Scherwey Tristan;SC Bern;Stürmer;33;30;10;0;1;0;0
68;Pouliot Marc-Antoine;Fribourg-Gottéron;Stürmer;26;30;10;0;1;0;0
69;Lindemann Kim;SCL Tigers;Verteidiger;43;30;15;0;0;0;0
70;Grossmann Robin;EV Zug;Verteidiger;49;30;15;0;0;0;0
71;Fischer Jannik;Lausanne HC;Verteidiger;40;30;10;0;1;0;0
72;Collenberg Franco;Kloten Flyers;Verteidiger;47;30;15;0;0;0;0
73;Ambühl Andres;HC Davos;Stürmer;50;30;15;0;0;0;0
74;Stapleton Tim;HC Lugano;Stürmer;43;28;9;0;1;0;0
75;Siegenthaler Jonas;ZSC Lions;Verteidiger;40;28;14;0;0;0;0
76;Schäppi Reto;ZSC Lions;Stürmer;50;28;14;0;0;0;0
77;Rubin Daniel;Genève-Servette HC;Stürmer;48;28;14;0;0;0;0
78;Giroux Alexandre;HC Ambri-Piotta;Stürmer;48;28;14;0;0;0;0
79;Gerber Adrian;SCL Tigers;Stürmer;49;28;14;0;0;0;0
80;Blindenbacher Severin;ZSC Lions;Verteidiger;46;28;14;0;0;0;0
81;Sidler Patrick;HC Ambri-Piotta;Verteidiger;24;27;1;1;0;1;0
82;Randegger Gian-Andrea;SC Bern;Verteidiger;42;27;1;1;0;1;0
83;Ruefenacht Thomas;SC Bern;Stürmer;37;26;13;0;0;0;0
84;Roy Derek;SC Bern;Stürmer;36;26;13;0;0;0;0
85;Leeger Larri;Lausanne HC;Verteidiger;50;26;13;0;0;0;0
86;Leblanc Louis;Lausanne HC;Stürmer;4;25;0;1;0;1;0
87;Kobasew Chuck;SC Bern;Stürmer;10;25;0;1;0;1;0
88;Walser Samuel;HC Davos;Stürmer;50;24;12;0;0;0;0
89;Seger Mathias;ZSC Lions;Verteidiger;50;24;12;0;0;0;0
90;Sciaroni Gregory;HC Davos;Stürmer;22;24;7;0;1;0;0
91;Hytönen Juha-Pekka;Lausanne HC;Stürmer;48;24;12;0;0;0;0
92;Hall Adam;HC Ambri-Piotta;Stürmer;40;24;12;0;0;0;0
93;Haas Lukas;SCL Tigers;Stürmer;44;24;12;0;0;0;0
94;Duca Paolo;HC Ambri-Piotta;Stürmer;41;24;12;0;0;0;0
95;Vukovic Daniel;Genève-Servette HC;Verteidiger;40;22;11;0;0;0;0
96;Ulmer Stefan;HC Lugano;Verteidiger;44;22;11;0;0;0;0
97;Slater Jim;Genève-Servette HC;Stürmer;32;22;11;0;0;0;0
98;Olausson Niklas;EHC Biel;Stürmer;29;22;11;0;0;0;0
99;Martensson Tony;HC Lugano;Stürmer;42;22;11;0;0;0;0
100;Keller Ryan;ZSC Lions;Stürmer;47;22;11;0;0;0;0
101;Kellenberger Steve;Kloten Flyers;Stürmer;50;22;11;0;0;0;0
102;Kamber Oliver;HC Ambri-Piotta;Stürmer;48;22;11;0;0;0;0
103;Immonen Jarkko;EV Zug;Stürmer;49;22;11;0;0;0;0
104;Grassi Daniele;HC Ambri-Piotta;Stürmer;50;22;11;0;0;0;0
105;Froidevaux Etienne;Lausanne HC;Stürmer;50;22;11;0;0;0;0
106;Diem Nolan;EV Zug;Stürmer;41;22;11;0;0;0;0
107;Bucher Tobias;SCL Tigers;Stürmer;48;22;11;0;0;0;0
108;Bergeron Marc-André;ZSC Lions;Verteidiger;43;22;11;0;0;0;0
109;Antonietti Eliot;Genève-Servette HC;Verteidiger;34;22;11;0;0;0;0
110;Wieser Marc;HC Davos;Stürmer;50;20;10;0;0;0;0
111;Trutmann Dario;Lausanne HC;Verteidiger;45;20;10;0;0;0;0
112;Thibaudeau Nicolas;EV Zug;Stürmer;21;20;5;0;1;0;0
113;Sutter Fabian;EHC Biel;Stürmer;39;20;10;0;0;0;0
114;Sprunger Julien;Fribourg-Gottéron;Stürmer;43;20;10;0;0;0;0
115;Sannitz Raffaele;HC Lugano;Stürmer;39;20;10;0;0;0;0
116;Nüssli Thomas;SCL Tigers;Stürmer;44;20;10;0;0;0;0
117;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;20;10;0;0;0;0
118;Lindgren Perttu;HC Davos;Stürmer;50;20;10;0;0;0;0
119;Holden Josh;EV Zug;Stürmer;48;20;10;0;0;0;0
120;Geering Patrick;ZSC Lions;Verteidiger;50;20;10;0;0;0;0
121;Furrer Philippe;HC Lugano;Verteidiger;35;20;10;0;0;0;0
122;Fuchs Jason;HC Ambri-Piotta;Stürmer;47;20;10;0;0;0;0
123;Danielsson Nicklas;Lausanne HC;Stürmer;49;20;10;0;0;0;0
124;Chiriaev Evgenï;SCL Tigers;Stürmer;46;20;10;0;0;0;0
125;Bouchard Pierre-Marc;EV Zug;Stürmer;49;20;10;0;0;0;0
126;Baltisberger Phil;ZSC Lions;Verteidiger;49;20;10;0;0;0;0
127;Tschantré Mathieu;EHC Biel;Stürmer;50;18;9;0;0;0;0
128;Traber Tim;Genève-Servette HC;Stürmer;9;18;4;0;1;0;0
129;Simek Juraj;Genève-Servette HC;Stürmer;31;18;4;0;1;0;0
130;Plüss Martin;SC Bern;Stürmer;50;18;9;0;0;0;0
131;Pesonen Harri;Lausanne HC;Stürmer;50;18;9;0;0;0;0
132;Monnet Thibaut;HC Ambri-Piotta;Stürmer;48;18;9;0;0;0;0
133;Louhivaara Ossi;Lausanne HC;Stürmer;43;18;9;0;0;0;0
134;Klasen Linus;HC Lugano;Stürmer;49;18;9;0;0;0;0
135;Kast Timothy;Genève-Servette HC;Stürmer;40;18;9;0;0;0;0
136;Gustafsson Erik;Kloten Flyers;Verteidiger;48;18;4;0;1;0;0
137;Brunner Damien;HC Lugano;Stürmer;36;18;9;0;0;0;0
138;Berger Pascal;SC Bern;Stürmer;45;18;9;0;0;0;0
139;Alatalo Santeri;EV Zug;Verteidiger;50;18;9;0;0;0;0
140;Untersander Ramon;SC Bern;Verteidiger;31;16;3;0;1;0;0
141;Stoop Lukas;Kloten Flyers;Verteidiger;49;16;8;0;0;0;0
142;Ryser Sven;Lausanne HC;Stürmer;44;16;8;0;0;0;0
143;Peter Emanuel;EV Zug;Stürmer;37;16;8;0;0;0;0
144;Nilsson Robert;ZSC Lions;Stürmer;48;16;8;0;0;0;0
145;Mercier Jonathan;Genève-Servette HC;Verteidiger;41;16;8;0;0;0;0
146;Mäenpää Mikko;HC Ambri-Piotta;Verteidiger;46;16;8;0;0;0;0
147;Liniger Michael;Kloten Flyers;Stürmer;47;16;8;0;0;0;0
148;Kparghai Clarence;HC Lugano;Verteidiger;50;16;8;0;0;0;0
149;Hecquefeuille Kevin;SCL Tigers;Verteidiger;31;16;8;0;0;0;0
150;Gerber Roland;Genève-Servette HC;Stürmer;47;16;8;0;0;0;0
151;Gerber Beat;SC Bern;Verteidiger;49;16;8;0;0;0;0
152;Dufner Mauro;EHC Biel;Verteidiger;46;16;8;0;0;0;0
153;Wellinger Thomas;EHC Biel;Verteidiger;48;14;7;0;0;0;0
154;Trunz Adrian;HC Ambri-Piotta;Verteidiger;49;14;7;0;0;0;0
155;Suter Pius;ZSC Lions;Stürmer;45;14;7;0;0;0;0
156;Steiner Nicholas;EHC Biel;Verteidiger;33;14;7;0;0;0;0
157;Smith Trevor;SC Bern;Stürmer;17;14;2;0;1;0;0
158;Schlumpf Dominik;EV Zug;Verteidiger;49;14;7;0;0;0;0
159;Réway Martin;Fribourg-Gottéron;Stürmer;19;14;7;0;0;0;0
160;Reuille Sebastien;HC Lugano;Stürmer;46;14;7;0;0;0;0
161;Randegger Flurin;SC Bern;Verteidiger;48;14;7;0;0;0;0
162;Plüss Benny;Fribourg-Gottéron;Stürmer;37;14;7;0;0;0;0
163;Neukom Benjamin;Fribourg-Gottéron;Stürmer;41;14;7;0;0;0;0
164;Moggi Claudio;SCL Tigers;Stürmer;36;14;7;0;0;0;0
165;Mieville Alain;Lausanne HC;Stürmer;45;14;7;0;0;0;0
166;Lombardi Matthew;Genève-Servette HC;Stürmer;34;14;7;0;0;0;0
167;Kolarik Chad;Kloten Flyers;Stürmer;36;14;7;0;0;0;0
168;Kamerzin Jérémie;Fribourg-Gottéron;Verteidiger;32;14;7;0;0;0;0
169;Jelovac Igor;EHC Biel;Verteidiger;38;14;7;0;0;0;0
170;Heldner Fabian;HC Davos;Verteidiger;45;14;7;0;0;0;0
171;Gustafsson Anton;SCL Tigers;Stürmer;43;14;7;0;0;0;0
172;Genazzi Joël;Lausanne HC;Verteidiger;49;14;7;0;0;0;0
173;Filppula Ilari;HC Lugano;Stürmer;27;14;7;0;0;0;0
174;Cunti Luca;ZSC Lions;Stürmer;32;14;7;0;0;0;0
175;Back Rene;Kloten Flyers;Verteidiger;39;14;7;0;0;0;0
176;Wyss Silvan;SCL Tigers;Stürmer;40;12;6;0;0;0;0
177;Wick Roman;ZSC Lions;Stürmer;38;12;6;0;0;0;0
178;Walsky Eric;Lausanne HC;Stürmer;45;12;6;0;0;0;0
179;Senteler Sven;EV Zug;Stürmer;49;12;6;0;0;0;0
180;Schnyder Fabian;EV Zug;Stürmer;47;12;6;0;0;0;0
181;Rossi Matthias;EHC Biel;Stürmer;49;12;6;0;0;0;0
182;Ronchetti Massimo;SCL Tigers;Verteidiger;47;12;6;0;0;0;0
183;Romy Kevin;Genève-Servette HC;Stürmer;49;12;6;0;0;0;0
184;Rod Noah;Genève-Servette HC;Stürmer;44;12;6;0;0;0;0
185;Reichert Marc;SC Bern;Stürmer;47;12;6;0;0;0;0
186;Pestoni Inti;HC Ambri-Piotta;Stürmer;50;12;6;0;0;0;0
187;Paschoud Claude-C.;HC Davos;Verteidiger;50;12;6;0;0;0;0
188;Obrist Patrick;Kloten Flyers;Stürmer;40;12;6;0;0;0;0
189;Müller Yves;SCL Tigers;Verteidiger;37;12;6;0;0;0;0
190;Malgin Denis;ZSC Lions;Stürmer;38;12;6;0;0;0;0
191;Lüthi Fabian;EHC Biel;Stürmer;43;12;6;0;0;0;0
192;Lemm Romano;Kloten Flyers;Stürmer;46;12;6;0;0;0;0
193;Jobin David;SC Bern;Verteidiger;36;12;6;0;0;0;0
194;Hamill Zach;HC Ambri-Piotta;Stürmer;17;12;6;0;0;0;0
195;Guerra Samuel;HC Davos;Verteidiger;39;12;6;0;0;0;0
196;Fransson Johan;Genève-Servette HC;Verteidiger;39;12;6;0;0;0;0
197;Corvi Enzo;HC Davos;Stürmer;23;12;6;0;0;0;0
198;Bürgler Dario;EV Zug;Stürmer;47;12;6;0;0;0;0
199;Blum Eric-Ray;SC Bern;Verteidiger;35;12;6;0;0;0;0
200;Bieber Matthias;Kloten Flyers;Stürmer;48;12;6;0;0;0;0
201;Bertaggia Alessio;HC Lugano;Stürmer;45;12;6;0;0;0;0
202;Sondell Daniel;EV Zug;Verteidiger;48;10;5;0;0;0;0
203;Salminen Sakari;Fribourg-Gottéron;Stürmer;43;10;5;0;0;0;0
204;Nodari Matteo;Lausanne HC;Verteidiger;45;10;5;0;0;0;0
205;Moss David;EHC Biel;Stürmer;19;10;5;0;0;0;0
206;Maret Mathieu;Fribourg-Gottéron;Verteidiger;50;10;5;0;0;0;0
207;Krueger Justin;SC Bern;Verteidiger;43;10;5;0;0;0;0
208;Kreis Samuel;SC Bern;Verteidiger;21;10;5;0;0;0;0
209;Kousa Mikko;SC Bern;Verteidiger;11;10;5;0;0;0;0
210;Jung Sven;HC Davos;Verteidiger;45;10;5;0;0;0;0
211;Jacquemet Arnaud;Genève-Servette HC;Stürmer;43;10;5;0;0;0;0
212;Huguenin Anthony;EHC Biel;Verteidiger;44;10;5;0;0;0;0
213;Fischer Simon;Lausanne HC;Stürmer;39;10;5;0;0;0;0
214;Erni Samuel;EV Zug;Verteidiger;39;10;5;0;0;0;0
215;Emmerton Cory;HC Ambri-Piotta;Stürmer;49;10;5;0;0;0;0
216;Ehrensperger Gianni;EHC Biel;Stürmer;29;10;5;0;0;0;0
217;Ebbett Andrew;SC Bern;Stürmer;19;10;5;0;0;0;0
218;Du Bois Felicien;HC Davos;Verteidiger;31;10;5;0;0;0;0
219;Bykov Andrey;Fribourg-Gottéron;Stürmer;43;10;5;0;0;0;0
220;Baltisberger Chris;ZSC Lions;Stürmer;20;10;5;0;0;0;0
221;Arlbrandt Pär;EHC Biel;Stürmer;36;10;5;0;0;0;0
222;Albrecht Yannick-Lennart;SCL Tigers;Stürmer;49;10;5;0;0;0;0
223;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;38;10;5;0;0;0;0
224;Zryd Miro;SCL Tigers;Verteidiger;42;8;4;0;0;0;0
225;Zangger Sandro;EV Zug;Stürmer;46;8;4;0;0;0;0
226;Sutter Dave;EHC Biel;Verteidiger;50;8;4;0;0;0;0
227;Spylo Ahren;EHC Biel;Stürmer;35;8;4;0;0;0;0
228;Savary Paul;Lausanne HC;Stürmer;43;8;4;0;0;0;0
229;Pyatt Tom;Genève-Servette HC;Stürmer;42;8;4;0;0;0;0
230;Ness Martin;SC Bern;Stürmer;8;8;4;0;0;0;0
231;Murray Jordan;SCL Tigers;Stürmer;14;8;4;0;0;0;0
232;Moggi Sandro;SCL Tigers;Stürmer;48;8;4;0;0;0;0
233;Lhotak Lukas;HC Ambri-Piotta;Stürmer;50;8;4;0;0;0;0
234;Lardi Federico;Lausanne HC;Verteidiger;47;8;4;0;0;0;0
235;Kostner Diego;HC Lugano;Stürmer;46;8;4;0;0;0;0
236;Jecker Benoit;EHC Biel;Verteidiger;43;8;4;0;0;0;0
237;Herren Yannick;Lausanne HC;Stürmer;24;8;4;0;0;0;0
238;Herburger Raphael;EHC Biel;Stürmer;36;8;4;0;0;0;0
239;Haas Gaëtan;EHC Biel;Stürmer;38;8;4;0;0;0;0
240;Gardner Ryan;Fribourg-Gottéron;Stürmer;50;8;4;0;0;0;0
241;Casutt Corsin;Kloten Flyers;Stürmer;43;8;4;0;0;0;0
242;Bodenmann Simon;SC Bern;Stürmer;44;8;4;0;0;0;0
243;Bianchi Elias;HC Ambri-Piotta;Stürmer;40;8;4;0;0;0;0
244;Bastl Mark;HC Ambri-Piotta;Stürmer;47;8;4;0;0;0;0
245;Antonietti Benjamin;Lausanne HC;Stürmer;38;8;4;0;0;0;0
246;Wetzel Philipp;EHC Biel;Stürmer;22;6;3;0;0;0;0
247;Trachsler Morris;ZSC Lions;Stürmer;37;6;3;0;0;0;0
248;Stettler Martin;SCL Tigers;Verteidiger;21;6;3;0;0;0;0
249;Simion Dario;HC Davos;Stürmer;36;6;3;0;0;0;0
250;Shannon Ryan;ZSC Lions;Stürmer;42;6;3;0;0;0;0
251;Schmutz Flavio;Fribourg-Gottéron;Stürmer;41;6;3;0;0;0;0
252;Romanenghi Matteo;HC Lugano;Stürmer;23;6;3;0;0;0;0
253;Matthews Auston;ZSC Lions;Stürmer;36;6;3;0;0;0;0
254;Martschini Lino;EV Zug;Stürmer;50;6;3;0;0;0;0
255;Leone Robin;Kloten Flyers;Stürmer;41;6;3;0;0;0;0
256;Kindschi Simon;HC Davos;Verteidiger;20;6;3;0;0;0;0
257;Hasani Adam;Kloten Flyers;Stürmer;18;6;3;0;0;0;0
258;Hächler Cedric;ZSC Lions;Verteidiger;34;6;3;0;0;0;0
259;Guggisberg Peter;Kloten Flyers;Stürmer;38;6;3;0;0;0;0
260;Gerber Tom;SCL Tigers;Stürmer;14;6;3;0;0;0;0
261;Deruns Thomas;Lausanne HC;Stürmer;50;6;3;0;0;0;0
262;Conz Florian;Lausanne HC;Stürmer;21;6;3;0;0;0;0
263;Steinmann Janick;HC Lugano;Stürmer;14;4;2;0;0;0;0
264;Rytz Philippe;Lausanne HC;Verteidiger;17;4;2;0;0;0;0
265;Praplan Vincent;Kloten Flyers;Stürmer;50;4;2;0;0;0;0
266;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;28;4;2;0;0;0;0
267;Müller Marco;SC Bern;Stürmer;38;4;2;0;0;0;0
268;Kneubuehler Johnny;Lausanne HC;Stürmer;16;4;2;0;0;0;0
269;Kessler Tino;HC Davos;Stürmer;18;4;2;0;0;0;0
270;Jörg Mauro;HC Davos;Stürmer;47;4;2;0;0;0;0
271;Foucault Kris;ZSC Lions;Stürmer;16;4;2;0;0;0;0
272;Forrer Marco;HC Davos;Verteidiger;16;4;2;0;0;0;0
273;Fey Kevin;EHC Biel;Verteidiger;24;4;2;0;0;0;0
274;Fazzini Luca;HC Lugano;Stürmer;41;4;2;0;0;0;0
275;Chuard Romain;Genève-Servette HC;Verteidiger;35;4;2;0;0;0;0
276;Chavaillaz Benjamin;HC Ambri-Piotta;Verteidiger;23;4;2;0;0;0;0
277;Bärtschi Patrik;ZSC Lions;Stürmer;34;4;2;0;0;0;0
278;Wilson Kyle;SCL Tigers;Stürmer;11;2;1;0;0;0;0
279;Studer Thomas;Kloten Flyers;Stürmer;9;2;1;0;0;0;0
280;Sieber Lukas;EV Zug;Stürmer;17;2;1;0;0;0;0
281;Setoguchi Devin;HC Davos;Stürmer;30;2;1;0;0;0;0
282;Schmuckli Florian;ZSC Lions;Verteidiger;4;2;1;0;0;0;0
283;Sartori Riccardo;HC Lugano;Verteidiger;43;2;1;0;0;0;0
284;Rundblad David;ZSC Lions;Verteidiger;11;2;1;0;0;0;0
285;Roberts Lee;Lausanne HC;Stürmer;8;2;1;0;0;0;0
286;Rampazzo Ruben;HC Davos;Verteidiger;13;2;1;0;0;0;0
287;Picard Alexandre;Fribourg-Gottéron;Verteidiger;37;2;1;0;0;0;0
288;Olver Marc;Kloten Flyers;Stürmer;8;2;1;0;0;0;0
289;Olesz Rostislav;SCL Tigers;Stürmer;15;2;1;0;0;0;0
290;Meunier Laurent;Lausanne HC;Stürmer;1;2;1;0;0;0;0
291;Loichat Michaël;Fribourg-Gottéron;Stürmer;4;2;1;0;0;0;0
292;Iglesias Frédéric;Genève-Servette HC;Verteidiger;43;2;1;0;0;0;0
293;Horansky Stanislav;EHC Biel;Stürmer;7;2;1;0;0;0;0
294;Hischier Nico;SC Bern;Stürmer;15;2;1;0;0;0;0
295;Haberstich Fabian;SCL Tigers;Stürmer;9;2;1;0;0;0;0
296;Gossweiler Manuel;SCL Tigers;Verteidiger;22;2;1;0;0;0;0
297;Giannini Dylan;HC Ambri-Piotta;Verteidiger;3;2;1;0;0;0;0
298;Gähler Jorden;Kloten Flyers;Verteidiger;3;2;1;0;0;0;0
299;Frick Lukas;Kloten Flyers;Verteidiger;50;2;1;0;0;0;0
300;Fontana Colin;HC Lugano;Verteidiger;5;2;1;0;0;0;0
301;Diem Dominik;ZSC Lions;Stürmer;11;2;1;0;0;0;0
302;Dal Pian Giacomo;HC Lugano;Stürmer;18;2;1;0;0;0;0
303;Camperchioli Luca;Fribourg-Gottéron;Verteidiger;20;2;1;0;0;0;0
304;Almond Cody;Genève-Servette HC;Stürmer;4;2;1;0;0;0;0
305;Wollgast Nigel;HC Lugano;Verteidiger;2;0;0;0;0;0;0
306;Wieser Tim;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
307;Weber Serge;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0
308;Volejnicek Dominik;EV Zug;Stürmer;1;0;0;0;0;0;0
309;Ulmann Tim;ZSC Lions;Stürmer;5;0;0;0;0;0;0
310;Trisconi Noele;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0
311;Stucki Christian;HC Ambri-Piotta;Stürmer;17;0;0;0;0;0;0
312;Stancescu Victor;Kloten Flyers;Stürmer;2;0;0;0;0;0;0
313;Stadler Livio;EV Zug;Verteidiger;13;0;0;0;0;0;0
314;Schmutz Silvio;HC Davos;Verteidiger;8;0;0;0;0;0;0
315;Schläpfer Sin;HC Davos;Stürmer;4;0;0;0;0;0;0
316;Rouiller Anthony;EHC Biel;Verteidiger;7;0;0;0;0;0;0
317;Prassl Raphael;ZSC Lions;Stürmer;1;0;0;0;0;0;0
318;Pozzorini Samuele;HC Lugano;Verteidiger;1;0;0;0;0;0;0
319;Portmann Jerome;HC Davos;Stürmer;3;0;0;0;0;0;0
320;Pivron Pierrick;Fribourg-Gottéron;Stürmer;10;0;0;0;0;0;0
321;Pinana Christian;HC Ambri-Piotta;Verteidiger;5;0;0;0;0;0;0
322;Olimb Mathis;Kloten Flyers;Stürmer;16;0;0;0;0;0;0
323;Nordlund Markus;HC Ambri-Piotta;Verteidiger;9;0;0;0;0;0;0
324;Nater Jens;HC Davos;Verteidiger;9;0;0;0;0;0;0
325;Morini Giovanni;HC Lugano;Stürmer;30;0;0;0;0;0;0
326;Molina Atanasio;ZSC Lions;Verteidiger;5;0;0;0;0;0;0
327;Maurer Cédric;EV Zug;Verteidiger;1;0;0;0;0;0;0
328;Mauldin Greg;Fribourg-Gottéron;Stürmer;28;0;0;0;0;0;0
329;Marchon Nathan;Fribourg-Gottéron;Stürmer;22;0;0;0;0;0;0
330;Lüthi Simon;EV Zug;Verteidiger;11;0;0;0;0;0;0
331;Kohler Yves;Genève-Servette HC;Verteidiger;1;0;0;0;0;0;0
332;Karrer Roger;ZSC Lions;Verteidiger;14;0;0;0;0;0;0
333;In-Albon Loic;Lausanne HC;Stürmer;1;0;0;0;0;0;0
334;Hrabec Roman;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0
335;Holdener Makai;EHC Biel;Stürmer;4;0;0;0;0;0;0
336;Hoffmann Luka;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
337;Hinterkircher Mattia;ZSC Lions;Stürmer;5;0;0;0;0;0;0
338;Heinimann Thomas;Genève-Servette HC;Stürmer;7;0;0;0;0;0;0
339;Hartmann Jan Lee;Kloten Flyers;Stürmer;12;0;0;0;0;0;0
340;Harlacher Edson;Kloten Flyers;Verteidiger;22;0;0;0;0;0;0
341;Guidotti Samuele;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0
342;Glauser Andrea;Fribourg-Gottéron;Verteidiger;14;0;0;0;0;0;0
343;Genoway Colby;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0
344;Flyagin Mikhail;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0
345;Ellerby Keaton;Fribourg-Gottéron;Stürmer;13;0;0;0;0;0;0
346;Egli Chris;HC Davos;Stürmer;13;0;0;0;0;0;0
347;Eggenberger Nando;HC Davos;Stürmer;2;0;0;0;0;0;0
348;Earl Robbie;EHC Biel;Stürmer;7;0;0;0;0;0;0
349;Dubois Tim;SC Bern;Verteidiger;18;0;0;0;0;0;0
350;Dostoinov Alexei;EHC Biel;Stürmer;7;0;0;0;0;0;0
