R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
280;Leeger Larri;Lausanne HC;Verteidiger;50;0;6;0;6;0;0;6;0;0;0;0
281;Maret Mathieu;Fribourg-Gottéron;Verteidiger;50;0;4;3;1;0;0;4;0;0;0;0
282;Jecker Benoit;EHC Biel;Verteidiger;43;0;4;3;1;0;0;3;0;1;0;0
283;Dufner Mauro;EHC Biel;Verteidiger;46;0;4;1;3;0;0;4;0;0;0;0
284;Jung Sven;HC Davos;Verteidiger;45;0;3;2;1;0;0;3;0;0;0;0
285;Wetzel Philipp;EHC Biel;Stürmer;22;0;3;0;3;0;0;3;0;0;0;0
286;Marchon Marc;EV Zug;Stürmer;27;0;2;2;0;0;0;2;0;0;0;0
287;Karrer Roger;ZSC Lions;Verteidiger;14;0;2;2;0;0;0;0;0;2;0;0
288;Pivron Pierrick;Fribourg-Gottéron;Stürmer;10;0;2;1;1;0;0;2;0;0;0;0
289;Nodari Matteo;Lausanne HC;Verteidiger;45;0;2;1;1;0;0;2;0;0;0;0
290;Ness Martin;SC Bern;Stürmer;8;0;2;1;1;0;0;2;0;0;0;0
291;Harlacher Edson;Kloten Flyers;Verteidiger;22;0;2;1;1;0;0;1;0;1;0;0
292;Hächler Cedric;ZSC Lions;Verteidiger;34;0;2;1;1;0;0;2;0;0;0;0
293;Conz Florian;Lausanne HC;Stürmer;21;0;2;1;1;0;0;2;0;0;0;0
294;Rouiller Anthony;EHC Biel;Verteidiger;7;0;2;0;2;0;0;2;0;0;0;0
295;Fischer Simon;Lausanne HC;Stürmer;39;0;2;0;2;0;0;2;0;0;0;0
296;Brejcak Jan;HC Davos;Verteidiger;28;0;2;0;2;0;0;1;0;0;0;1
297;Ulmann Tim;ZSC Lions;Stürmer;5;0;1;1;0;0;0;1;0;0;0;0
298;Thibaudeau Nicolas;EV Zug;Stürmer;21;0;1;1;0;0;0;1;0;0;0;0
299;Studer Thomas;Kloten Flyers;Stürmer;9;0;1;1;0;0;0;1;0;0;0;0
300;Sartori Riccardo;HC Lugano;Verteidiger;43;0;1;1;0;0;0;1;0;0;0;0
301;Randegger Gian-Andrea;SC Bern;Verteidiger;42;0;1;1;0;0;0;1;0;0;0;0
302;Murray Jordan;SCL Tigers;Stürmer;14;0;1;1;0;0;0;1;0;0;0;0
303;Egli Chris;HC Davos;Stürmer;13;0;1;1;0;0;0;1;0;0;0;0
304;Bachofner Jérôme;ZSC Lions;Stürmer;8;0;1;1;0;0;0;1;0;0;0;0
305;Almond Cody;Genève-Servette HC;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
306;Wyss Silvan;SCL Tigers;Stürmer;40;0;1;0;1;0;0;1;0;0;0;0
307;Wollgast Nigel;HC Lugano;Verteidiger;2;0;1;0;1;0;0;1;0;0;0;0
308;Stadler Livio;EV Zug;Verteidiger;13;0;1;0;1;0;0;1;0;0;0;0
309;Schmutz Silvio;HC Davos;Verteidiger;8;0;1;0;1;0;0;1;0;0;0;0
310;Rytz Philippe;Lausanne HC;Verteidiger;17;0;1;0;1;0;0;1;0;0;0;0
311;Rampazzo Ruben;HC Davos;Verteidiger;13;0;1;0;1;0;0;1;0;0;0;0
312;Loichat Michaël;Fribourg-Gottéron;Stürmer;4;0;1;0;1;0;0;1;0;0;0;0
313;Fischer Jannik;Lausanne HC;Verteidiger;40;0;1;0;1;0;0;1;0;0;0;0
314;Fey Kevin;EHC Biel;Verteidiger;24;0;1;0;1;0;0;0;0;1;0;0
315;Chuard Romain;Genève-Servette HC;Verteidiger;35;0;1;0;1;0;0;1;0;0;0;0
316;Campbell Jeff;SCL Tigers;Stürmer;2;0;1;0;1;0;0;1;0;0;0;0
317;Wieser Tim;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
318;Weber Serge;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
319;Volejnicek Dominik;EV Zug;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
320;Trisconi Noele;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
321;Traber Tim;Genève-Servette HC;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
322;Stancescu Victor;Kloten Flyers;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
323;Schmuckli Florian;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
324;Schläpfer Sin;HC Davos;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
325;Romanenghi Matteo;HC Lugano;Stürmer;23;0;0;0;0;0;0;0;0;0;0;0
326;Roberts Lee;Lausanne HC;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
327;Prassl Raphael;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
328;Pozzorini Samuele;HC Lugano;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
329;Portmann Jerome;HC Davos;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
330;Pinana Christian;HC Ambri-Piotta;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
331;Nater Jens;HC Davos;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
332;Molina Atanasio;ZSC Lions;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
333;Meunier Laurent;Lausanne HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
334;Maurer Cédric;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
335;Marchon Nathan;Fribourg-Gottéron;Stürmer;22;0;0;0;0;0;0;0;0;0;0;0
336;Lüthi Simon;EV Zug;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
337;Kohler Yves;Genève-Servette HC;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
338;In-Albon Loic;Lausanne HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
339;Hrabec Roman;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
340;Horansky Stanislav;EHC Biel;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
341;Holdener Makai;EHC Biel;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
342;Hoffmann Luka;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
343;Hinterkircher Mattia;ZSC Lions;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
344;Heinimann Thomas;Genève-Servette HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
345;Haberstich Fabian;SCL Tigers;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
346;Guidotti Samuele;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
347;Gossweiler Manuel;SCL Tigers;Verteidiger;22;0;0;0;0;0;0;0;0;0;0;0
348;Glauser Andrea;Fribourg-Gottéron;Verteidiger;14;0;0;0;0;0;0;0;0;0;0;0
349;Giannini Dylan;HC Ambri-Piotta;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
350;Gähler Jorden;Kloten Flyers;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
351;Fontana Colin;HC Lugano;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
352;Flyagin Mikhail;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
353;Eggenberger Nando;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
354;Dubois Tim;SC Bern;Verteidiger;18;0;0;0;0;0;0;0;0;0;0;0
355;Détraz Mattéo;Genève-Servette HC;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
356;Currit Fabien;SCL Tigers;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
357;Camperchioli Luca;Fribourg-Gottéron;Verteidiger;20;0;0;0;0;0;0;0;0;0;0;0
358;Büsser Xeno;Kloten Flyers;Verteidiger;8;0;0;0;0;0;0;0;0;0;0;0
359;Bussard Benjamin;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
360;Burren Yanik;SC Bern;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
361;Brügger Sandro;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
362;Bonny Victor;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
363;Bircher Alain;Kloten Flyers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
364;Bärtschi Michael;SC Bern;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
