R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
277;Lindemann Kim;SC Rapperswil-Jona Lakers;Verteidiger;31;0;1;1;0;0;0;1;0;0;0;0
278;Lemm Fadri;Kloten Flyers;Stürmer;5;0;1;1;0;0;0;1;0;0;0;0
279;Kparghai Clarence;EHC Biel;Verteidiger;50;0;1;1;0;0;0;1;0;0;0;0
280;Bucher Tobias;EV Zug;Stürmer;15;0;1;1;0;0;0;1;0;0;0;0
281;Bodenmann Simon;Kloten Flyers;Stürmer;12;0;1;1;0;0;0;1;0;0;0;0
282;Bianchi Elias;EV Zug;Stürmer;29;0;1;1;0;0;0;1;0;0;0;0
283;Rivera Christopher;Genève-Servette HC;Stürmer;20;0;1;0;1;0;0;1;0;0;0;0
284;Müller Pascal;ZSC Lions;Verteidiger;31;0;1;0;1;0;0;1;0;0;0;0
285;Heynen Fernando;Genève-Servette HC;Verteidiger;21;0;1;0;1;0;0;1;0;0;0;0
286;Helfer Armin;Kloten Flyers;-;2;0;1;0;1;0;0;1;0;0;0;0
287;Fischer Simon;EHC Biel;Stürmer;15;0;1;0;1;0;0;1;0;0;0;0
288;Cadonau Claudio;ZSC Lions;Verteidiger;25;0;1;0;1;0;0;1;0;0;0;0
289;Botta Roman;SCL Tigers;Stürmer;14;0;1;0;1;0;0;1;0;0;0;0
290;Bielmann Christian;Fribourg-Gottéron;Stürmer;16;0;1;0;1;0;0;1;0;0;0;0
291;Zigerli Manuel;EHC Biel;Stürmer;10;0;0;0;0;0;0;0;0;0;0;0
292;Zangger Simon;SC Rapperswil-Jona Lakers;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
293;Svensson Patrik;SC Rapperswil-Jona Lakers;Stürmer;10;0;0;0;0;0;0;0;0;0;0;0
294;Sutter Patrick;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
295;Stoffel Andri;ZSC Lions;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
296;Stalder Ralph;EHC Biel;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
297;Schommer Patrick;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
298;Ryser Kevin;SC Bern;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
299;Ruefenacht Thomas;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
300;Profico Leandro;HC Lugano;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
301;Moser Stephan;SCL Tigers;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
302;May Sandro;HC Davos;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
303;Mattioli Daniele;HC Ambri-Piotta;Verteidiger;18;0;0;0;0;0;0;0;0;0;0;0
304;Marolf Mike;SCL Tigers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
305;Maneluk Mike;HC Lugano;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
306;Loeffel Romain;Fribourg-Gottéron;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
307;Kienzle Lorenz;ZSC Lions;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
308;Kamerzin Jérémie;EHC Biel;Verteidiger;44;0;0;0;0;0;0;0;0;0;0;0
309;Isabella Joey;HC Ambri-Piotta;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
310;Isabella Claudio;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
311;Iglesias Frédéric;Genève-Servette HC;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
312;Hostettler Sebastien;EHC Biel;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
313;Hirschi Steve;HC Lugano;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
314;Hasani Adam;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
315;Gruber Marco;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
316;Gerber Roland;EHC Biel;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
317;Genazzi Joël;Fribourg-Gottéron;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
318;Gailland Jérémy;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
319;Füglister Jeffrey;Kloten Flyers;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
320;Fischer Jannik;EV Zug;Verteidiger;17;0;0;0;0;0;0;0;0;0;0;0
321;Dostoinov Alexei;EHC Biel;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
322;Donati Gianni;HC Davos;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
323;Conte Fabrizio;HC Lugano;Stürmer;26;0;0;0;0;0;0;0;0;0;0;0
324;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
325;Carbis Daniel;HC Davos;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
326;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
327;Bruderer Sandro;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
328;Brägger Mathias;EHC Biel;Stürmer;29;0;0;0;0;0;0;0;0;0;0;0
329;Boss Daniel;EHC Biel;Verteidiger;20;0;0;0;0;0;0;0;0;0;0;0
330;Boillat Nicolas;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
331;Blaser Yannick;EV Zug;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
332;Berger Alain;SC Bern;Stürmer;19;0;0;0;0;0;0;0;0;0;0;0
333;Beccarelli Mauro;EHC Biel;Stürmer;13;0;0;0;0;0;0;0;0;0;0;0
