R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
99;Wichser Adrian;ZSC Lions;Stürmer;32;9;69;13.04;2.16
100;Lemm Romano;HC Lugano;Stürmer;41;9;69;13.04;1.68
101;Gobbi John;Genève-Servette HC;Verteidiger;32;2;69;2.90;2.16
102;Gamache Simon;SC Bern;Stürmer;30;9;69;13.04;2.30
103;Vauclair Tristan;HC Lugano;Stürmer;50;6;68;8.82;1.36
104;Furrer Philippe;SC Bern;Verteidiger;30;5;68;7.35;2.27
105;Camenzind Andreas;SCL Tigers;Verteidiger;47;9;68;13.24;1.45
106;Josi Roman;SC Bern;Verteidiger;26;9;67;13.43;2.58
107;Reber Jörg;SCL Tigers;Verteidiger;48;1;66;1.52;1.38
108;Nüssli Thomas;EHC Biel;Stürmer;35;13;65;20;1.86
109;Fischer Patrick;EV Zug;Verteidiger;49;3;65;4.62;1.33
110;Rothen Frederic;Kloten Flyers;Stürmer;42;8;64;12.5;1.52
111;Savary Paul;Genève-Servette HC;Stürmer;50;9;63;14.29;1.26
112;Furrer Andreas;SC Rapperswil-Jona Lakers;Verteidiger;48;3;63;4.76;1.31
113;Blum Eric-Ray;SCL Tigers;Verteidiger;49;4;63;6.35;1.29
114;Steinegger Martin;EHC Biel;Verteidiger;48;4;62;6.45;1.29
115;Näser Andy;HC Lugano;Stürmer;50;6;62;9.68;1.24
116;Marha Josef;HC Davos;Stürmer;48;11;62;17.74;1.29
117;Brown Curtis;EHC Biel;Stürmer;49;9;62;14.52;1.27
118;Peter Emanuel;EHC Biel;Stürmer;50;2;61;3.28;1.22
119;Froidevaux Etienne;SC Bern;Stürmer;36;4;60;6.67;1.67
120;Brunner Adrian;HC Ambri-Piotta;Stürmer;48;7;60;11.67;1.25
121;Truttmann Marco;EHC Biel;Stürmer;43;7;59;11.86;1.37
122;Ramholt Tim;HC Davos;Verteidiger;50;2;59;3.39;1.18
123;Jacquemet Arnaud;Kloten Flyers;Stürmer;50;5;59;8.47;1.18
124;Paterlini Thierry;SC Rapperswil-Jona Lakers;Stürmer;46;6;58;10.34;1.26
125;Moggi Sandro;SCL Tigers;Stürmer;49;5;58;8.62;1.18
126;Moggi Claudio;SCL Tigers;Stürmer;34;12;58;20.69;1.71
127;Grossmann Robin;HC Davos;Verteidiger;50;2;58;3.45;1.16
128;Bartecko Lubos;SC Bern;Stürmer;28;8;58;13.79;2.07
129;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;45;3;56;5.36;1.24
130;Forrest Justin;Kloten Flyers;Verteidiger;30;7;56;12.5;1.87
131;Demuth Alain;HC Ambri-Piotta;Stürmer;46;3;56;5.36;1.22
132;Tschantré Mathieu;EHC Biel;Stürmer;41;6;55;10.91;1.34
133;Toms Jeff;Genève-Servette HC;Stürmer;40;8;55;14.55;1.38
134;Mercier Jonathan;Genève-Servette HC;Verteidiger;50;4;55;7.27;1.10
135;Leblanc Robin;Fribourg-Gottéron;Stürmer;35;5;55;9.09;1.57
136;Back Rene;HC Davos;Verteidiger;49;2;55;3.64;1.12
137;Snell Wesley;EV Zug;Verteidiger;47;2;54;3.70;1.15
138;Lüthi Fabian;EV Zug;Stürmer;49;1;54;1.85;1.10
139;Tschuor Sandro;SC Rapperswil-Jona Lakers;Stürmer;50;3;53;5.66;1.06
140;Schneeberger Noah;EHC Biel;Verteidiger;50;2;53;3.77;1.06
141;Kamber Oliver;HC Lugano;Stürmer;47;6;53;11.32;1.13
142;Collenberg Franco;Fribourg-Gottéron;Verteidiger;50;2;53;3.77;1.06
143;Ehrensperger Gianni;EHC Biel;Stürmer;31;7;52;13.46;1.68
144;Blaser Yannick;EV Zug;Verteidiger;47;1;52;1.92;1.11
145;Sutter Fabian;SCL Tigers;Stürmer;48;10;51;19.61;1.06
146;Rubin Daniel;Genève-Servette HC;Stürmer;50;17;51;33.33;1.02
147;Rizzi Sandro;HC Davos;Verteidiger;47;10;51;19.61;1.09
148;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;50;5;51;9.80;1.02
149;Liniger Michael;Kloten Flyers;Stürmer;37;5;51;9.80;1.38
150;Friedli Samuel;SC Rapperswil-Jona Lakers;Stürmer;45;5;50;10;1.11
151;Bodenmann Simon;Kloten Flyers;Stürmer;45;4;50;8;1.11
152;Siren Niki;SC Rapperswil-Jona Lakers;Verteidiger;48;6;48;12.5;1.00
153;Botta Roman;HC Ambri-Piotta;Stürmer;50;4;48;8.33;0.96
154;Tschannen Stefan;EHC Biel;Stürmer;47;7;47;14.89;1.00
155;Wieser Marc;HC Davos;Stürmer;48;3;46;6.52;0.96
156;Romy Kevin;HC Lugano;Stürmer;37;7;46;15.22;1.24
157;Kellenberger Steve;Kloten Flyers;Stürmer;50;1;46;2.17;0.92
158;Gloor Kevin;EHC Biel;Verteidiger;49;4;46;8.70;0.94
159;Murovic Mirko;HC Ambri-Piotta;Stürmer;49;12;45;26.67;0.92
160;Lauper Adrien;Fribourg-Gottéron;Stürmer;48;4;45;8.89;0.94
161;Botter Cédric;Fribourg-Gottéron;Stürmer;40;4;45;8.89;1.12
162;Stirnimann Reto;HC Ambri-Piotta;Verteidiger;50;1;44;2.27;0.88
163;Haas Lukas;SCL Tigers;Stürmer;49;7;43;16.28;0.88
164;Wetzel Philipp;EHC Biel;Stürmer;41;7;41;17.07;1.00
165;Salmonsson Johannes;HC Davos;Stürmer;29;7;41;17.07;1.41
166;Hänni Andreas;SC Bern;Verteidiger;41;1;41;2.44;1.00
167;Suri Reto;Genève-Servette HC;Stürmer;47;4;40;10;0.85
168;Schnyder Daniel;ZSC Lions;Verteidiger;48;0;40;0;0.83
169;Lemm Aurelio;SCL Tigers;Stürmer;48;4;40;10;0.83
170;Jörg Mauro;HC Lugano;Stürmer;44;1;40;2.5;0.91
171;Burkhalter Loic;SC Rapperswil-Jona Lakers;Stürmer;26;6;40;15;1.54
172;Vukovic Daniel;Genève-Servette HC;Verteidiger;44;1;39;2.56;0.89
173;Rivera Christopher;Genève-Servette HC;Stürmer;49;10;39;25.64;0.80
174;Hoehener Martin;Genève-Servette HC;Verteidiger;47;5;39;12.82;0.83
175;Gerber Beat;SC Bern;Verteidiger;49;1;39;2.56;0.80
176;Conne Flavien;HC Lugano;Stürmer;28;4;39;10.26;1.39
177;Beccarelli Mauro;EHC Biel;Stürmer;42;2;39;5.13;0.93
178;Hamr Radek;Kloten Flyers;Verteidiger;14;1;38;2.63;2.71
179;Geering Patrick;ZSC Lions;Verteidiger;43;0;38;0;0.88
180;Bärtschi Deny;EHC Biel;Verteidiger;31;3;38;7.89;1.23
181;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;47;3;38;7.89;0.81
182;Zigerli Manuel;EHC Biel;Stürmer;46;4;37;10.81;0.80
183;Trachsler Morris;Genève-Servette HC;Stürmer;46;5;37;13.51;0.80
184;Rivers Jamie;HC Ambri-Piotta;Verteidiger;24;0;37;0;1.54
185;Clarke Noah;HC Ambri-Piotta;Stürmer;22;5;37;13.51;1.68
186;Voegele Stefan;SC Rapperswil-Jona Lakers;Stürmer;44;3;36;8.33;0.82
187;Nodari Matteo;HC Lugano;Verteidiger;48;3;36;8.33;0.75
188;Hasani Adam;Fribourg-Gottéron;Stürmer;44;4;36;11.11;0.82
189;Ouellet Michel;Fribourg-Gottéron;-;11;1;35;2.86;3.18
190;Meier Dominic;SC Bern;Verteidiger;30;1;34;2.94;1.13
191;Helbling Timo;HC Lugano;Verteidiger;46;1;34;2.94;0.74
192;Grauwiler Lukas;ZSC Lions;Stürmer;49;3;34;8.82;0.69
193;Down Blaine;ZSC Lions;Stürmer;10;8;33;24.24;3.30
194;Chiesa Alessandro;HC Lugano;Verteidiger;50;0;33;0;0.66
195;Rytz Philippe;SC Bern;Verteidiger;44;0;32;0;0.73
196;Meier Trevor;SC Bern;Stürmer;49;3;32;9.38;0.65
197;Hollenstein Denis;Kloten Flyers;Stürmer;28;6;31;19.35;1.11
198;Gerber Adrian;SCL Tigers;Stürmer;33;4;31;12.90;0.94
199;Breitbach Robin;Genève-Servette HC;Verteidiger;47;0;31;0;0.66
200;Sidler Patrick;Kloten Flyers;Verteidiger;50;1;30;3.33;0.60
201;Schönenberger Lovis;HC Ambri-Piotta;Stürmer;46;3;30;10;0.65
202;Scherwey Tristan;SC Bern;Stürmer;36;3;30;10;0.83
203;Sannitz Raffaele;HC Lugano;Stürmer;32;4;30;13.33;0.94
204;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;49;1;30;3.33;0.61
205;Kobach Reto;HC Ambri-Piotta;Verteidiger;47;3;30;10;0.64
206;Berger Sven;SC Rapperswil-Jona Lakers;Verteidiger;42;0;30;0;0.71
207;Walser Thomas;SC Rapperswil-Jona Lakers;Stürmer;51;3;29;10.34;0.57
208;Krutov Alexei;ZSC Lions;Stürmer;34;4;28;14.29;0.82
209;Hürlimann Stefan;Genève-Servette HC;Stürmer;44;2;28;7.14;0.64
210;Guyaz Noel;SC Rapperswil-Jona Lakers;Verteidiger;24;1;28;3.57;1.17
211;Devereaux Boyd;HC Lugano;Stürmer;16;2;28;7.14;1.75
212;Ngoy Michael;Fribourg-Gottéron;Verteidiger;21;2;27;7.41;1.29
213;Kostovic Dario;ZSC Lions;Stürmer;47;2;27;7.41;0.57
214;Seydoux Philippe;EHC Biel;Verteidiger;23;0;26;0;1.13
215;Schulthess Marc;Kloten Flyers;Verteidiger;41;2;26;7.69;0.63
216;Neff Claudio;HC Ambri-Piotta;Stürmer;24;1;26;3.85;1.08
217;Conz Florian;Genève-Servette HC;Stürmer;50;4;26;15.38;0.52
218;Bundi Ralph;HC Ambri-Piotta;Verteidiger;32;0;26;0;0.81
219;Trunz Adrian;EHC Biel;Verteidiger;49;1;25;4;0.51
220;Raffainer Raeto;SC Rapperswil-Jona Lakers;Stürmer;22;1;25;4;1.14
221;Gerber Lukas;Fribourg-Gottéron;Verteidiger;36;0;25;0;0.69
222;Blatter Florian;SC Rapperswil-Jona Lakers;Verteidiger;42;4;25;16;0.60
223;Stettler Martin;SC Bern;Verteidiger;40;1;24;4.17;0.60
224;Schild Roman;SCL Tigers;Stürmer;35;3;24;12.5;0.69
225;Reist Alain;ZSC Lions;Verteidiger;38;3;24;12.5;0.63
226;Loeffel Romain;Fribourg-Gottéron;Verteidiger;37;0;24;0;0.65
227;Gautschi Marc;HC Ambri-Piotta;Verteidiger;46;2;24;8.33;0.52
228;Murley Matt;SC Rapperswil-Jona Lakers;Stürmer;14;7;23;30.43;1.64
229;Malik Marek;Genève-Servette HC;Verteidiger;25;0;22;0;0.88
230;Kparghai Clarence;EHC Biel;Verteidiger;41;0;22;0;0.54
231;Goren Lee;SC Bern;Stürmer;9;0;22;0;2.44
232;Von Arx Jan;HC Davos;Verteidiger;39;4;21;19.05;0.54
233;Fröhlicher Joel;EHC Biel;Verteidiger;32;2;21;9.52;0.66
234;Cadieux Jan;Genève-Servette HC;Stürmer;42;7;21;33.33;0.50
235;Parati Patrick;SC Rapperswil-Jona Lakers;Verteidiger;44;0;20;0;0.45
236;Schommer Patrick;ZSC Lions;Stürmer;34;1;19;5.26;0.56
237;Randegger Flurin;Genève-Servette HC;Verteidiger;40;2;19;10.53;0.48
238;Meier Daniel;SC Bern;Stürmer;28;1;19;5.26;0.68
239;Bühler Cyrill;ZSC Lions;Stürmer;24;5;19;26.32;0.79
240;Bianchi Mattia;HC Ambri-Piotta;Stürmer;49;1;19;5.26;0.39
241;Schlagenhauf Roman;HC Lugano;Stürmer;50;2;18;11.11;0.36
242;Müller Yves;Kloten Flyers;Verteidiger;39;1;18;5.56;0.46
243;Voisard Gaetan;Fribourg-Gottéron;Verteidiger;41;0;17;0;0.41
244;Lüthi Simon;SCL Tigers;Verteidiger;47;0;17;0;0.36
245;Thomas Bill;HC Lugano;Stürmer;6;2;16;12.5;2.67
246;Stoop Lukas;HC Davos;Verteidiger;29;2;16;12.5;0.55
247;Stoffel Andri;ZSC Lions;Verteidiger;49;1;16;6.25;0.33
248;Moser Christian;SCL Tigers;Verteidiger;50;0;16;0;0.32
249;Gmür Sandro;SCL Tigers;Verteidiger;50;0;16;0;0.32
250;Gerber Roland;SC Bern;Stürmer;17;1;15;6.67;0.88
251;Cunti Luca;SCL Tigers;Stürmer;12;1;15;6.67;1.25
252;Schefer Marc;EV Zug;Verteidiger;40;0;14;0;0.35
253;Carbis Daniel;HC Davos;Stürmer;41;0;14;0;0.34
254;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;44;0;14;0;0.32
255;Pestoni Inti;HC Ambri-Piotta;Stürmer;17;2;13;15.38;0.76
256;Mottet Killian;Fribourg-Gottéron;Stürmer;18;0;13;0;0.72
257;Maurer Marco;Genève-Servette HC;Verteidiger;49;1;13;7.69;0.27
258;Kienzle Lorenz;ZSC Lions;Verteidiger;19;0;13;0;0.68
259;Ziegler Thomas;SC Bern;Stürmer;10;1;12;8.33;1.20
260;Profico Leandro;HC Lugano;Verteidiger;32;0;12;0;0.38
261;Mattioli Daniele;HC Ambri-Piotta;Verteidiger;31;1;12;8.33;0.39
262;Lindemann Kim;Fribourg-Gottéron;Verteidiger;13;0;12;0;0.92
263;Kress Michael;EV Zug;Verteidiger;30;2;12;16.67;0.40
264;Donati Gianni;HC Davos;Stürmer;18;1;12;8.33;0.67
265;Schneider David;HC Ambri-Piotta;Verteidiger;11;0;11;0;1.00
266;Chatelain Alexander;SC Bern;Stürmer;29;1;11;9.09;0.38
267;Untersander Ramon;HC Davos;Verteidiger;35;0;10;0;0.29
268;Schelling Philippe;ZSC Lions;Verteidiger;8;0;10;0;1.25
269;Müller Pascal;ZSC Lions;Verteidiger;37;0;10;0;0.27
270;Winkler Benjamin;Kloten Flyers;Verteidiger;20;0;9;0;0.45
271;Juri Mauro;HC Ambri-Piotta;Stürmer;36;2;9;22.22;0.25
272;Wellinger Thomas;HC Davos;Verteidiger;37;0;8;0;0.22
273;Marghitola Daniele;HC Ambri-Piotta;Verteidiger;30;0;8;0;0.27
274;Flückiger Stefan;SCL Tigers;Verteidiger;26;1;8;12.5;0.31
275;Dubé Christian;SC Bern;Stürmer;5;1;8;12.5;1.60
276;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;26;0;8;0;0.31
277;Boumedienne Josef;EV Zug;Verteidiger;7;0;8;0;1.14
278;Signoretti André;ZSC Lions;Verteidiger;4;0;7;0;1.75
279;Loichat Michaël;EV Zug;Stürmer;30;0;7;0;0.23
280;Haas Gaëtan;EHC Biel;Stürmer;14;2;7;28.57;0.50
281;Füglister Jeffrey;Kloten Flyers;Stürmer;11;0;7;0;0.64
282;Stephan Fabian;HC Ambri-Piotta;Verteidiger;22;0;6;0;0.27
283;Lüssy Silvan;HC Davos;Stürmer;8;1;6;16.67;0.75
284;Tremblay Alexandre;Genève-Servette HC;Stürmer;2;2;5;40;2.50
285;Fischer Jannik;EV Zug;Verteidiger;18;0;5;0;0.28
286;Meyer Serge;EHC Biel;Verteidiger;26;0;4;0;0.15
287;Fey Kevin;SC Bern;Verteidiger;21;0;4;0;0.19
288;Christen Gregory;HC Ambri-Piotta;Stürmer;17;1;4;25;0.24
289;Bonnet Julien;Kloten Flyers;Verteidiger;41;0;4;0;0.10
290;Pienitz Hans;ZSC Lions;Verteidiger;5;0;3;0;0.60
291;Mettler Thomas;Kloten Flyers;Verteidiger;6;0;3;0;0.50
292;Haakana Kari;Kloten Flyers;Stürmer;8;0;3;0;0.38
293;Guerra Samuel;HC Davos;Verteidiger;10;0;3;0;0.30
294;Camperchioli Luca;ZSC Lions;Verteidiger;9;0;3;0;0.33
295;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;5;0;3;0;0.60
296;Beech Kris;Genève-Servette HC;Stürmer;8;2;3;66.67;0.38
297;Altorfer Niki;ZSC Lions;Stürmer;2;0;3;0;1.50
298;Vogt Marco;EHC Biel;Stürmer;5;0;2;0;0.40
299;Vermin Joël;SC Bern;Stürmer;12;0;2;0;0.17
300;Stevenson Grant;Kloten Flyers;Stürmer;3;0;2;0;0.67
301;Steiner Nicholas;Kloten Flyers;Verteidiger;8;0;2;0;0.25
302;Steiner Adrian;SCL Tigers;Stürmer;2;0;2;0;1.00
303;Micheli Claudio;ZSC Lions;Stürmer;2;0;2;0;1.00
304;Larose Cory;SCL Tigers;Stürmer;2;0;2;0;1.00
305;Joss Sandro;EV Zug;Stürmer;4;0;2;0;0.50
306;Goi Tommaso;HC Lugano;Stürmer;8;0;2;0;0.25
307;Wolf Mike;ZSC Lions;Stürmer;6;0;1;0;0.17
308;Ryser Sven;ZSC Lions;Stürmer;2;0;1;0;0.50
309;Reymondin Joel;HC Davos;Stürmer;2;0;1;0;0.50
310;Pecker Cory;EV Zug;Stürmer;1;0;1;0;1.00
311;Maneluk Mike;HC Ambri-Piotta;Stürmer;1;0;1;0;1.00
312;Mäder Stefan;SCL Tigers;Stürmer;2;0;1;0;0.50
313;Küng Andreas;SC Rapperswil-Jona Lakers;Stürmer;3;1;1;100;0.33
314;Grassi Andrea;HC Lugano;Stürmer;4;0;1;0;0.25
315;Eicher Remo;SC Bern;Verteidiger;2;0;1;0;0.50
316;Chiriaev Evgenï;HC Lugano;Stürmer;13;0;1;0;0.08
317;Bruderer Sandro;SC Rapperswil-Jona Lakers;Stürmer;7;0;1;0;0.14
318;Bianchi Elias;HC Ambri-Piotta;Stürmer;3;0;1;0;0.33
319;Bashkirov Andrei;EV Zug;Stürmer;3;0;1;0;0.33
320;Barras Steven;EHC Biel;Stürmer;1;0;1;0;1.00
321;Augsburger Gaëtan;Genève-Servette HC;Stürmer;2;0;1;0;0.50
322;Wichser Martin;ZSC Lions;Stürmer;3;0;0;-;0.00
323;vogt marco;EHC Biel;Stürmer;1;0;0;-;0.00
324;Vanetti Andrea;HC Lugano;Stürmer;1;0;0;-;0.00
325;Tallarini Alan;HC Davos;Verteidiger;5;0;0;-;0.00
326;Suter Marco;Kloten Flyers;Verteidiger;2;0;0;-;0.00
327;Suter Daniel;HC Lugano;Verteidiger;3;0;0;-;0.00
328;Schilt Sebastian;Genève-Servette HC;Verteidiger;5;0;0;-;0.00
329;Rüegg Marc;Kloten Flyers;Verteidiger;4;0;0;-;0.00
330;Ronchetti Massimo;HC Lugano;Verteidiger;3;0;0;-;0.00
331;Rexha Alban;SCL Tigers;Stürmer;1;0;0;-;0.00
332;Pivron Pierrick;Genève-Servette HC;Stürmer;14;0;0;-;0.00
333;Nicolet Steeven;Genève-Servette HC;Stürmer;4;0;0;-;0.00
334;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;2;0;0;-;0.00
335;Neher Lars;Kloten Flyers;Stürmer;1;0;0;-;0.00
336;May Sandro;HC Davos;Verteidiger;3;0;0;-;0.00
337;Maret Mathieu;HC Davos;Verteidiger;1;0;0;-;0.00
338;Lorenz Yves-Lucca;SC Bern;Stürmer;1;0;0;-;0.00
339;Leuenberger Kaj;EHC Biel;Stürmer;2;0;0;-;0.00
340;Lemm Fadri;EHC Biel;Stürmer;1;0;0;-;0.00
341;Incir Ivan;HC Ambri-Piotta;Stürmer;1;0;0;-;0.00
342;Huguenin Anthony;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;-;0.00
343;Horak Jakub;HC Ambri-Piotta;Verteidiger;5;0;0;-;0.00
344;Hofmann Gregory;HC Ambri-Piotta;Stürmer;1;0;0;-;0.00
345;Guerra Uinter;HC Ambri-Piotta;Verteidiger;1;0;0;-;0.00
346;Grolimund Michel;Kloten Flyers;Verteidiger;1;0;0;-;0.00
347;Grieder Marc;EHC Biel;Verteidiger;1;0;0;-;0.00
348;Gossweiler Manuel;EHC Biel;Verteidiger;3;0;0;-;0.00
349;Gianola Marc;HC Davos;Verteidiger;3;0;0;-;0.00
350;Gemperli Pascal;Kloten Flyers;Stürmer;3;0;0;-;0.00
351;Gay Nicolas;Genève-Servette HC;Stürmer;1;0;0;-;0.00
