R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
342;Impose Auguste;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0
343;Hüsler Cedric;SC Rapperswil-Jona Lakers;Stürmer;6;0;0;0;0;0;0
344;Horansky Stanislav;EHC Biel;Stürmer;3;0;0;0;0;0;0
345;Högger Fabio;Kloten Flyers;Stürmer;2;0;0;0;0;0;0
346;Hartmann Jan Lee;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
347;Grossniklaus Tim;SC Bern;Verteidiger;8;0;0;0;0;0;0
348;Girard Felix;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0
349;Geering Patrick;ZSC Lions;Verteidiger;25;0;0;0;0;0;0
350;Egli Chris;HC Davos;Stürmer;2;0;0;0;0;0;0
351;Dupertuis Joey;Genève-Servette HC;Verteidiger;6;0;0;0;0;0;0
352;Diem Dominik;ZSC Lions;Stürmer;1;0;0;0;0;0;0
353;Devaja Dominik;Kloten Flyers;Stürmer;5;0;0;0;0;0;0
354;Chiriaev Evgenï;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
355;Büsser Xeno;ZSC Lions;Verteidiger;1;0;0;0;0;0;0
356;Brunold Alain;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
357;Botta Roman;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
358;Bonnet Julien;HC Ambri-Piotta;Verteidiger;2;0;0;0;0;0;0
359;Blatter Patrick;SC Rapperswil-Jona Lakers;Verteidiger;10;0;0;0;0;0;0
360;Andersson Jonas;Kloten Flyers;Stürmer;5;0;0;0;0;0;0
361;Ahlström Philip;HC Lugano;Verteidiger;10;0;0;0;0;0;0
362;Aeschlimann Marc;HC Davos;Stürmer;16;0;0;0;0;0;0
