R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
346;Gasser Martin;SCL Tigers;Verteidiger;1;0;0;0;0;0;0
347;Gartmann Dario;HC Davos;Stürmer;2;0;0;0;0;0;0
348;Furrer Thomas;SC Bern;Stürmer;1;0;0;0;0;0;0
349;Franzin Damien;HC Lugano;Verteidiger;1;0;0;0;0;0;0
350;Dubé Christian;SC Bern;Stürmer;5;0;0;0;0;0;0
351;De Martin Michel;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0
352;Camperchioli Luca;ZSC Lions;Verteidiger;9;0;0;0;0;0;0
353;Bruderer Sandro;SC Rapperswil-Jona Lakers;Stürmer;7;0;0;0;0;0;0
354;Bianchi Elias;HC Ambri-Piotta;Stürmer;3;0;0;0;0;0;0
355;Bashkirov Andrei;EV Zug;Stürmer;3;0;0;0;0;0;0
356;Barras Steven;EHC Biel;Stürmer;1;0;0;0;0;0;0
357;Barbero Victor;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
358;Augsburger Gaëtan;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0
359;Antonietti Benjamin;Genève-Servette HC;Stürmer;10;0;0;0;0;0;0
360;Altorfer Niki;ZSC Lions;Stürmer;2;0;0;0;0;0;0
