Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Gerber Lukas,Defender,Fribourg-Gottéron,ts/11,32,1.0,18.0,5.56,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ts/12,20,0.0,12.0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,HC Davos,es/08,44,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,0.0,0.0,,,,,,1
Gerber Lukas,Defender,HC Davos,ls/08,44,,,,,,,,,,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
Gerber Lukas,Defender,HC Davos,ry/08,44,,,,,4.0,4.0,0.09,50.0,4.0,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,HC Davos,ts/08,44,0.0,28.0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,EHC Biel,es/08,5,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,EHC Biel,ls/08,5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,EHC Biel,ry/08,5,,,,,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,EHC Biel,ts/08,5,0.0,3.0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,es/11,46,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,es/12,47,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,es/13,50,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,es/14,45,,,,,,,,,,,,,,,,,,,12.0,0.0,1.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,es/15,47,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ls/11,46,,,,,,,,,,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ls/12,47,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ls/13,50,,,,,,,,,,4.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ls/14,45,,,,,,,,,,3.0,2.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ls/15,47,,,,,,,,,,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ry/11,46,,,,,2.0,3.0,0.07,6.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ry/12,47,,,,,3.0,5.0,0.11,30.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ry/13,50,,,,,4.0,9.0,0.18,22.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ry/14,45,,,,,5.0,11.0,0.24,34.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ry/15,47,,,,,2.0,5.0,0.11,16.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ts/11,46,1.0,42.0,2.38,0.91,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ts/12,47,2.0,28.0,7.14,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,Genève-Servette HC,ts/13,50,5.0,40.0,12.5,0.8,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Roland,Forward,Genève-Servette HC,ts/14,45,6.0,45.0,13.33,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Roland,Forward,Genève-Servette HC,ts/15,47,3.0,31.0,9.68,0.66,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Roland,Forward,SC Bern,es/09,17,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,SC Bern,es/10,43,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Roland,Forward,SC Bern,ls/09,17,,,,,,,,,,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,SC Bern,ls/10,43,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Roland,Forward,SC Bern,ry/09,17,,,,,3.0,4.0,0.24,4.0,1.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,SC Bern,ry/10,43,,,,,1.0,2.0,0.05,8.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,SC Bern,ts/09,17,1.0,15.0,6.67,0.88,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Roland,Forward,SC Bern,ts/10,43,1.0,21.0,4.76,0.49,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Tom,Forward,SCL Tigers,es/12,5,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Tom,Forward,SCL Tigers,es/15,14,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Tom,Forward,SCL Tigers,ls/12,5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Tom,Forward,SCL Tigers,ls/15,14,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Tom,Forward,SCL Tigers,ry/12,5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gerber Tom,Forward,SCL Tigers,ry/15,14,,,,,0.0,1.0,0.07,6.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gerber Tom,Forward,SCL Tigers,ts/12,5,0.0,2.0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Tom,Forward,SCL Tigers,ts/15,14,1.0,10.0,10,0.71,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/08,47,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/09,45,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/10,45,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/11,50,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/12,40,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/13,32,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,es/14,34,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/08,47,,,,,,,,,,7.0,1.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/09,45,,,,,,,,,,2.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/10,45,,,,,,,,,,3.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/11,50,,,,,,,,,,5.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/12,40,,,,,,,,,,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/13,32,,,,,,,,,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ls/14,34,,,,,,,,,,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/08,47,,,,,8.0,12.0,0.26,22.0,-19.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/09,45,,,,,3.0,6.0,0.13,16.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/10,45,,,,,6.0,11.0,0.24,16.0,-13.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/11,50,,,,,7.0,11.0,0.22,10.0,-29.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/12,40,,,,,8.0,10.0,0.25,20.0,-8.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/13,32,,,,,2.0,2.0,0.06,12.0,-14.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ry/14,34,,,,,4.0,5.0,0.15,12.0,-15.0,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/08,47,4.0,76.0,5.26,1.62,,,,,,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/09,45,3.0,56.0,5.36,1.24,,,,,,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/10,45,5.0,51.0,9.80,1.13,,,,,,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/11,50,4.0,70.0,5.71,1.4,,,,,,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/12,40,2.0,75.0,2.67,1.88,,,,,,,,,,,,,,,,,,,,,,,,,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/13,32,0.0,51.0,0,1.59,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Geyer Cyrill,Defender,SC Rapperswil-Jona Lakers,ts/14,34,1.0,22.0,4.55,0.65,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gianinazzi Luca,Defender,HC Lugano,es/12,4,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gianinazzi Luca,Defender,HC Lugano,ls/12,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gianinazzi Luca,Defender,HC Lugano,ry/12,4,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gianinazzi Luca,Defender,HC Lugano,ts/12,4,0.0,2.0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1
Giannini Dylan,Defender,HC Ambri-Piotta,es/15,3,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Giannini Dylan,Defender,HC Ambri-Piotta,ls/15,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Giannini Dylan,Defender,HC Ambri-Piotta,ry/15,3,,,,,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Giannini Dylan,Defender,HC Ambri-Piotta,ts/15,3,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gianola Marc,Defender,HC Davos,es/08,47,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
Gianola Marc,Defender,HC Davos,es/09,3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gianola Marc,Defender,HC Davos,ls/08,47,,,,,,,,,,6.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,,,,,,,,,,,1
Gianola Marc,Defender,HC Davos,ls/09,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gianola Marc,Defender,HC Davos,ry/08,47,,,,,9.0,9.0,0.19,28.0,12.0,,,,,,,,,,,,,,,,,,,,1
Gianola Marc,Defender,HC Davos,ry/09,3,,,,,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,1
Gianola Marc,Defender,HC Davos,ts/08,47,0.0,43.0,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,1
Gianola Marc,Defender,HC Davos,ts/09,3,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Girard Felix,Forward,Genève-Servette HC,es/14,4,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Girard Felix,Forward,Genève-Servette HC,ls/14,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Girard Felix,Forward,Genève-Servette HC,ry/14,4,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Girard Felix,Forward,Genève-Servette HC,ts/14,4,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Girard Jérémy,Forward,Genève-Servette HC,es/10,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,es/11,2,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,ls/10,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,ls/11,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,ry/10,1,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,ry/11,2,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,ts/10,1,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Girard Jérémy,Forward,Genève-Servette HC,ts/11,2,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,es/13,46,,,,,,,,,,,,,,,,,,,17.0,0.0,1.0,1.0,0.0,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,es/14,49,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,es/15,48,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ls/13,46,,,,,,,,,,10.0,8.0,4.0,13.0,8.0,7.0,10.0,0.0,0.0,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ls/14,49,,,,,,,,,,10.0,3.0,5.0,17.0,6.0,9.0,7.0,1.0,0.0,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ls/15,48,,,,,,,,,,11.0,8.0,4.0,16.0,10.0,1.0,9.0,0.0,0.0,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ry/13,46,,,,,18.0,38.0,0.83,64.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ry/14,49,,,,,13.0,40.0,0.82,28.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ry/15,48,,,,,19.0,36.0,0.75,28.0,4.0,,,,,,,,,,,,,,,,,,,,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ts/13,46,20.0,119.0,16.81,2.59,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,25,0.0,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ts/14,49,27.0,161.0,16.77,3.29,,,,,,,,,,,,,,,,,,,,12.0,6.0,6.0,50,2.0,1
Giroux Alexandre,Forward,HC Ambri-Piotta,ts/15,48,17.0,156.0,10.90,3.25,,,,,,,,,,,,,,,,,,,,7.0,2.0,5.0,28.57,1.0,1
Giroux Alexandre,Forward,Kloten Flyers,es/12,4,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,,,,,1
Giroux Alexandre,Forward,Kloten Flyers,ls/12,4,,,,,,,,,,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1
Giroux Alexandre,Forward,Kloten Flyers,ry/12,4,,,,,2.0,5.0,1.25,25.0,3.0,,,,,,,,,,,,,,,,,,,,1
Giroux Alexandre,Forward,Kloten Flyers,ts/12,4,3.0,15.0,20,3.75,,,,,,,,,,,,,,,,,,,,,,,,,1
Giroux Ray,Defender,HC Ambri-Piotta,es/12,4,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Giroux Ray,Defender,HC Ambri-Piotta,ls/12,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Giroux Ray,Defender,HC Ambri-Piotta,ry/12,4,,,,,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Giroux Ray,Defender,HC Ambri-Piotta,ts/12,4,0.0,7.0,0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,1
Glauser Andrea,Defender,Fribourg-Gottéron,es/15,14,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Glauser Andrea,Defender,Fribourg-Gottéron,ls/15,14,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Glauser Andrea,Defender,Fribourg-Gottéron,ry/15,14,,,,,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Glauser Andrea,Defender,Fribourg-Gottéron,ts/15,14,0.0,3.0,0,0.21,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gloor Kevin,Defender,EHC Biel,es/09,49,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,EHC Biel,es/10,49,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,EHC Biel,es/11,15,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,EHC Biel,es/12,38,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,EHC Biel,es/13,29,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,EHC Biel,es/14,22,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,EHC Biel,ls/09,49,,,,,,,,,,4.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ls/10,49,,,,,,,,,,10.0,6.0,0.0,6.0,13.0,0.0,2.0,0.0,1.0,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ls/11,15,,,,,,,,,,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ls/12,38,,,,,,,,,,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ls/13,29,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ls/14,22,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ry/09,49,,,,,5.0,9.0,0.18,10.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ry/10,49,,,,,16.0,22.0,0.45,10.0,5.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ry/11,15,,,,,2.0,3.0,0.2,2.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ry/12,38,,,,,2.0,3.0,0.08,4.0,3.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ry/13,29,,,,,1.0,1.0,0.03,10.0,-6.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ry/14,22,,,,,1.0,1.0,0.05,2.0,-6.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ts/09,49,4.0,46.0,8.70,0.94,,,,,,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ts/10,49,6.0,46.0,13.04,0.94,,,,,,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ts/11,15,1.0,9.0,11.11,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ts/12,38,1.0,26.0,3.85,0.68,,,,,,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,EHC Biel,ts/13,29,0.0,27.0,0,0.93,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gloor Kevin,Defender,EHC Biel,ts/14,22,0.0,9.0,0,0.41,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gloor Kevin,Defender,ZSC Lions,es/08,46,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Gloor Kevin,Defender,ZSC Lions,ls/08,46,,,,,,,,,,3.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Gloor Kevin,Defender,ZSC Lions,ry/08,46,,,,,5.0,7.0,0.15,4.0,-6.0,,,,,,,,,,,,,,,,,,,,1
Gloor Kevin,Defender,ZSC Lions,ts/08,46,2.0,24.0,8.33,0.52,,,,,,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,es/10,50,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,es/11,47,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,es/12,50,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,es/13,50,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ls/10,50,,,,,,,,,,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ls/11,47,,,,,,,,,,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ls/12,50,,,,,,,,,,4.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ls/13,50,,,,,,,,,,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ry/10,50,,,,,5.0,6.0,0.12,24.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ry/11,47,,,,,3.0,6.0,0.13,12.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ry/12,50,,,,,7.0,8.0,0.16,10.0,-17.0,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ry/13,50,,,,,5.0,5.0,0.1,14.0,-11.0,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ts/10,50,1.0,30.0,3.33,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ts/11,47,3.0,27.0,11.11,0.57,,,,,,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ts/12,50,1.0,43.0,2.33,0.86,,,,,,,,,,,,,,,,,,,,,,,,,1
Gmür Sandro,Defender,SC Rapperswil-Jona Lakers,ts/13,50,0.0,29.0,0,0.58,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gmür Sandro,Defender,SCL Tigers,es/08,50,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Gmür Sandro,Defender,SCL Tigers,es/09,50,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Gmür Sandro,Defender,SCL Tigers,ls/08,50,,,,,,,,,,3.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Gmür Sandro,Defender,SCL Tigers,ls/09,50,,,,,,,,,,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gmür Sandro,Defender,SCL Tigers,ry/08,50,,,,,5.0,7.0,0.14,20.0,-3.0,,,,,,,,,,,,,,,,,,,,1
