Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Loeffel Romain,Defender,Fribourg-Gottéron,ts/12,34,3.0,85.0,3.53,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,es/13,46,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,es/14,43,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,es/15,50,,,,,,,,,,,,,,,,,,,11.0,0.0,1.0,1.0,0.0,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ls/13,46,,,,,,,,,,1.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ls/14,43,,,,,,,,,,5.0,16.0,2.0,3.0,14.0,5.0,7.0,0.0,0.0,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ls/15,50,,,,,,,,,,12.0,15.0,0.0,6.0,11.0,0.0,16.0,0.0,0.0,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ry/13,46,,,,,5.0,7.0,0.15,22.0,2.0,,,,,,,,,,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ry/14,43,,,,,21.0,29.0,0.67,22.0,-6.0,,,,,,,,,,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ry/15,50,,,,,27.0,33.0,0.66,52.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,ts/13,46,2.0,71.0,2.82,1.54,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Loeffel Romain,Defender,Genève-Servette HC,ts/14,43,8.0,120.0,6.67,2.79,,,,,,,,,,,,,,,,,,,,6.0,3.0,3.0,50,2.0,1
Loeffel Romain,Defender,Genève-Servette HC,ts/15,50,6.0,119.0,5.04,2.38,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,50,0.0,1
Loichat Michaël,Forward,EV Zug,es/09,30,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Loichat Michaël,Forward,EV Zug,ls/09,30,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Loichat Michaël,Forward,EV Zug,ry/09,30,,,,,1.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,EV Zug,ts/09,30,0.0,7.0,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,Fribourg-Gottéron,es/15,4,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Loichat Michaël,Forward,Fribourg-Gottéron,ls/15,4,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Loichat Michaël,Forward,Fribourg-Gottéron,ry/15,4,,,,,1.0,1.0,0.25,2.0,1.0,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,Fribourg-Gottéron,ts/15,4,0.0,1.0,0,0.25,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Loichat Michaël,Forward,SC Bern,es/12,5,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Loichat Michaël,Forward,SC Bern,es/13,40,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Loichat Michaël,Forward,SC Bern,es/14,46,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Loichat Michaël,Forward,SC Bern,ls/12,5,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ls/13,40,,,,,,,,,,3.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ls/14,46,,,,,,,,,,1.0,3.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ry/12,5,,,,,1.0,1.0,0.2,0.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ry/13,40,,,,,4.0,7.0,0.18,20.0,0.0,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ry/14,46,,,,,4.0,10.0,0.22,12.0,2.0,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ts/12,5,0.0,4.0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,1
Loichat Michaël,Forward,SC Bern,ts/13,40,3.0,44.0,6.82,1.1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Loichat Michaël,Forward,SC Bern,ts/14,46,6.0,42.0,14.29,0.91,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lombardi Matthew,Forward,Genève-Servette HC,es/13,46,,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,0.0,1.0,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,es/14,19,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,es/15,34,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ls/13,46,,,,,,,,,,12.0,18.0,2.0,11.0,17.0,6.0,12.0,3.0,1.0,,,,,,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ls/14,19,,,,,,,,,,7.0,4.0,0.0,5.0,7.0,0.0,3.0,1.0,1.0,,,,,,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ls/15,34,,,,,,,,,,5.0,6.0,1.0,3.0,6.0,3.0,4.0,0.0,1.0,,,,,,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ry/13,46,,,,,30.0,50.0,1.09,54.0,17.0,,,,,,,,,,,,,,,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ry/14,19,,,,,11.0,17.0,0.89,8.0,4.0,,,,,,,,,,,,,,,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ry/15,34,,,,,11.0,17.0,0.5,14.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Lombardi Matthew,Forward,Genève-Servette HC,ts/13,46,20.0,134.0,14.93,2.91,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0,0.0,1
Lombardi Matthew,Forward,Genève-Servette HC,ts/14,19,6.0,49.0,12.24,2.58,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0,0.0,1
Lombardi Matthew,Forward,Genève-Servette HC,ts/15,34,6.0,81.0,7.41,2.38,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lorenz Yves-Lucca,Forward,SC Bern,es/09,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,es/10,1,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,ls/09,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,ls/10,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,ry/09,1,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,ry/10,1,,,,,0.0,0.0,0.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,ts/09,1,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,ts/10,1,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,es/14,46,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,1.0,0.0,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,es/15,43,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,ls/14,46,,,,,,,,,,10.0,5.0,1.0,8.0,12.0,5.0,3.0,1.0,0.0,,,,,,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,ls/15,43,,,,,,,,,,7.0,9.0,0.0,10.0,9.0,2.0,7.0,0.0,0.0,,,,,,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,ry/14,46,,,,,15.0,29.0,0.63,37.0,8.0,,,,,,,,,,,,,,,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,ry/15,43,,,,,16.0,28.0,0.65,18.0,1.0,,,,,,,,,,,,,,,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,ts/14,46,14.0,143.0,9.79,3.11,,,,,,,,,,,,,,,,,,,,6.0,2.0,4.0,33.33,1.0,1
Louhivaara Ossi,Forward,Lausanne HC,ts/15,43,12.0,118.0,10.17,2.74,,,,,,,,,,,,,,,,,,,,5.0,1.0,4.0,20,0.0,1
Lundberg Emil,Forward,Kloten Flyers,es/12,33,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Lundberg Emil,Forward,Kloten Flyers,ls/12,33,,,,,,,,,,2.0,2.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,1
Lundberg Emil,Forward,Kloten Flyers,ry/12,33,,,,,4.0,10.0,0.3,14.0,5.0,,,,,,,,,,,,,,,,,,,,1
Lundberg Emil,Forward,Kloten Flyers,ts/12,33,6.0,69.0,8.70,2.09,,,,,,,,,,,,,,,,,,,,,,,,,1
Luomala Marko,Forward,Kloten Flyers,es/10,10,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Luomala Marko,Forward,Kloten Flyers,ls/10,10,,,,,,,,,,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Luomala Marko,Forward,Kloten Flyers,ry/10,10,,,,,1.0,4.0,0.4,2.0,1.0,,,,,,,,,,,,,,,,,,,,1
Luomala Marko,Forward,Kloten Flyers,ts/10,10,3.0,21.0,14.29,2.1,,,,,,,,,,,,,,,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,es/09,50,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Lötscher Kevin,Defender,EHC Biel,es/10,48,,,,,,,,,,,,,,,,,,,6.0,0.0,1.0,0.0,0.0,,,,,,1
Lötscher Kevin,Defender,EHC Biel,es/13,3,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ls/09,50,,,,,,,,,,10.0,5.0,0.0,6.0,13.0,1.0,1.0,0.0,1.0,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ls/10,48,,,,,,,,,,8.0,8.0,3.0,9.0,11.0,5.0,5.0,0.0,0.0,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ls/13,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ry/09,50,,,,,15.0,22.0,0.44,8.0,-16.0,,,,,,,,,,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ry/10,48,,,,,16.0,30.0,0.62,22.0,-12.0,,,,,,,,,,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ry/13,3,,,,,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ts/09,50,7.0,72.0,9.72,1.44,,,,,,,,,,,,,,,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ts/10,48,14.0,112.0,12.5,2.33,,,,,,,,,,,,,,,,,,,,,,,,,1
Lötscher Kevin,Defender,EHC Biel,ts/13,3,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüssy Silvan,Forward,Fribourg-Gottéron,es/10,35,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,es/11,45,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,ls/10,35,,,,,,,,,,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,ls/11,45,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,ry/10,35,,,,,3.0,4.0,0.11,0.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,ry/11,45,,,,,1.0,1.0,0.02,6.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,ts/10,35,1.0,13.0,7.69,0.37,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,ts/11,45,0.0,32.0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüssy Silvan,Forward,HC Davos,es/09,8,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Lüssy Silvan,Forward,HC Davos,ls/09,8,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüssy Silvan,Forward,HC Davos,ry/09,8,,,,,1.0,2.0,0.25,4.0,2.0,,,,,,,,,,,,,,,,,,,,1
Lüssy Silvan,Forward,HC Davos,ts/09,8,1.0,6.0,16.67,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EHC Biel,es/15,43,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,EHC Biel,ls/15,43,,,,,,,,,,5.0,3.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,EHC Biel,ry/15,43,,,,,8.0,12.0,0.28,12.0,-6.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EHC Biel,ts/15,43,4.0,79.0,5.06,1.84,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,66.67,0.0,1
Lüthi Fabian,Forward,EV Zug,es/08,26,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,EV Zug,es/09,49,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,EV Zug,es/10,26,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,EV Zug,es/11,45,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,EV Zug,es/12,46,,,,,,,,,,,,,,,,,,,4.0,1.0,0.0,1.0,0.0,,,,,,1
Lüthi Fabian,Forward,EV Zug,ls/08,26,,,,,,,,,,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ls/09,49,,,,,,,,,,4.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ls/10,26,,,,,,,,,,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ls/11,45,,,,,,,,,,6.0,6.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ls/12,46,,,,,,,,,,4.0,4.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ry/08,26,,,,,2.0,3.0,0.12,0.0,1.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ry/09,49,,,,,7.0,8.0,0.16,12.0,0.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ry/10,26,,,,,3.0,7.0,0.27,0.0,7.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ry/11,45,,,,,12.0,17.0,0.38,10.0,8.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ry/12,46,,,,,8.0,10.0,0.22,33.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ts/08,26,1.0,11.0,9.09,0.42,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ts/09,49,1.0,54.0,1.85,1.1,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ts/10,26,4.0,19.0,21.05,0.73,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ts/11,45,5.0,65.0,7.69,1.44,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,EV Zug,ts/12,46,2.0,50.0,4,1.09,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,es/13,31,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,es/14,34,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,ls/13,31,,,,,,,,,,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,ls/14,34,,,,,,,,,,1.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,ry/13,31,,,,,2.0,3.0,0.1,2.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,ry/14,34,,,,,4.0,6.0,0.18,6.0,4.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,ts/13,31,1.0,29.0,3.45,0.94,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Fabian,Forward,HC Ambri-Piotta,ts/14,34,2.0,28.0,7.14,0.82,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,EV Zug,es/13,46,,,,,,,,,,,,,,,,,,,11.0,0.0,1.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,EV Zug,es/14,33,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,EV Zug,es/15,11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,EV Zug,ls/13,46,,,,,,,,,,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,EV Zug,ls/14,33,,,,,,,,,,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,EV Zug,ls/15,11,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,EV Zug,ry/13,46,,,,,1.0,3.0,0.07,32.0,2.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,EV Zug,ry/14,33,,,,,2.0,3.0,0.09,14.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,EV Zug,ry/15,11,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,EV Zug,ts/13,46,2.0,42.0,4.76,0.91,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,EV Zug,ts/14,33,1.0,30.0,3.33,0.91,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,EV Zug,ts/15,11,0.0,4.0,0,0.36,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,SCL Tigers,es/09,47,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,es/10,49,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,es/11,22,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,es/12,50,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ls/09,47,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ls/10,49,,,,,,,,,,4.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ls/11,22,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ls/12,50,,,,,,,,,,4.0,6.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ry/09,47,,,,,1.0,1.0,0.02,16.0,-13.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ry/10,49,,,,,6.0,9.0,0.18,12.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ry/11,22,,,,,0.0,3.0,0.14,24.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ry/12,50,,,,,10.0,12.0,0.24,20.0,-11.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ts/09,47,0.0,17.0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ts/10,49,3.0,49.0,6.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ts/11,22,3.0,35.0,8.57,1.59,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Simon,Defender,SCL Tigers,ts/12,50,2.0,68.0,2.94,1.36,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,es/13,36,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,es/14,14,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,ls/13,36,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,ls/14,14,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,ry/13,36,,,,,3.0,4.0,0.11,14.0,-19.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,ry/14,14,,,,,0.0,1.0,0.07,10.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,ts/13,36,1.0,31.0,3.23,0.86,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,ts/14,14,1.0,3.0,33.33,0.21,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Lüthi Valentin,Defender,SCL Tigers,es/11,6,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,es/12,6,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,ls/11,6,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,ls/12,6,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,ry/11,6,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,ry/12,6,,,,,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,ts/11,6,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,ts/12,6,0.0,5.0,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,es/12,7,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,es/13,40,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,ls/12,7,,,,,,,,,,0.0,3.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,,,,,,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,ls/13,40,,,,,,,,,,2.0,6.0,2.0,6.0,7.0,3.0,1.0,2.0,0.0,,,,,,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,ry/12,7,,,,,3.0,10.0,1.43,2.0,1.0,,,,,,,,,,,,,,,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,ry/13,40,,,,,8.0,19.0,0.48,28.0,1.0,,,,,,,,,,,,,,,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,ts/12,7,7.0,26.0,26.92,3.71,,,,,,,,,,,,,,,,,,,,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,ts/13,40,11.0,158.0,6.96,3.95,,,,,,,,,,,,,,,,,,,,6.0,3.0,3.0,50,1.0,1
Macenauer Maxime,Forward,EHC Biel,es/15,36,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,0.0,,,,,,1
