R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
58;Romy Kevin;HC Lugano;Stürmer;6;1;14;7.14;2.33
59;Reuille Sebastien;HC Lugano;Stürmer;6;3;14;21.43;2.33
60;McCarthy Steve;ZSC Lions;Verteidiger;15;1;14;7.14;0.93
61;Down Blaine;ZSC Lions;Stürmer;8;1;14;7.14;1.75
62;Blindenbacher Severin;ZSC Lions;Verteidiger;15;0;14;0;0.93
63;Lüthi Fabian;EV Zug;Stürmer;9;0;13;0;1.44
64;Bürgler Dario;HC Davos;Stürmer;4;0;13;0;3.25
65;Beaudoin Eric;EHC Biel;Stürmer;5;3;13;23.08;2.60
66;Baltisberger Chris;ZSC Lions;Stürmer;15;0;13;0;0.87
67;Vauclair Tristan;Fribourg-Gottéron;Stürmer;11;2;12;16.67;1.09
68;Vauclair Julien;HC Lugano;Verteidiger;6;1;12;8.33;2.00
69;Stancescu Victor;Kloten Flyers;Stürmer;5;3;12;25;2.40
70;Birbaum Alain;Fribourg-Gottéron;Verteidiger;11;1;12;8.33;1.09
71;Bednar Jaroslav;HC Lugano;Stürmer;6;1;12;8.33;2.00
72;Tschantré Mathieu;EHC Biel;Stürmer;5;0;11;0;2.20
73;Sykora Petr;HC Davos;Stürmer;4;0;11;0;2.75
74;Sejna Peter;HC Davos;Stürmer;4;0;11;0;2.75
75;Ngoy Michael;Fribourg-Gottéron;Verteidiger;11;1;11;9.09;1.00
76;Murray Brady;HC Lugano;Stürmer;6;3;11;27.27;1.83
77;Mieville Alain;EHC Biel;Stürmer;5;1;11;9.09;2.20
78;Lindemann Sven;EV Zug;Stürmer;9;1;11;9.09;1.22
79;Lammer Dominic;EV Zug;Stürmer;7;0;11;0;1.57
80;Jenni Marcel;Kloten Flyers;Stürmer;5;1;11;9.09;2.20
81;Barinka Michal;Fribourg-Gottéron;Verteidiger;9;0;11;0;1.22
82;Santala Tommi;Kloten Flyers;Stürmer;5;1;10;10;2.00
83;Hänni Andreas;SC Bern;Verteidiger;17;0;10;0;0.59
84;Geering Patrick;ZSC Lions;Verteidiger;15;0;10;0;0.67
85;Blum Eric-Ray;Kloten Flyers;Verteidiger;5;0;10;0;2.00
86;Westcott Duvie;Kloten Flyers;Verteidiger;5;0;9;0;1.80
87;Steinmann Janick;HC Davos;Stürmer;4;0;9;0;2.25
88;Steiner Daniel;HC Lugano;Stürmer;6;1;9;11.11;1.50
89;McLean Brett;HC Lugano;Stürmer;6;0;9;0;1.50
90;Wieser Dino;HC Davos;Stürmer;4;0;8;0;2.00
91;Wick Roman;Kloten Flyers;Stürmer;5;1;8;12.5;1.60
92;Sutter Fabian;EV Zug;Stürmer;9;2;8;25;0.89
93;Oppliger Patrick;EV Zug;Stürmer;9;1;8;12.5;0.89
94;Nummelin Petteri;HC Lugano;Verteidiger;6;0;8;0;1.33
95;Kamber Oliver;HC Lugano;Stürmer;6;1;8;12.5;1.33
96;Grieder Marc;EHC Biel;Verteidiger;5;0;8;0;1.60
97;Blaser Yannick;EV Zug;Verteidiger;9;0;8;0;0.89
98;Afanasenkov Dmitry;Fribourg-Gottéron;Stürmer;3;1;8;12.5;2.67
99;Von Arx Reto;HC Davos;Stürmer;2;1;7;14.29;3.50
100;Ulmer Stefan;HC Lugano;Verteidiger;6;1;7;14.29;1.17
101;Taticek Petr;HC Davos;Stürmer;4;0;7;0;1.75
102;Lüssy Silvan;Fribourg-Gottéron;Stürmer;4;0;7;0;1.75
103;Jinman Lee;HC Davos;Stürmer;1;0;7;0;7.00
104;Hirschi Steve;HC Lugano;Verteidiger;2;0;7;0;3.50
105;Hendry Jordan;HC Lugano;Verteidiger;5;0;7;0;1.40
106;Camichel Corsin;HC Davos;Stürmer;4;0;7;0;1.75
107;Wetzel Philipp;EHC Biel;Stürmer;5;2;6;33.33;1.20
108;Truttmann Marco;EHC Biel;Stürmer;5;0;6;0;1.20
109;Pirnes Esa;EV Zug;Stürmer;3;0;6;0;2.00
110;Marha Josef;HC Davos;Stürmer;3;0;6;0;2.00
111;Jacquemet Arnaud;Kloten Flyers;Stürmer;5;0;6;0;1.20
112;Gossweiler Manuel;EHC Biel;Verteidiger;5;0;6;0;1.20
113;Bieber Matthias;Kloten Flyers;Stürmer;5;0;6;0;1.20
114;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;9;0;6;0;0.67
115;Wieser Marc;EHC Biel;Stürmer;3;0;5;0;1.67
116;Walser Samuel;Kloten Flyers;Stürmer;5;0;5;0;1.00
117;Sieber Lukas;HC Davos;Stürmer;4;1;5;20;1.25
118;Schnyder Daniel;ZSC Lions;Verteidiger;15;0;5;0;0.33
119;Roche Travis;SC Bern;Verteidiger;3;0;5;0;1.67
120;Preissing Tom;EHC Biel;Verteidiger;2;1;5;20;2.50
121;Nordgren Niklas;Kloten Flyers;Stürmer;3;1;5;20;1.67
122;Marti Christian;Kloten Flyers;Verteidiger;5;0;5;0;1.00
123;Liniger Michael;Kloten Flyers;Stürmer;5;2;5;40;1.00
124;Kparghai Clarence;EHC Biel;Verteidiger;3;0;5;0;1.67
125;Gloor Kevin;EHC Biel;Verteidiger;5;0;5;0;1.00
126;Conne Flavien;HC Lugano;Stürmer;6;0;5;0;0.83
127;Cadieux Jan;Fribourg-Gottéron;Stürmer;11;0;5;0;0.45
128;Zigerli Manuel;EHC Biel;Stürmer;5;0;4;0;0.80
129;Sannitz Raffaele;HC Lugano;Stürmer;6;0;4;0;0.67
130;Rintanen Kimmo;HC Lugano;Stürmer;1;1;4;25;4.00
131;Ramholt Tim;HC Davos;Verteidiger;4;0;4;0;1.00
132;Hollenstein Denis;Kloten Flyers;Stürmer;5;0;4;0;0.80
133;Hoehener Martin;SC Bern;Verteidiger;17;0;4;0;0.24
134;Haas Gaëtan;EHC Biel;Stürmer;5;0;4;0;0.80
135;Forster Beat;HC Davos;Verteidiger;4;0;4;0;1.00
136;Fischer Patrick;EV Zug;Verteidiger;5;1;4;25;0.80
137;Collenberg Franco;Fribourg-Gottéron;Verteidiger;11;0;4;0;0.36
138;Chabada Martin;EHC Biel;Stürmer;3;0;4;0;1.33
139;Brügger Sandro;Fribourg-Gottéron;Stürmer;9;0;4;0;0.44
140;Blatter Florian;HC Lugano;Verteidiger;6;0;4;0;0.67
141;Vigier Jean-Pierre;SC Bern;Stürmer;3;0;3;0;1.00
142;Stoop Lukas;HC Davos;Verteidiger;4;0;3;0;0.75
143;Rizzi Sandro;HC Davos;Verteidiger;4;0;3;0;0.75
144;Profico Leandro;HC Lugano;Verteidiger;6;2;3;66.67;0.50
145;Jörg Mauro;HC Lugano;Stürmer;6;0;3;0;0.50
146;Gobbi John;ZSC Lions;Verteidiger;15;0;3;0;0.20
147;Back Rene;HC Davos;Verteidiger;4;1;3;33.33;0.75
148;Winkler Benjamin;Kloten Flyers;Verteidiger;5;0;2;0;0.40
149;Von Arx Jan;HC Davos;Verteidiger;4;0;2;0;0.50
150;Untersander Ramon;HC Davos;Verteidiger;4;1;2;50;0.50
151;Steinegger Martin;EHC Biel;Verteidiger;5;0;2;0;0.40
152;Schlumpf Dominik;HC Lugano;Verteidiger;6;0;2;0;0.33
153;Nodari Matteo;HC Lugano;Verteidiger;4;0;2;0;0.50
154;Kuonen Raphael;HC Davos;Stürmer;2;0;2;0;1.00
155;Kienzle Lorenz;HC Lugano;Verteidiger;5;0;2;0;0.40
156;Huguenin Anthony;EHC Biel;Verteidiger;5;0;2;0;0.40
157;Grossmann Robin;HC Davos;Verteidiger;4;0;2;0;0.50
158;Furrer Andreas;EV Zug;Verteidiger;9;0;2;0;0.22
159;Erni Samuel;EV Zug;Verteidiger;7;0;2;0;0.29
160;Stoffel Andri;ZSC Lions;Verteidiger;15;0;1;0;0.07
161;Sciaroni Gregory;HC Davos;Stürmer;2;0;1;0;0.50
162;Schelling Philippe;Kloten Flyers;Verteidiger;5;0;1;0;0.20
163;Rossi Matthias;EV Zug;Stürmer;9;0;1;0;0.11
164;Peter Emanuel;EHC Biel;Stürmer;5;0;1;0;0.20
165;Nylander Michael;Kloten Flyers;Stürmer;2;0;1;0;0.50
166;Herren Yannick;Kloten Flyers;Stürmer;5;0;1;0;0.20
167;Guerra Samuel;HC Davos;Verteidiger;4;0;1;0;0.25
168;Gerber Lukas;Fribourg-Gottéron;Verteidiger;11;0;1;0;0.09
169;Camichel Duri;EV Zug;Stürmer;2;0;1;0;0.50
170;Botter Cédric;Fribourg-Gottéron;Stürmer;4;0;1;0;0.25
171;Bodenmann Simon;Kloten Flyers;Stürmer;5;0;1;0;0.20
172;Altorfer Niki;EHC Biel;Stürmer;2;0;1;0;0.50
173;Zubler Patrick;EV Zug;Verteidiger;5;0;0;-;0.00
174;Ziegler Thomas;ZSC Lions;Stürmer;6;0;0;-;0.00
175;Sutter Sebastian;Kloten Flyers;Stürmer;4;0;0;-;0.00
176;Simion Dario;HC Lugano;Stürmer;1;0;0;-;0.00
177;Schommer Patrick;ZSC Lions;Stürmer;9;0;0;-;0.00
178;Schneuwly Cédric;EV Zug;Stürmer;4;0;0;-;0.00
179;Rouiller Anthony;EHC Biel;Verteidiger;2;0;0;-;0.00
180;Morant Johan;SC Bern;Verteidiger;3;0;0;-;0.00
181;Mondou Benoit;Fribourg-Gottéron;Stürmer;2;0;0;-;0.00
182;Mayolani Fabrizio;HC Davos;Stürmer;1;0;0;-;0.00
183;Lauper Adrien;EHC Biel;Stürmer;1;0;0;-;0.00
184;Kellenberger Steve;Kloten Flyers;Stürmer;1;0;0;-;0.00
185;Holinger Fadri;HC Davos;Stürmer;1;0;0;-;0.00
186;Fey Kevin;EHC Biel;Verteidiger;4;0;0;-;0.00
187;Brunner Adrian;SC Bern;Stürmer;3;0;0;-;0.00
188;Baltisberger Phil;ZSC Lions;Verteidiger;1;0;0;-;0.00
