R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
40;Sannitz Raffaele;HC Lugano;Stürmer;7;4;21;19.05;3.00
41;Meunier Laurent;Fribourg-Gottéron;Stürmer;8;1;21;4.76;2.62
42;Liniger Michael;Kloten Flyers;Stürmer;15;6;21;28.57;1.40
43;Jeannin Sandy;Fribourg-Gottéron;Stürmer;11;1;21;4.76;1.91
44;Brunner Damien;EV Zug;Stürmer;10;3;21;14.29;2.10
45;Grossmann Robin;HC Davos;Verteidiger;21;1;20;5;0.95
46;Gelinas Martin;SC Bern;Stürmer;6;2;20;10;3.33
47;Diaz Raphael;EV Zug;Verteidiger;10;1;20;5;2.00
48;Knoepfli Michael;Fribourg-Gottéron;Stürmer;11;0;19;0;1.73
49;Casutt Corsin;EV Zug;Stürmer;10;3;19;15.79;1.90
50;Camichel Corsin;EV Zug;Stürmer;10;4;19;21.05;1.90
51;Vauclair Julien;HC Lugano;Verteidiger;7;1;18;5.56;2.57
52;Rytz Philippe;SC Bern;Verteidiger;6;1;18;5.56;3.00
53;Gobbi John;Genève-Servette HC;Verteidiger;4;0;18;0;4.50
54;Josi Roman;SC Bern;Verteidiger;6;0;17;0;2.83
55;Näser Andy;HC Lugano;Stürmer;7;0;16;0;2.29
56;Jobin David;SC Bern;Verteidiger;6;1;16;6.25;2.67
57;Montandon Gil;Fribourg-Gottéron;Stürmer;11;1;15;6.67;1.36
58;Kolnik Juraj;Genève-Servette HC;Stürmer;3;0;15;0;5.00
59;Salmelainen Tony;Genève-Servette HC;Stürmer;4;1;14;7.14;3.50
60;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;9;0;14;0;1.56
61;Fischer Patrick;EV Zug;Stürmer;10;0;14;0;1.40
62;Bezina Goran;Genève-Servette HC;Verteidiger;4;1;14;7.14;3.50
63;Walser Thomas;Kloten Flyers;Stürmer;15;1;13;7.69;0.87
64;Rothen Frederic;Kloten Flyers;Stürmer;7;1;13;7.69;1.86
65;Kellenberger Steve;Kloten Flyers;Stürmer;15;1;13;7.69;0.87
66;Conne Flavien;HC Lugano;Stürmer;7;2;13;15.38;1.86
67;Bärtschi Patrik;SC Bern;Stürmer;5;0;13;0;2.60
68;Ziegler Thomas;SC Bern;Stürmer;6;1;12;8.33;2.00
69;Schnyder Fabian;EV Zug;Stürmer;10;0;12;0;1.20
70;Romy Kevin;HC Lugano;Stürmer;5;0;12;0;2.40
71;Monnet Thibaut;ZSC Lions;Stürmer;4;1;12;8.33;3.00
72;Gianola Marc;HC Davos;Verteidiger;21;0;12;0;0.57
73;Gardner Ryan;ZSC Lions;Stürmer;4;1;12;8.33;3.00
74;Blatter Florian;HC Davos;Verteidiger;21;1;12;8.33;0.57
75;Vauclair Geoffrey;Fribourg-Gottéron;Stürmer;9;2;11;18.18;1.22
76;Seydoux Philippe;Fribourg-Gottéron;Verteidiger;11;1;11;9.09;1.00
77;Ngoy Michael;Fribourg-Gottéron;Verteidiger;9;0;11;0;1.22
78;Harrison Jay;EV Zug;Verteidiger;7;1;11;9.09;1.57
79;Gerber Lukas;HC Davos;Verteidiger;20;0;11;0;0.55
80;Furrer Philippe;SC Bern;Verteidiger;6;0;11;0;1.83
81;Furrer Andreas;HC Davos;Verteidiger;21;0;11;0;0.52
82;Wirz Valentin;Fribourg-Gottéron;Stürmer;11;2;10;20;0.91
83;Sejna Peter;ZSC Lions;Stürmer;3;0;10;0;3.33
84;Mowers Mark;Fribourg-Gottéron;Stürmer;5;2;10;20;2.00
85;Leblanc Robin;HC Davos;Stürmer;14;2;10;20;0.71
86;Dubé Christian;SC Bern;Stürmer;6;3;10;30;1.67
87;Deruns Thomas;Genève-Servette HC;Stürmer;4;2;10;20;2.50
88;Camichel Duri;EV Zug;Stürmer;10;0;10;0;1.00
89;Back Rene;EV Zug;Verteidiger;10;1;10;10;1.00
90;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;11;1;10;10;0.91
91;Reichert Marc;SC Bern;Stürmer;6;0;9;0;1.50
92;Gerber Beat;SC Bern;Verteidiger;6;0;9;0;1.50
93;Fransson Johan;HC Lugano;Verteidiger;4;2;9;22.22;2.25
94;Roche Travis;SC Bern;Verteidiger;4;0;8;0;2.00
95;Lemm Romano;HC Lugano;Stürmer;7;0;8;0;1.14
96;Lauper Adrien;Fribourg-Gottéron;Stürmer;11;1;8;12.5;0.73
97;Hirschi Steve;HC Lugano;Verteidiger;6;0;8;0;1.33
98;Carney Keith;SC Bern;Verteidiger;6;0;8;0;1.33
99;Pittis Domenico;ZSC Lions;Stürmer;4;1;7;14.29;1.75
100;Meier Trevor;SC Bern;Stürmer;6;0;7;0;1.17
101;Wieser Marc;HC Davos;Stürmer;16;1;6;16.67;0.38
102;Vauclair Tristan;HC Lugano;Stürmer;5;1;6;16.67;1.20
103;Trachsler Morris;Genève-Servette HC;Stürmer;4;0;6;0;1.50
104;Steinmann Janick;EV Zug;Stürmer;9;0;6;0;0.67
105;Schulthess Marc;Kloten Flyers;Verteidiger;14;0;6;0;0.43
106;Schrepfer Rolf;Kloten Flyers;Stürmer;9;0;6;0;0.67
107;Rubin Daniel;Genève-Servette HC;Stürmer;4;0;6;0;1.50
108;Oppliger Patrick;EV Zug;Stürmer;10;0;6;0;0.60
109;Maurer Marco;EV Zug;Verteidiger;10;1;6;16.67;0.60
110;Isbister Brad;EV Zug;Stürmer;3;1;6;16.67;2.00
111;Gamache Simon;SC Bern;Stürmer;4;0;6;0;1.50
112;Chouinard Marc;Fribourg-Gottéron;Stürmer;3;1;6;16.67;2.00
113;Bordeleau Sébastien;SC Bern;Stürmer;3;0;6;0;2.00
114;Blindenbacher Severin;ZSC Lions;Verteidiger;4;0;6;0;1.50
115;Alston Jan;ZSC Lions;Stürmer;4;0;6;0;1.50
116;Winkler Benjamin;Kloten Flyers;Verteidiger;14;1;5;20;0.36
117;Von Arx Jan;HC Davos;Verteidiger;20;1;5;20;0.25
118;Trudel Jean-Guy;ZSC Lions;Stürmer;3;0;5;0;1.67
119;Ritchie Byron;Genève-Servette HC;Stürmer;3;0;5;0;1.67
120;Meier Daniel;SC Bern;Stürmer;6;1;5;20;0.83
121;Jörg Mauro;HC Lugano;Stürmer;7;0;5;0;0.71
122;Conz Florian;Genève-Servette HC;Stürmer;4;0;5;0;1.25
123;Aubin Serge;Genève-Servette HC;Stürmer;4;0;5;0;1.25
124;Suchy Radoslav;ZSC Lions;Verteidiger;4;1;4;25;1.00
125;Savary Paul;Genève-Servette HC;Stürmer;4;1;4;25;1.00
126;Reist Alain;Fribourg-Gottéron;Verteidiger;11;0;4;0;0.36
127;Mercier Jonathan;Genève-Servette HC;Verteidiger;4;0;4;0;1.00
128;Krutov Alexei;ZSC Lions;Stürmer;4;0;4;0;1.00
129;Helbling Timo;HC Lugano;Verteidiger;7;0;4;0;0.57
130;Collenberg Franco;Fribourg-Gottéron;Verteidiger;11;0;4;0;0.36
131;Cantoni Krister;HC Lugano;Verteidiger;7;0;4;0;0.57
132;Bühler Cyrill;ZSC Lions;Stürmer;4;0;4;0;1.00
133;Bucher Tobias;EV Zug;Stürmer;9;0;4;0;0.44
134;Bodenmann Simon;Kloten Flyers;Stürmer;9;0;4;0;0.44
135;Bastl Mark;ZSC Lions;Stürmer;4;0;4;0;1.00
136;Welti Marc;Kloten Flyers;Verteidiger;15;0;3;0;0.20
137;Vigier Jean-Pierre;Genève-Servette HC;Stürmer;2;1;3;33.33;1.50
138;Stoop Lukas;HC Davos;Verteidiger;10;0;3;0;0.30
139;Seger Mathias;ZSC Lions;Verteidiger;4;0;3;0;0.75
140;Niederreiter Nino;HC Davos;Stürmer;3;0;3;0;1.00
141;Lüthi Fabian;EV Zug;Stürmer;6;0;3;0;0.50
142;Grauwiler Lukas;ZSC Lions;Stürmer;4;0;3;0;0.75
143;Gloor Kevin;ZSC Lions;Verteidiger;4;0;3;0;0.75
144;Geering Patrick;ZSC Lions;Verteidiger;4;0;3;0;0.75
145;Vukovic Daniel;Genève-Servette HC;Verteidiger;4;0;2;0;0.50
146;Stoffel Andri;ZSC Lions;Verteidiger;4;0;2;0;0.50
147;Snell Wesley;Fribourg-Gottéron;Verteidiger;11;0;2;0;0.18
148;Schnyder Daniel;ZSC Lions;Verteidiger;4;0;2;0;0.50
149;Schelling Philippe;ZSC Lions;Verteidiger;4;0;2;0;0.50
150;Maneluk Mike;HC Lugano;Stürmer;3;0;2;0;0.67
151;Lemm Aurelio;ZSC Lions;Stürmer;2;0;2;0;1.00
152;Kress Michael;EV Zug;Verteidiger;3;0;2;0;0.67
153;Kamber Oliver;ZSC Lions;Stürmer;4;0;2;0;0.50
154;Chiesa Alessandro;HC Lugano;Verteidiger;7;0;2;0;0.29
155;Chatelain Alexander;SC Bern;Stürmer;6;0;2;0;0.33
156;Cadieux Jan;Genève-Servette HC;Stürmer;4;1;2;50;0.50
157;Bonnet Julien;Kloten Flyers;Verteidiger;10;0;2;0;0.20
158;Blaser Yannick;EV Zug;Verteidiger;9;0;2;0;0.22
159;Berger Pascal;SC Bern;Stürmer;4;0;2;0;0.50
160;Abid Ramzi;SC Bern;Stürmer;1;0;2;0;2.00
161;Suri Reto;Genève-Servette HC;Stürmer;4;1;1;100;0.25
162;Paterlini Thierry;HC Lugano;Stürmer;2;0;1;0;0.50
163;Kostovic Dario;HC Lugano;Stürmer;6;0;1;0;0.17
164;Keller Olivier;Genève-Servette HC;Verteidiger;4;0;1;0;0.25
165;Froidevaux Etienne;SC Bern;Stürmer;6;0;1;0;0.17
166;Fedulov Igor;Genève-Servette HC;Stürmer;4;1;1;100;0.25
167;Della Rossa Patric;Kloten Flyers;Stürmer;2;0;1;0;0.50
168;Breitbach Robin;Genève-Servette HC;Verteidiger;4;0;1;0;0.25
169;Botter Cédric;Fribourg-Gottéron;Stürmer;4;0;1;0;0.25
170;Bodemann Yanick;EV Zug;Stürmer;10;1;1;100;0.10
171;Augsburger Gaëtan;Genève-Servette HC;Stürmer;4;0;1;0;0.25
172;Sidler Patrick;Kloten Flyers;Verteidiger;14;0;0;-;0.00
173;Schilt Sebastian;Genève-Servette HC;Verteidiger;1;0;0;-;0.00
174;Profico Leandro;HC Lugano;Verteidiger;1;0;0;-;0.00
175;Nodari Matteo;HC Lugano;Verteidiger;7;0;0;-;0.00
176;Müller Pascal;ZSC Lions;Verteidiger;4;0;0;-;0.00
177;Leuenberger Marc;SC Bern;Verteidiger;3;0;0;-;0.00
178;Heynen Fernando;Genève-Servette HC;Verteidiger;3;0;0;-;0.00
179;Genazzi Joël;Fribourg-Gottéron;Verteidiger;1;0;0;-;0.00
180;Fischer Jannik;EV Zug;Verteidiger;10;0;0;-;0.00
181;Conte Fabrizio;HC Lugano;Stürmer;7;0;0;-;0.00
182;Christen Björn;EV Zug;Stürmer;1;0;0;-;0.00
183;Carbis Daniel;HC Davos;Stürmer;2;0;0;-;0.00
184;Bianchi Elias;EV Zug;Stürmer;3;0;0;-;0.00
185;Abplanalp Sandro;Fribourg-Gottéron;Stürmer;4;0;0;-;0.00
