R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
350;Sataric Rajan;EHC Biel;Verteidiger;2;0;1;0;0.50
351;Neuenschwander Jan;HC Davos;Stürmer;2;0;1;0;0.50
352;Mora Loic;Genève-Servette HC;Stürmer;2;0;1;0;0.50
353;Küng Vincenzo;HC Davos;Stürmer;1;0;1;0;1.00
354;Kast Timothy;Fribourg-Gottéron;Stürmer;1;0;1;0;1.00
355;Heldstab Beat;SC Bern;Verteidiger;1;0;1;0;1.00
356;Hächler Cedric;ZSC Lions;Verteidiger;4;1;1;100;0.25
357;Frei Lars;SC Rapperswil-Jona Lakers;Stürmer;1;0;1;0;1.00
358;Eigenmann Daniel;EHC Biel;Verteidiger;1;0;1;0;1.00
359;Blatter Florian;HC Lugano;Verteidiger;6;0;1;0;0.17
360;Zandovskis Juris;Fribourg-Gottéron;Stürmer;1;0;0;-;0.00
361;Wyss Silvan;EHC Biel;Stürmer;1;0;0;-;0.00
362;Wildhaber David;Fribourg-Gottéron;Verteidiger;3;0;0;-;0.00
363;Wenger Michael;SCL Tigers;Stürmer;3;0;0;-;0.00
364;Ulmann Tim;ZSC Lions;Stürmer;1;0;0;-;0.00
365;Schmuckli Florian;EV Zug;Verteidiger;11;0;0;-;0.00
366;Rühl Daniel;EV Zug;Verteidiger;1;0;0;-;0.00
367;Ranov Anton;HC Davos;Stürmer;2;0;0;-;0.00
368;Paschoud Claude-C.;HC Davos;Verteidiger;2;0;0;-;0.00
369;Montandon Arnaud;SCL Tigers;Stürmer;1;0;0;-;0.00
370;Leonelli Nicolas;Genève-Servette HC;Stürmer;1;0;0;-;0.00
371;Jeitziner Alexander;Fribourg-Gottéron;Verteidiger;6;0;0;-;0.00
372;Grossniklaus Tim;SC Bern;Verteidiger;2;0;0;-;0.00
373;Erb Raphael;Fribourg-Gottéron;Verteidiger;1;0;0;-;0.00
374;Dähler Florian;Fribourg-Gottéron;Stürmer;1;0;0;-;0.00
375;Cadonau Claudio;EHC Biel;Verteidiger;1;0;0;-;0.00
