R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
27;Domenichelli Hnat;HC Lugano;Stürmer;48;14;118;11.86;2.46
28;Berger Pascal;SC Bern;Stürmer;50;18;116;15.52;2.32
29;Fata Rico;Genève-Servette HC;Stürmer;50;17;114;14.91;2.28
30;Christen Björn;EV Zug;Stürmer;49;15;114;13.16;2.33
31;Rosa Pavel;Fribourg-Gottéron;Stürmer;35;16;113;14.16;3.23
32;Holden Josh;EV Zug;Stürmer;39;16;113;14.16;2.90
33;Hirschi Steve;HC Lugano;Verteidiger;40;9;112;8.04;2.80
34;Taticek Petr;HC Davos;Stürmer;49;26;110;23.64;2.24
35;Plüss Martin;SC Bern;Stürmer;49;11;109;10.09;2.22
36;Bürgler Dario;HC Davos;Stürmer;46;20;109;18.35;2.37
37;Reber Jörg;SCL Tigers;Verteidiger;42;1;108;0.93;2.57
38;Mieville Alain;EHC Biel;Stürmer;50;9;108;8.33;2.16
39;Noreau Maxim;HC Ambri-Piotta;Verteidiger;44;7;107;6.54;2.43
40;Monnet Thibaut;ZSC Lions;Stürmer;48;5;106;4.72;2.21
41;Metropolit Glen;EV Zug;Stürmer;42;15;106;14.15;2.52
42;Heins Shawn;Fribourg-Gottéron;Verteidiger;39;4;106;3.77;2.72
43;Stancescu Victor;Kloten Flyers;Stürmer;48;20;103;19.42;2.15
44;Schnyder Fabian;EV Zug;Stürmer;50;14;101;13.86;2.02
45;Rubin Daniel;Genève-Servette HC;Stürmer;50;12;100;12;2.00
46;Beaudoin Eric;EHC Biel;Stürmer;50;11;100;11;2.00
47;Pelletier Pascal;SCL Tigers;Stürmer;43;14;99;14.14;2.30
48;Simek Juraj;Genève-Servette HC;Stürmer;50;11;97;11.34;1.94
49;Bärtschi Patrik;ZSC Lions;Stürmer;48;11;97;11.34;2.02
50;Rytz Philippe;SCL Tigers;Verteidiger;44;5;93;5.38;2.11
51;Rintanen Kimmo;HC Lugano;Stürmer;42;16;93;17.20;2.21
52;Vigier Jean-Pierre;SC Bern;Stürmer;37;7;92;7.61;2.49
53;Roest Stacy;SC Rapperswil-Jona Lakers;Stürmer;45;7;91;7.69;2.02
54;Furrer Philippe;SC Bern;Verteidiger;43;6;91;6.59;2.12
55;Tschantré Mathieu;EHC Biel;Stürmer;49;8;89;8.99;1.82
56;Nummelin Petteri;HC Lugano;Verteidiger;36;7;89;7.87;2.47
57;Jenni Marcel;Kloten Flyers;Stürmer;48;12;89;13.48;1.85
58;Wick Roman;Kloten Flyers;Stürmer;34;11;88;12.5;2.59
59;Pestoni Inti;HC Ambri-Piotta;Stürmer;38;10;88;11.36;2.32
60;Dubé Christian;Fribourg-Gottéron;Stürmer;40;8;88;9.09;2.20
61;Ehrensperger Gianni;EHC Biel;Stürmer;49;4;86;4.65;1.76
62;Liniger Michael;Kloten Flyers;Stürmer;50;21;85;24.71;1.70
63;Sciaroni Gregory;HC Davos;Stürmer;49;9;84;10.71;1.71
64;Loeffel Romain;Fribourg-Gottéron;Verteidiger;49;5;84;5.95;1.71
65;Jeannin Sandy;Fribourg-Gottéron;Stürmer;38;9;84;10.71;2.21
66;Seger Mathias;ZSC Lions;Verteidiger;43;4;83;4.82;1.93
67;Jacquemet Arnaud;Kloten Flyers;Stürmer;48;4;82;4.88;1.71
68;Bastl Mark;ZSC Lions;Stürmer;50;9;82;10.98;1.64
69;Walser Derrick;SC Rapperswil-Jona Lakers;Verteidiger;44;8;81;9.88;1.84
70;Von Arx Reto;HC Davos;Stürmer;46;10;81;12.35;1.76
71;Romy Kevin;HC Lugano;Stürmer;44;18;81;22.22;1.84
72;Pirnes Esa;EV Zug;Stürmer;29;12;80;15;2.76
73;Kutlak Zdenek;HC Ambri-Piotta;Verteidiger;44;9;80;11.25;1.82
74;Gardner Ryan;SC Bern;Stürmer;49;11;80;13.75;1.63
75;Bieber Matthias;Kloten Flyers;Stürmer;43;9;79;11.39;1.84
76;Wellinger Thomas;EHC Biel;Verteidiger;36;1;78;1.28;2.17
77;Mercier Jonathan;Genève-Servette HC;Verteidiger;45;5;78;6.41;1.73
78;Huguenin Anthony;EHC Biel;Verteidiger;50;0;78;0;1.56
79;Wieser Marc;EHC Biel;Stürmer;46;9;77;11.69;1.67
80;Raffainer Raeto;HC Ambri-Piotta;Stürmer;50;6;77;7.79;1.54
81;Kenins Ronalds;ZSC Lions;Stürmer;47;6;77;7.79;1.64
82;Genazzi Joël;SCL Tigers;Verteidiger;50;3;77;3.90;1.54
83;Truttmann Marco;EHC Biel;Stürmer;46;6;76;7.89;1.65
84;Ritchie Byron;SC Bern;Stürmer;47;22;76;28.95;1.62
85;Chiesa Alessandro;EV Zug;Verteidiger;48;5;76;6.58;1.58
86;Bykov Andrey;Fribourg-Gottéron;Stürmer;36;8;76;10.53;2.11
87;Walker Julian;HC Ambri-Piotta;Stürmer;37;7;75;9.33;2.03
88;Trachsler Morris;Genève-Servette HC;Stürmer;49;5;75;6.67;1.53
89;Haas Lukas;SCL Tigers;Stürmer;50;7;75;9.33;1.50
90;Riesen Michel;SC Rapperswil-Jona Lakers;Stürmer;35;7;74;9.46;2.11
91;Forster Beat;HC Davos;Verteidiger;37;5;74;6.76;2.00
92;Du Bois Felicien;Kloten Flyers;Verteidiger;29;4;74;5.41;2.55
93;Haas Gaëtan;EHC Biel;Stürmer;43;6;73;8.22;1.70
94;Burkhalter Loic;SC Rapperswil-Jona Lakers;Stürmer;50;8;73;10.96;1.46
95;Blum Eric-Ray;Kloten Flyers;Verteidiger;39;5;73;6.85;1.87
96;Knoepfli Michael;Fribourg-Gottéron;Stürmer;50;8;72;11.11;1.44
97;Murray Jordan;SC Rapperswil-Jona Lakers;Stürmer;30;7;71;9.86;2.37
98;Froidevaux Etienne;SC Bern;Stürmer;50;6;71;8.45;1.42
99;Dumont Jean-Pierre;SC Bern;Stürmer;31;8;71;11.27;2.29
100;Bertschy Christoph;SC Bern;Stürmer;31;8;71;11.27;2.29
101;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;50;4;70;5.71;1.40
102;Bianchi Elias;HC Ambri-Piotta;Stürmer;50;6;70;8.57;1.40
103;Vauclair Julien;HC Lugano;Verteidiger;41;4;69;5.80;1.68
104;Bodenmann Simon;Kloten Flyers;Stürmer;48;6;69;8.70;1.44
105;Salmelainen Tony;Genève-Servette HC;Stürmer;30;9;68;13.24;2.27
106;Ruefenacht Thomas;EV Zug;Stürmer;43;7;68;10.29;1.58
107;Blindenbacher Severin;ZSC Lions;Verteidiger;40;5;68;7.35;1.70
108;Lauper Adrien;EHC Biel;Stürmer;47;4;67;5.97;1.43
109;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;49;6;65;9.23;1.33
110;Lüthi Fabian;EV Zug;Stürmer;45;5;65;7.69;1.44
111;Botta Roman;HC Ambri-Piotta;Stürmer;48;7;65;10.77;1.35
112;Geering Patrick;ZSC Lions;Verteidiger;47;3;64;4.69;1.36
113;Cunti Luca;ZSC Lions;Stürmer;35;11;64;17.19;1.83
114;Ramholt Tim;HC Davos;Verteidiger;50;1;63;1.59;1.26
115;Kparghai Clarence;EHC Biel;Verteidiger;49;7;63;11.11;1.29
116;Fröhlicher Joel;EHC Biel;Verteidiger;47;0;63;0;1.34
117;Marha Josef;HC Davos;Stürmer;40;9;62;14.52;1.55
118;Hasani Adam;Fribourg-Gottéron;Stürmer;40;8;62;12.90;1.55
119;Camichel Duri;EV Zug;Stürmer;46;6;62;9.68;1.35
120;Stettler Martin;SCL Tigers;Verteidiger;47;1;61;1.64;1.30
121;Deruns Thomas;SC Bern;Stürmer;40;4;61;6.56;1.52
122;Birbaum Alain;Fribourg-Gottéron;Verteidiger;43;4;61;6.56;1.42
123;Vermin Joël;SC Bern;Stürmer;33;11;60;18.33;1.82
124;Reichert Marc;SC Bern;Stürmer;40;4;60;6.67;1.50
125;Preissing Tom;EHC Biel;Verteidiger;29;5;60;8.33;2.07
126;Moggi Claudio;SCL Tigers;Stürmer;42;10;60;16.67;1.43
127;Walser Samuel;Kloten Flyers;Stürmer;46;11;59;18.64;1.28
128;Trunz Adrian;HC Ambri-Piotta;Verteidiger;47;0;59;0;1.26
129;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;0;59;0;1.18
130;Gerber Beat;SC Bern;Verteidiger;49;2;59;3.39;1.20
131;Lindemann Sven;EV Zug;Stürmer;50;10;58;17.24;1.16
132;Helbling Timo;EV Zug;Verteidiger;45;2;58;3.45;1.29
133;Fischer Patrick;EV Zug;Verteidiger;50;0;58;0;1.16
134;Bucher Tobias;SCL Tigers;Stürmer;46;8;58;13.79;1.26
135;Wieser Dino;HC Davos;Stürmer;30;10;57;17.54;1.90
136;Reid Brandon;SC Rapperswil-Jona Lakers;Stürmer;39;6;57;10.53;1.46
137;Vauclair Tristan;Fribourg-Gottéron;Stürmer;44;7;56;12.5;1.27
138;Popovic Mark;SCL Tigers;Verteidiger;24;3;56;5.36;2.33
139;Jörg Mauro;HC Lugano;Stürmer;48;4;56;7.14;1.17
140;Jobin David;SC Bern;Verteidiger;42;1;56;1.79;1.33
141;Wetzel Philipp;EHC Biel;Stürmer;43;1;55;1.82;1.28
142;Walsky Eric;Genève-Servette HC;Stürmer;21;5;55;9.09;2.62
143;Scherwey Tristan;SC Bern;Stürmer;48;2;55;3.64;1.15
144;Sannitz Raffaele;HC Lugano;Stürmer;43;4;55;7.27;1.28
145;Leblanc Robin;SCL Tigers;Stürmer;45;2;55;3.64;1.22
146;Friedli Samuel;Genève-Servette HC;Stürmer;49;6;55;10.91;1.12
147;Vukovic Daniel;Genève-Servette HC;Verteidiger;37;2;54;3.70;1.46
148;Gerber Adrian;SCL Tigers;Stürmer;50;5;53;9.43;1.06
149;Schäppi Reto;ZSC Lions;Stürmer;45;5;52;9.62;1.16
150;Randegger Flurin;Genève-Servette HC;Verteidiger;44;4;52;7.69;1.18
151;Herren Yannick;Kloten Flyers;Stürmer;47;3;52;5.77;1.11
152;Westcott Duvie;Kloten Flyers;Verteidiger;36;3;51;5.88;1.42
153;Vampola Petr;Genève-Servette HC;Stürmer;23;3;50;6;2.17
154;Randegger Gian-Andrea;Genève-Servette HC;Verteidiger;49;0;50;0;1.02
155;Hecquefeuille Kevin;Genève-Servette HC;Verteidiger;20;0;50;0;2.50
156;Peter Emanuel;EHC Biel;Stürmer;33;4;49;8.16;1.48
157;Rivera Christopher;Genève-Servette HC;Stürmer;45;3;48;6.25;1.07
158;Botter Cédric;Fribourg-Gottéron;Stürmer;47;4;48;8.33;1.02
159;Murphy Cory;ZSC Lions;Verteidiger;24;3;47;6.38;1.96
160;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;44;3;46;6.52;1.05
161;Von Arx Jan;HC Davos;Verteidiger;47;2;45;4.44;0.96
162;Steinmann Janick;HC Davos;Stürmer;38;3;45;6.67;1.18
163;McCarthy Steve;ZSC Lions;Verteidiger;27;3;45;6.67;1.67
164;Landry Eric;HC Ambri-Piotta;Stürmer;25;5;44;11.36;1.76
165;Moggi Sandro;SCL Tigers;Stürmer;36;2;43;4.65;1.19
166;Barinka Michal;Fribourg-Gottéron;Verteidiger;39;1;43;2.33;1.10
167;Schlagenhauf Roman;HC Ambri-Piotta;Stürmer;48;2;42;4.76;0.88
168;Roche Travis;SC Bern;Verteidiger;25;2;42;4.76;1.68
169;Lemm Romano;Kloten Flyers;Stürmer;18;9;42;21.43;2.33
170;Kamber Oliver;HC Lugano;Stürmer;50;6;42;14.29;0.84
171;Gerber Roland;Genève-Servette HC;Stürmer;46;1;42;2.38;0.91
172;Down Blaine;ZSC Lions;Stürmer;24;6;42;14.29;1.75
173;Schnyder Daniel;ZSC Lions;Verteidiger;50;2;41;4.88;0.82
174;Oppliger Patrick;EV Zug;Stürmer;49;3;41;7.32;0.84
175;Gobbi John;ZSC Lions;Verteidiger;41;1;41;2.44;1.00
176;Conne Flavien;HC Lugano;Stürmer;45;6;41;14.63;0.91
177;Savary Paul;Genève-Servette HC;Stürmer;27;10;40;25;1.48
178;Rizzi Sandro;HC Davos;Verteidiger;28;3;40;7.5;1.43
179;Maurer Marco;SC Rapperswil-Jona Lakers;Verteidiger;23;3;40;7.5;1.74
180;Lemm Aurelio;SC Rapperswil-Jona Lakers;Stürmer;45;2;40;5;0.89
181;Hürlimann Stefan;SC Rapperswil-Jona Lakers;Stürmer;44;2;40;5;0.91
182;Hendry Jordan;HC Lugano;Verteidiger;29;1;40;2.5;1.38
183;Gustafsson Anton;SCL Tigers;Stürmer;26;3;40;7.5;1.54
184;Blaser Yannick;EV Zug;Verteidiger;50;0;40;0;0.80
185;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;46;4;40;10;0.87
186;Reuille Sebastien;HC Lugano;Stürmer;28;4;39;10.26;1.39
187;Nylander Michael;Kloten Flyers;Stürmer;23;5;39;12.82;1.70
188;Duca Paolo;HC Ambri-Piotta;Stürmer;33;6;39;15.38;1.18
189;Di Pietro Paul;SCL Tigers;Stürmer;17;5;39;12.82;2.29
190;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;46;0;39;0;0.85
191;Schilt Sebastian;SCL Tigers;Verteidiger;37;2;38;5.26;1.03
192;Schelling Philippe;Kloten Flyers;Verteidiger;50;1;38;2.63;0.76
193;Nordgren Niklas;Kloten Flyers;Stürmer;14;4;38;10.53;2.71
194;Nodari Matteo;HC Lugano;Verteidiger;49;0;38;0;0.78
195;Grassi Daniele;HC Ambri-Piotta;Stürmer;37;2;38;5.26;1.03
196;Camenzind Andreas;SC Rapperswil-Jona Lakers;Verteidiger;31;4;38;10.53;1.23
197;Bühler Cyrill;ZSC Lions;Stürmer;49;3;38;7.89;0.78
198;Joggi Mathias;HC Davos;Stürmer;33;1;37;2.70;1.12
199;Afanasenkov Dmitry;Fribourg-Gottéron;Stürmer;14;3;37;8.11;2.64
200;Neuenschwander Caryl;SC Bern;Stürmer;42;3;36;8.33;0.86
201;Sutter Fabian;EV Zug;Stürmer;47;9;35;25.71;0.74
202;Murray Brady;HC Lugano;Stürmer;23;6;35;17.14;1.52
203;Lüthi Simon;SCL Tigers;Verteidiger;22;3;35;8.57;1.59
204;Grossmann Robin;HC Davos;Verteidiger;44;1;35;2.86;0.80
205;Grauwiler Lukas;SC Rapperswil-Jona Lakers;Stürmer;49;4;35;11.43;0.71
206;Hollenstein Denis;Kloten Flyers;Stürmer;15;0;34;0;2.27
207;Cadieux Jan;Fribourg-Gottéron;Stürmer;49;2;33;6.06;0.67
208;Brendl Pavel;SC Rapperswil-Jona Lakers;Stürmer;17;2;33;6.06;1.94
209;Ulmer Stefan;HC Lugano;Verteidiger;44;1;32;3.12;0.73
210;Lüssy Silvan;Fribourg-Gottéron;Stürmer;45;0;32;0;0.71
211;Hänni Andreas;SC Bern;Verteidiger;35;0;32;0;0.91
212;Gossweiler Manuel;EHC Biel;Verteidiger;50;0;32;0;0.64
213;Schommer Patrick;ZSC Lions;Stürmer;40;1;31;3.23;0.78
214;Niinimaa Janne;SC Rapperswil-Jona Lakers;Verteidiger;20;0;31;0;1.55
215;Furrer Andreas;EV Zug;Verteidiger;47;1;31;3.23;0.66
216;Untersander Ramon;HC Davos;Verteidiger;51;2;30;6.67;0.59
217;Erni Samuel;EV Zug;Verteidiger;46;1;30;3.33;0.65
218;Collenberg Franco;Fribourg-Gottéron;Verteidiger;50;2;30;6.67;0.60
219;Berger Sven;Kloten Flyers;Verteidiger;42;0;30;0;0.71
220;Marti Christian;Kloten Flyers;Verteidiger;41;0;29;0;0.71
221;Kostner Diego;HC Lugano;Stürmer;35;2;29;6.90;0.83
222;Kienzle Lorenz;HC Lugano;Verteidiger;50;0;29;0;0.58
223;Hofmann Gregory;HC Ambri-Piotta;Stürmer;34;5;29;17.24;0.85
224;Hoehener Martin;SC Bern;Verteidiger;43;2;29;6.90;0.67
225;Gautschi Marc;Genève-Servette HC;Verteidiger;43;0;29;0;0.67
226;McLean Brett;HC Lugano;Stürmer;10;5;28;17.86;2.80
227;Kuonen Raphael;HC Davos;Stürmer;28;1;28;3.57;1.00
228;Geiger Marc;SC Rapperswil-Jona Lakers;Verteidiger;45;1;28;3.57;0.62
229;Fritsche John;Genève-Servette HC;Stürmer;40;1;28;3.57;0.70
230;Brügger Sandro;Fribourg-Gottéron;Stürmer;38;1;28;3.57;0.74
231;Wichser Adrian;SC Rapperswil-Jona Lakers;Stürmer;25;2;27;7.41;1.08
232;Guerra Samuel;HC Davos;Verteidiger;46;0;27;0;0.59
233;Gmür Sandro;SC Rapperswil-Jona Lakers;Verteidiger;47;3;27;11.11;0.57
234;Sieber Lukas;HC Davos;Stürmer;48;1;26;3.85;0.54
235;Profico Leandro;HC Lugano;Verteidiger;50;2;26;7.69;0.52
236;Grieder Marc;EHC Biel;Verteidiger;43;2;26;7.69;0.60
237;Niedermayer Rob;HC Lugano;Stürmer;14;2;25;8;1.79
238;Lakhmatov Vitaly;HC Ambri-Piotta;Stürmer;39;5;25;20;0.64
239;Kellenberger Steve;Kloten Flyers;Stürmer;22;3;25;12;1.14
240;Camichel Corsin;HC Davos;Stürmer;29;1;25;4;0.86
241;Bianchi Mattia;HC Ambri-Piotta;Stürmer;43;2;25;8;0.58
242;Meier Dominic;SC Bern;Verteidiger;29;0;24;0;0.83
243;Zyuzin Andrei;EHC Biel;Verteidiger;13;0;23;0;1.77
244;Steinegger Martin;EHC Biel;Verteidiger;26;0;23;0;0.88
245;Rexha Alban;SCL Tigers;Stürmer;40;2;23;8.70;0.58
246;Blatter Florian;HC Lugano;Verteidiger;48;0;23;0;0.48
247;Back Rene;HC Davos;Verteidiger;43;1;23;4.35;0.53
248;Schulthess Marc;HC Ambri-Piotta;Verteidiger;35;1;22;4.55;0.63
249;Lardi Federico;SCL Tigers;Verteidiger;48;0;22;0;0.46
250;Simion Dario;HC Lugano;Stürmer;35;3;21;14.29;0.60
251;Scalzo Mario;SC Bern;Verteidiger;11;3;21;14.29;1.91
252;Moser Christian;SCL Tigers;Verteidiger;47;2;21;9.52;0.45
253;Lindemann Kim;SCL Tigers;Verteidiger;50;0;21;0;0.42
254;Kariya Martin;HC Ambri-Piotta;Stürmer;14;5;21;23.81;1.50
255;Zigerli Manuel;EHC Biel;Stürmer;42;2;20;10;0.48
256;Stoop Lukas;HC Davos;Verteidiger;41;1;20;5;0.49
257;Lammer Dominic;EV Zug;Stürmer;13;4;20;20;1.54
258;Demuth Alain;HC Ambri-Piotta;Stürmer;26;3;20;15;0.77
259;Müller Pascal;HC Ambri-Piotta;Verteidiger;36;0;19;0;0.53
260;Kobach Reto;HC Ambri-Piotta;Verteidiger;44;1;19;5.26;0.43
261;Hartigan Mark;SC Rapperswil-Jona Lakers;Stürmer;15;2;19;10.53;1.27
262;Fritsche Dan;Genève-Servette HC;Stürmer;14;1;19;5.26;1.36
263;Divisek Tomas;HC Davos;Stürmer;7;3;19;15.79;2.71
264;Savary Jean;Genève-Servette HC;Stürmer;26;1;18;5.56;0.69
265;Guggisberg Peter;HC Davos;Stürmer;10;0;18;0;1.80
266;Gerber Lukas;Fribourg-Gottéron;Verteidiger;32;1;18;5.56;0.56
267;Morant Johan;SC Bern;Verteidiger;18;0;17;0;0.94
268;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;44;0;16;0;0.36
269;Berthon Eliot;Genève-Servette HC;Stürmer;27;0;16;0;0.59
270;McDonell Kent;SC Rapperswil-Jona Lakers;Stürmer;10;1;15;6.67;1.50
271;Keller Samuel;Kloten Flyers;Stürmer;28;1;15;6.67;0.54
272;Nüssli Thomas;SCL Tigers;Stürmer;4;1;14;7.14;3.50
273;Kohn Ladislav;HC Ambri-Piotta;Stürmer;8;1;14;7.14;1.75
274;Gerber Florin;EHC Biel;Stürmer;16;0;14;0;0.88
275;Burki Codey;HC Lugano;Stürmer;13;1;14;7.14;1.08
276;Westrum Erik;HC Ambri-Piotta;Stürmer;8;1;13;7.69;1.62
277;Sidler Patrick;HC Ambri-Piotta;Verteidiger;45;1;13;7.69;0.29
278;Schlumpf Dominik;HC Lugano;Verteidiger;17;0;13;0;0.76
279;Pivron Pierrick;Genève-Servette HC;Stürmer;36;0;13;0;0.36
280;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;21;0;13;0;0.62
281;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;43;1;13;7.69;0.30
282;Ziegler Thomas;ZSC Lions;Stürmer;36;0;12;0;0.33
283;Winkler Benjamin;Kloten Flyers;Verteidiger;37;0;12;0;0.32
284;Sutter Sebastian;Kloten Flyers;Stürmer;30;3;12;25;0.40
285;Jinman Lee;HC Davos;Stürmer;4;2;12;16.67;3.00
286;Neff Claudio;SCL Tigers;Stürmer;11;1;11;9.09;1.00
287;Kinrade Geoff;SC Bern;Verteidiger;7;0;11;0;1.57
288;Brunner Adrian;SC Bern;Stürmer;22;1;11;9.09;0.50
289;Schneeberger Noah;Genève-Servette HC;Verteidiger;23;1;10;10;0.43
290;Neuenschwander Jan;HC Davos;Stürmer;23;0;10;0;0.43
291;Murovic Mirko;HC Ambri-Piotta;Stürmer;20;0;10;0;0.50
292;Meier Trevor;HC Ambri-Piotta;Stürmer;14;0;10;0;0.71
293;Stucki Christian;HC Ambri-Piotta;Stürmer;16;0;9;0;0.56
294;Ryser Sven;ZSC Lions;Stürmer;29;1;9;11.11;0.31
295;Merola Melvin;Fribourg-Gottéron;Stürmer;9;0;9;0;1.00
296;Kolnik Juraj;ZSC Lions;Stürmer;6;0;9;0;1.50
297;Gloor Kevin;EHC Biel;Verteidiger;15;1;9;11.11;0.60
298;Gailland Jérémy;Fribourg-Gottéron;Stürmer;11;0;9;0;0.82
299;Welti Marc;SC Rapperswil-Jona Lakers;Verteidiger;15;1;8;12.5;0.53
300;Rossi Matthias;EV Zug;Stürmer;22;0;7;0;0.32
301;Mäder Stefan;SCL Tigers;Stürmer;12;0;7;0;0.58
302;Siren Niki;SC Rapperswil-Jona Lakers;Verteidiger;15;0;6;0;0.40
303;Sindel Jakub;Kloten Flyers;-;5;0;6;0;1.20
304;Incir Ivan;HC Ambri-Piotta;Stürmer;14;0;6;0;0.43
305;Horava Miloslav;Genève-Servette HC;Stürmer;6;0;6;0;1.00
306;Guerra Uinter;HC Ambri-Piotta;Verteidiger;23;0;6;0;0.26
307;Wüst Philipp;SCL Tigers;Stürmer;2;1;5;20;2.50
308;Neher Lars;Kloten Flyers;Stürmer;12;0;5;0;0.42
309;Müller Mirco;Kloten Flyers;Verteidiger;7;1;5;20;0.71
310;Keller Ronny;SC Rapperswil-Jona Lakers;Verteidiger;5;0;5;0;1.00
311;Chabada Martin;EHC Biel;Stürmer;2;0;5;0;2.50
312;Stoffel Andri;ZSC Lions;Verteidiger;49;0;4;0;0.08
313;Marzan Nicolas;SC Rapperswil-Jona Lakers;Verteidiger;28;0;4;0;0.14
314;Augsburger Gaëtan;Genève-Servette HC;Stürmer;2;1;4;25;2.00
315;Antonietti Eliot;Genève-Servette HC;Verteidiger;16;0;4;0;0.25
316;Antonietti Benjamin;Genève-Servette HC;Stürmer;5;0;4;0;0.80
317;Vermeille Mike;Genève-Servette HC;Verteidiger;14;0;3;0;0.21
318;Ulmann Tim;ZSC Lions;Stürmer;11;0;3;0;0.27
319;Stalder Ralph;Genève-Servette HC;Verteidiger;5;2;3;66.67;0.60
320;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;16;0;3;0;0.19
321;Brem Fabian;SCL Tigers;Stürmer;2;0;3;0;1.50
322;Baltisberger Chris;ZSC Lions;Stürmer;11;0;3;0;0.27
323;Balmelli Lukas;HC Lugano;Stürmer;4;0;3;0;0.75
324;Willi Lukas;HC Davos;Stürmer;7;0;2;0;0.29
325;Steiner Nicholas;Kloten Flyers;Verteidiger;7;0;2;0;0.29
326;Schwarzenbach Diego;SCL Tigers;Stürmer;2;0;2;0;1.00
327;Ranov Anton;HC Davos;Stürmer;11;0;2;0;0.18
328;Leonelli Nicolas;Genève-Servette HC;Stürmer;9;0;2;0;0.22
329;Holinger Fadri;HC Davos;Stürmer;15;0;2;0;0.13
330;Füglister Jeffrey;Kloten Flyers;Stürmer;3;2;2;100;0.67
331;Thöny Gian-Andrea;SC Rapperswil-Jona Lakers;Stürmer;2;0;1;0;0.50
332;Sertich Marty;HC Lugano;Stürmer;2;0;1;0;0.50
333;Schneuwly Cédric;EV Zug;Stürmer;6;0;1;0;0.17
334;Schmutz Julian;SC Bern;Stürmer;3;0;1;0;0.33
335;Schlapbach Remo;SCL Tigers;Stürmer;4;0;1;0;0.25
336;Rüegg Marc;Kloten Flyers;Verteidiger;2;0;1;0;0.50
337;Leuenberger Kaj;EHC Biel;Stürmer;12;0;1;0;0.08
338;Koch Harrison;SC Rapperswil-Jona Lakers;Stürmer;2;0;1;0;0.50
339;Hüsler Yannick;ZSC Lions;Stürmer;3;0;1;0;0.33
340;Hoffmann Luka;Kloten Flyers;Stürmer;9;0;1;0;0.11
341;Dotti Isacco;HC Ambri-Piotta;Verteidiger;2;0;1;0;0.50
342;Camperchioli Luca;ZSC Lions;Verteidiger;19;0;1;0;0.05
343;Bagnoud Christopher;Kloten Flyers;Verteidiger;1;0;1;0;1.00
344;Zubler Patrick;EV Zug;Verteidiger;1;0;0;-;0.00
345;Wyss Silvan;EHC Biel;Stürmer;1;0;0;-;0.00
346;Widmer Steven;ZSC Lions;Stürmer;1;0;0;-;0.00
347;Tschannen Stefan;EHC Biel;Stürmer;1;0;0;-;0.00
348;Thaler Marco;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;-;0.00
