Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Sa;22.12.2012;19:45;Genève-Servette HC;HC Ambri-Piotta; 3:4; 2:1|0:1|1:2;;;False;Les Vernets, Genève;7089
Sa;22.12.2012;19:45;EHC Biel;SC Bern; 4:3; 2:1|1:0|0:2|1:0;SO;;False;Eisstadion, Biel-Bienne;6103
Sa;22.12.2012;19:45;HC Lugano;Fribourg-Gottéron; 4:5; 0:1|3:1|1:2|0:1;OT;;False;Pista Resega, Porza;5012
Sa;22.12.2012;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 3:4; 2:2|1:0|0:1|0:1;OT;;False;Diners Club Arena, Rapperswil;4820
Sa;22.12.2012;19:45;SCL Tigers;ZSC Lions; 3:0; 2:0|0:0|1:0;;;False;Ilfis Stadion, Langnau;5613
Sa;22.12.2012;19:45;HC Davos;EV Zug; 5:2; 2:0|2:1|1:1;;;False;Vaillant Arena, Davos;6006
So;23.12.2012;15:45;HC Ambri-Piotta;EHC Biel; 5:4; 0:1|1:2|3:1|1:0;SO;;False;Stadio Valascia, Ambri;6500
So;23.12.2012;15:45;ZSC Lions;SC Rapperswil-Jona Lakers; 4:2; 1:1|1:1|2:0;;;False;Hallenstadion AG, Zürich;10765
Mi;02.01.2013;15:45;ZSC Lions;SC Bern; 2:3; 0:2|0:0|2:0|0:1;SO;;False;Hallenstadion AG, Zürich;10062
Mi;02.01.2013;19:45;EV Zug;EHC Biel; 6:3; 2:0|1:2|3:1;;;False;BOSSARD Arena, Zug;7015
Mi;02.01.2013;19:45;HC Ambri-Piotta;HC Davos; 1:6; 0:3|1:1|0:2;;;False;Stadio Valascia, Ambri;6500
Mi;02.01.2013;19:45;Fribourg-Gottéron;SC Rapperswil-Jona Lakers; 1:4; 1:3|0:0|0:1;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Mi;02.01.2013;19:45;Kloten Flyers;HC Lugano; 1:4; 0:1|1:2|0:1;;;False;Kolping Arena, Kloten;5376
Mi;02.01.2013;19:45;Genève-Servette HC;SCL Tigers; 5:0; 1:0|2:0|2:0;;;False;Les Vernets, Genève;6950
Fr;04.01.2013;19:45;ZSC Lions;EHC Biel; 5:2; 2:2|2:0|1:0;;;False;Hallenstadion AG, Zürich;8157
Fr;04.01.2013;19:45;SC Bern;HC Davos; 4:1; 0:0|3:1|1:0;;;False;Postfinance Arena, Bern;17131
Fr;04.01.2013;19:45;Kloten Flyers;Fribourg-Gottéron; 2:4; 1:0|1:1|0:3;;;False;Kolping Arena, Kloten;5506
Fr;04.01.2013;19:45;SCL Tigers;EV Zug; 2:3; 1:1|1:1|0:0|0:1;SO;;False;Ilfis Stadion, Langnau;5741
Sa;05.01.2013;19:45;EV Zug;SC Bern; 0:4; 0:2|0:1|0:1;;;False;BOSSARD Arena, Zug;7015
Sa;05.01.2013;19:45;Genève-Servette HC;Kloten Flyers; 5:2; 1:1|1:0|3:1;;;False;Les Vernets, Genève;7059
Sa;05.01.2013;19:45;HC Lugano;SC Rapperswil-Jona Lakers; 7:1; 1:0|3:0|3:1;;;False;Pista Resega, Porza;4407
Sa;05.01.2013;19:45;EHC Biel;SCL Tigers; 5:4; 1:2|0:1|4:1;;;False;Eisstadion, Biel-Bienne;4962
Sa;05.01.2013;19:45;HC Davos;ZSC Lions; 3:1; 2:1|1:0|0:0;;;False;Vaillant Arena, Davos;5924
Sa;05.01.2013;19:48;Fribourg-Gottéron;HC Ambri-Piotta; 7:3; 2:0|3:2|2:1;;;False;P. St-Léonard BCF Arena, Fribourg;6700
So;06.01.2013;15:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 3:0; 1:0|1:0|1:0;;;False;Diners Club Arena, Rapperswil;4191
So;06.01.2013;15:45;HC Ambri-Piotta;HC Lugano; 2:0; 1:0|1:0|0:0;;;False;Stadio Valascia, Ambri;6500
Di;08.01.2013;19:45;SCL Tigers;HC Ambri-Piotta; 0:4; 0:1|0:2|0:1;;;False;Ilfis Stadion, Langnau;5029
Fr;11.01.2013;19:45;Fribourg-Gottéron;SC Bern; 0:6; 0:1|0:1|0:4;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Fr;11.01.2013;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 1:3; 0:0|1:2|0:1;;;False;Diners Club Arena, Rapperswil;4979
Fr;11.01.2013;19:45;HC Lugano;EV Zug; 3:2; 0:2|1:0|1:0|1:0;OT;;False;Pista Resega, Porza;4247
Sa;12.01.2013;19:45;EHC Biel;Fribourg-Gottéron; 1:2; 0:1|0:0|1:0|0:1;OT;;False;Eisstadion, Biel-Bienne;5272
Sa;12.01.2013;19:45;SC Bern;Genève-Servette HC; 2:0; 1:0|0:0|1:0;;;False;Postfinance Arena, Bern;16204
Sa;12.01.2013;19:45;HC Davos;SC Rapperswil-Jona Lakers; 3:2; 1:0|1:0|1:2;;;False;Vaillant Arena, Davos;4532
Sa;12.01.2013;19:45;SCL Tigers;HC Lugano; 4:7; 1:3|2:1|1:3;;;False;Ilfis Stadion, Langnau;5308
So;13.01.2013;15:45;Kloten Flyers;HC Davos; 2:3; 1:0|0:3|1:0;;;False;Kolping Arena, Kloten;7295
So;13.01.2013;15:45;HC Ambri-Piotta;SCL Tigers; 1:4; 1:2|0:1|0:1;;;False;Stadio Valascia, Ambri;5953
Di;15.01.2013;19:45;EV Zug;HC Ambri-Piotta; 1:6; 0:3|1:1|0:2;;;False;BOSSARD Arena, Zug;5892
Di;15.01.2013;19:45;ZSC Lions;Genève-Servette HC; 6:3; 2:1|4:0|0:2;;;False;Hallenstadion AG, Zürich;8030
Di;15.01.2013;19:45;SCL Tigers;Kloten Flyers; 2:3; 0:1|0:0|2:1|0:1;SO;;False;Ilfis Stadion, Langnau;4651
Fr;18.01.2013;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 7:4; 1:3|1:1|5:0;;;False;Diners Club Arena, Rapperswil;5123
Fr;18.01.2013;19:45;Kloten Flyers;SC Bern; 1:3; 0:0|0:1|1:2;;;False;Kolping Arena, Kloten;5598
Fr;18.01.2013;19:45;Fribourg-Gottéron;EHC Biel; 4:1; 1:1|3:0|0:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Fr;18.01.2013;19:45;Genève-Servette HC;EV Zug; 2:3; 0:1|1:1|1:1;;;False;Les Vernets, Genève;7032
Sa;19.01.2013;19:45;EHC Biel;HC Davos; 3:5; 1:2|1:2|1:1;;;False;Eisstadion, Biel-Bienne;4922
Sa;19.01.2013;19:45;SC Bern;Fribourg-Gottéron; 2:3; 2:1|0:1|0:0|0:1;SO;;False;Postfinance Arena, Bern;17131
Sa;19.01.2013;19:45;HC Lugano;Genève-Servette HC; 4:1; 3:0|0:1|1:0;;;False;Pista Resega, Porza;4377
Sa;19.01.2013;19:45;HC Ambri-Piotta;Kloten Flyers; 3:5; 2:1|0:1|1:3;;;False;Stadio Valascia, Ambri;4193
Sa;19.01.2013;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 5:3; 0:1|4:0|1:2;;;False;Ilfis Stadion, Langnau;5028
Sa;19.01.2013;19:45;EV Zug;ZSC Lions; 2:3; 1:0|0:2|1:0|0:1;OT;;False;BOSSARD Arena, Zug;6626
So;20.01.2013;15:45;ZSC Lions;HC Lugano; 2:0; 0:0|1:0|1:0;;;False;Hallenstadion AG, Zürich;9408
So;20.01.2013;15:45;HC Davos;SCL Tigers; 2:0; 0:0|0:0|2:0;;;False;Vaillant Arena, Davos;4389
Di;22.01.2013;19:45;HC Lugano;SC Bern; 2:1; 1:0|1:0|0:1;;;False;Pista Resega, Porza;4071
Di;22.01.2013;19:45;Fribourg-Gottéron;HC Davos; 3:1; 1:1|1:0|1:0;;;False;P. St-Léonard BCF Arena, Fribourg;6325
Di;22.01.2013;19:45;HC Ambri-Piotta;ZSC Lions; 1:5; 0:2|1:3|0:0;;;False;Stadio Valascia, Ambri;3623
Di;22.01.2013;19:45;SCL Tigers;EV Zug; 4:7; 1:4|3:0|0:3;;;False;Ilfis Stadion, Langnau;4784
Fr;25.01.2013;19:45;EV Zug;Fribourg-Gottéron; 4:5; 2:1|2:2|0:1|0:1;SO;;False;BOSSARD Arena, Zug;6126
Fr;25.01.2013;19:45;SC Bern;Genève-Servette HC; 6:3; 2:1|2:2|2:0;;;False;Postfinance Arena, Bern;15999
Fr;25.01.2013;19:45;SCL Tigers;Kloten Flyers; 4:3; 0:2|3:0|1:1;;;False;Ilfis Stadion, Langnau;5075
Sa;26.01.2013;19:45;HC Ambri-Piotta;SC Bern; 1:2; 0:1|0:0|1:1;;;False;Stadio Valascia, Ambri;3927
Sa;26.01.2013;19:45;SC Rapperswil-Jona Lakers;EHC Biel; 2:6; 1:1|0:1|1:4;;;False;Diners Club Arena, Rapperswil;3901
Sa;26.01.2013;19:45;HC Lugano;HC Davos; 5:1; 1:1|3:0|1:0;;;False;Pista Resega, Porza;4824
Sa;26.01.2013;19:45;Fribourg-Gottéron;SCL Tigers; 4:3; 0:1|2:2|2:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;26.01.2013;19:45;Genève-Servette HC;ZSC Lions; 2:6; 1:3|0:1|1:2;;;False;Les Vernets, Genève;7135
Sa;26.01.2013;19:45;Kloten Flyers;EV Zug; 3:2; 0:0|0:2|2:0|1:0;SO;;False;Kolping Arena, Kloten;5310
So;27.01.2013;15:45;EHC Biel;HC Lugano; 2:3; 0:0|1:1|1:2;;;False;Eisstadion, Biel-Bienne;5012
Di;29.01.2013;19:45;Genève-Servette HC;EHC Biel; 3:2; 1:0|1:0|1:2;;;False;Les Vernets, Genève;6992
Di;29.01.2013;19:45;EV Zug;Kloten Flyers; 3:2; 0:2|2:0|1:0;;;False;BOSSARD Arena, Zug;6039
Di;29.01.2013;19:45;HC Davos;SC Rapperswil-Jona Lakers; 4:5; 1:1|2:1|1:2|0:1;SO;;False;Vaillant Arena, Davos;4451
Fr;01.02.2013;19:45;EV Zug;HC Ambri-Piotta; 6:1; 1:0|3:0|2:1;;;False;BOSSARD Arena, Zug;6212
Fr;01.02.2013;19:45;EHC Biel;Genève-Servette HC; 5:2; 3:1|2:1|0:0;;;False;Eisstadion, Biel-Bienne;4315
Sa;02.02.2013;19:45;HC Lugano;SC Bern; 1:4; 0:2|1:0|0:2;;;False;Pista Resega, Porza;4813
Sa;02.02.2013;19:45;Kloten Flyers;EHC Biel; 2:3; 0:0|1:0|1:2|0:1;SO;;False;Kolping Arena, Kloten;5686
Sa;02.02.2013;19:45;Genève-Servette HC;HC Davos; 4:3; 0:1|2:1|1:1|1:0;SO;;False;Les Vernets, Genève;6874
Sa;02.02.2013;19:45;HC Ambri-Piotta;SCL Tigers; 6:2; 3:0|2:1|1:1;;;False;Stadio Valascia, Ambri;3927
Sa;02.02.2013;19:45;Fribourg-Gottéron;ZSC Lions; 4:1; 0:0|3:1|1:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;02.02.2013;19:45;SC Rapperswil-Jona Lakers;EV Zug; 1:4; 1:1|0:2|0:1;;;False;Diners Club Arena, Rapperswil;4189
So;03.02.2013;15:45;HC Davos;Fribourg-Gottéron; 3:4; 1:1|1:1|1:1|0:1;SO;;False;Vaillant Arena, Davos;5685
So;03.02.2013;15:45;SC Bern;SC Rapperswil-Jona Lakers; 4:3; 2:1|1:0|0:2|1:0;OT;;False;Postfinance Arena, Bern;16340
So;03.02.2013;15:45;SCL Tigers;HC Lugano; 2:5; 2:1|0:1|0:3;;;False;Ilfis Stadion, Langnau;5459
Fr;15.02.2013;19:45;EHC Biel;HC Ambri-Piotta; 5:0; 2:0|1:0|2:0;;;False;Eisstadion, Biel-Bienne;4537
Fr;15.02.2013;19:45;SCL Tigers;SC Bern; 6:5; 2:2|1:2|2:1|1:0;OT;;False;Ilfis Stadion, Langnau;6050
Fr;15.02.2013;19:45;Genève-Servette HC;Fribourg-Gottéron; 5:4; 0:0|1:2|3:2|1:0;OT;;False;Les Vernets, Genève;7135
Fr;15.02.2013;19:45;HC Davos;Kloten Flyers; 2:0; 2:0|0:0|0:0;;;False;Vaillant Arena, Davos;5375
Fr;15.02.2013;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 2:3; 0:0|2:1|0:1|0:1;OT;;False;Diners Club Arena, Rapperswil;4877
Fr;15.02.2013;19:45;HC Lugano;EV Zug; 3:4; 0:2|3:1|0:1;;;False;Pista Resega, Porza;4244
Sa;16.02.2013;19:45;SC Bern;EHC Biel; 3:0; 1:0|2:0|0:0;;;False;Postfinance Arena, Bern;16583
Sa;16.02.2013;19:45;EV Zug;HC Davos; 6:3; 2:0|3:1|1:2;;;False;BOSSARD Arena, Zug;7015
Sa;16.02.2013;19:45;HC Ambri-Piotta;Genève-Servette HC; 6:5; 2:3|2:1|1:1|1:0;SO;;False;Stadio Valascia, Ambri;3817
Sa;16.02.2013;19:45;Kloten Flyers;SC Rapperswil-Jona Lakers; 12:0; 3:0|4:0|5:0;;;False;Kolping Arena, Kloten;4938
Sa;16.02.2013;19:45;Fribourg-Gottéron;HC Lugano; 2:3; 0:1|1:2|1:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;16.02.2013;19:45;ZSC Lions;SCL Tigers; 4:2; 1:0|1:2|2:0;;;False;Hallenstadion AG, Zürich;8016
Di;19.02.2013;19:45;ZSC Lions;Kloten Flyers; 4:2; 2:1|0:1|2:0;;;False;Hallenstadion AG, Zürich;9253
Fr;22.02.2013;19:45;HC Davos;SC Bern; 5:4; 1:2|3:1|1:1;;;False;Vaillant Arena, Davos;5676
Fr;22.02.2013;19:45;Fribourg-Gottéron;Kloten Flyers; 4:3; 4:0|0:1|0:2;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Fr;22.02.2013;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 4:0; 1:0|2:0|1:0;;;False;Les Vernets, Genève;7135
Fr;22.02.2013;19:45;EV Zug;SCL Tigers; 2:4; 0:3|0:1|2:0;;;False;BOSSARD Arena, Zug;5923
Fr;22.02.2013;19:45;EHC Biel;ZSC Lions; 7:0; 1:0|4:0|2:0;;;False;Eisstadion, Biel-Bienne;4973
Fr;22.02.2013;20:15;HC Lugano;HC Ambri-Piotta; 0:4; 0:0|0:2|0:2;;;False;Pista Resega, Porza;7135
Sa;23.02.2013;19:45;SCL Tigers;EHC Biel; 2:4; 1:0|1:0|0:4;;;False;Ilfis Stadion, Langnau;5839
Sa;23.02.2013;19:45;ZSC Lions;HC Davos; 2:3; 0:0|1:1|1:2;;;False;Hallenstadion AG, Zürich;9344
Sa;23.02.2013;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 2:1; 0:0|0:1|1:0|1:0;SO;;False;Stadio Valascia, Ambri;1910
Sa;23.02.2013;19:45;Kloten Flyers;Genève-Servette HC; 5:0; 1:0|1:0|3:0;;;False;Kolping Arena, Kloten;5699
Sa;23.02.2013;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 3:4; 0:1|2:1|1:1|0:1;OT;;False;Diners Club Arena, Rapperswil;3827
Sa;23.02.2013;19:45;SC Bern;EV Zug; 4:5; 3:0|1:2|0:3;;;False;Postfinance Arena, Bern;16215
Di;26.02.2013;19:45;HC Davos;HC Ambri-Piotta; 7:3; 3:1|1:0|3:2;;;False;Vaillant Arena, Davos;4237
Di;26.02.2013;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 3:4; 0:2|2:1|1:1;;;False;Diners Club Arena, Rapperswil;3796
Di;26.02.2013;19:45;SCL Tigers;Genève-Servette HC; 1:3; 0:1|0:1|1:1;;;False;Ilfis Stadion, Langnau;4635
Di;26.02.2013;19:45;HC Lugano;Kloten Flyers; 2:1; 0:0|0:1|1:0|1:0;SO;;False;Pista Resega, Porza;4308
Di;26.02.2013;19:45;SC Bern;ZSC Lions; 2:7; 1:2|1:1|0:4;;;False;Postfinance Arena, Bern;15510
Di;26.02.2013;19:45;EHC Biel;EV Zug; 3:0; 3:0|0:0|0:0;;;False;Eisstadion, Biel-Bienne;5649
