R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
43;Kast Timothy;Genève-Servette HC;Stürmer;11;3;16;18.75;1.45
44;Forster Beat;HC Davos;Verteidiger;8;0;16;0;2.00
45;Vauclair Julien;HC Lugano;Verteidiger;12;2;15;13.33;1.25
46;Ulmer Stefan;HC Lugano;Verteidiger;12;1;15;6.67;1.25
47;Paulsson Marcus;HC Davos;Stürmer;6;1;15;6.67;2.50
48;Martschini Lino;EV Zug;Stürmer;4;0;15;0;3.75
49;Jörg Mauro;HC Davos;Stürmer;9;2;15;13.33;1.67
50;Hollenstein Denis;Kloten Flyers;Stürmer;4;0;15;0;3.75
51;Bykov Andrey;Fribourg-Gottéron;Stürmer;5;1;15;6.67;3.00
52;Bieber Matthias;Kloten Flyers;Stürmer;4;0;15;0;3.75
53;Axelsson Dick;HC Davos;Stürmer;9;2;15;13.33;1.67
54;Wieser Dino;HC Davos;Stürmer;9;2;14;14.29;1.56
55;Randegger Gian-Andrea;SC Bern;Verteidiger;14;0;14;0;1.00
56;Pyatt Tom;Genève-Servette HC;Stürmer;5;1;14;7.14;2.80
57;Jacquemet Arnaud;Genève-Servette HC;Stürmer;11;1;14;7.14;1.27
58;Grossmann Robin;EV Zug;Verteidiger;4;1;14;7.14;3.50
59;Berger Pascal;SC Bern;Stürmer;14;2;14;14.29;1.00
60;Antonietti Eliot;Genève-Servette HC;Verteidiger;11;2;14;14.29;1.27
61;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;5;1;13;7.69;2.60
62;Sannitz Raffaele;HC Lugano;Stürmer;15;1;13;7.69;0.87
63;Matthews Auston;ZSC Lions;Stürmer;4;0;13;0;3.25
64;Jobin David;SC Bern;Verteidiger;12;0;13;0;1.08
65;Immonen Jarkko;EV Zug;Stürmer;4;0;13;0;3.25
66;Suri Reto;EV Zug;Stürmer;4;1;12;8.33;3.00
67;Sprunger Julien;Fribourg-Gottéron;Stürmer;5;1;12;8.33;2.40
68;Plüss Benny;Fribourg-Gottéron;Stürmer;5;0;12;0;2.40
69;Kparghai Clarence;HC Lugano;Verteidiger;14;0;12;0;0.86
70;Holden Josh;EV Zug;Stürmer;4;1;12;8.33;3.00
71;Hirschi Steve;HC Lugano;Verteidiger;15;0;12;0;0.80
72;Herzog Fabrice;ZSC Lions;Stürmer;4;2;12;16.67;3.00
73;Gerber Roland;Genève-Servette HC;Stürmer;10;0;12;0;1.20
74;Gardner Ryan;Fribourg-Gottéron;Stürmer;5;0;12;0;2.40
75;Bouchard Pierre-Marc;EV Zug;Stürmer;4;3;12;25;3.00
76;Walser Samuel;HC Davos;Stürmer;8;1;11;9.09;1.38
77;Traber Tim;Genève-Servette HC;Stürmer;11;1;11;9.09;1.00
78;Picard Alexandre;Fribourg-Gottéron;Verteidiger;5;0;11;0;2.20
79;Mercier Jonathan;Genève-Servette HC;Verteidiger;9;0;11;0;1.22
80;Hischier Luca;SC Bern;Stürmer;9;0;11;0;1.22
81;Fritsche John;Fribourg-Gottéron;Stürmer;5;0;11;0;2.20
82;Fazzini Luca;HC Lugano;Stürmer;14;2;11;18.18;0.79
83;Blindenbacher Severin;ZSC Lions;Verteidiger;4;1;11;9.09;2.75
84;Baltisberger Chris;ZSC Lions;Stürmer;4;0;11;0;2.75
85;Suter Pius;ZSC Lions;Stürmer;4;1;10;10;2.50
86;Stapleton Tim;HC Lugano;Stürmer;5;1;10;10;2.00
87;Schneeberger Noah;HC Davos;Verteidiger;9;0;10;0;1.11
88;Rubin Daniel;Genève-Servette HC;Stürmer;7;0;10;0;1.43
89;Rod Noah;Genève-Servette HC;Stürmer;6;2;10;20;1.67
90;Gerber Beat;SC Bern;Verteidiger;13;0;10;0;0.77
91;Wick Roman;ZSC Lions;Stürmer;4;0;9;0;2.25
92;Simion Dario;HC Davos;Stürmer;9;1;9;11.11;1.00
93;Senteler Sven;EV Zug;Stürmer;4;0;9;0;2.25
94;Rathgeb Yannick;Fribourg-Gottéron;Verteidiger;5;0;9;0;1.80
95;Bergeron Marc-André;ZSC Lions;Verteidiger;3;1;9;11.11;3.00
96;Santala Tommi;Kloten Flyers;Stürmer;4;0;8;0;2.00
97;Paschoud Claude-C.;HC Davos;Verteidiger;9;0;8;0;0.89
98;Guerra Samuel;HC Davos;Verteidiger;9;0;8;0;0.89
99;Bürgler Dario;EV Zug;Stürmer;4;0;8;0;2.00
100;Blaser Yannick;EV Zug;Verteidiger;4;2;8;25;2.00
101;Picard Alexandre;HC Davos;Stürmer;4;1;7;14.29;1.75
102;Leone Robin;Kloten Flyers;Stürmer;4;0;7;0;1.75
103;Lammer Dominic;EV Zug;Stürmer;2;0;7;0;3.50
104;Kolarik Chad;Kloten Flyers;Stürmer;2;1;7;14.29;3.50
105;Iglesias Frédéric;Genève-Servette HC;Verteidiger;11;0;7;0;0.64
106;Heldner Fabian;HC Davos;Verteidiger;9;0;7;0;0.78
107;Geering Patrick;ZSC Lions;Verteidiger;4;0;7;0;1.75
108;Diem Nolan;EV Zug;Stürmer;4;0;7;0;1.75
109;Aeschlimann Marc;HC Davos;Stürmer;9;0;7;0;0.78
110;Zangger Sandro;EV Zug;Stürmer;4;0;6;0;1.50
111;Sheppard James;Kloten Flyers;Stürmer;4;1;6;16.67;1.50
112;Schnyder Fabian;EV Zug;Stürmer;4;0;6;0;1.50
113;Schlumpf Dominik;EV Zug;Verteidiger;4;1;6;16.67;1.50
114;Rundblad David;ZSC Lions;Verteidiger;4;0;6;0;1.50
115;Riat Damien;Genève-Servette HC;Stürmer;4;1;6;16.67;1.50
116;Reuille Sebastien;HC Lugano;Stürmer;15;1;6;16.67;0.40
117;Praplan Vincent;Kloten Flyers;Stürmer;4;1;6;16.67;1.50
118;Obrist Patrick;Kloten Flyers;Stürmer;4;0;6;0;1.50
119;Nilsson Robert;ZSC Lions;Stürmer;4;1;6;16.67;1.50
120;Neukom Benjamin;Fribourg-Gottéron;Stürmer;5;0;6;0;1.20
121;Mottet Killian;Fribourg-Gottéron;Stürmer;4;1;6;16.67;1.50
122;Malgin Denis;ZSC Lions;Stürmer;3;0;6;0;2.00
123;Künzle Mike;ZSC Lions;Stürmer;4;0;6;0;1.50
124;Kessler Tino;HC Davos;Stürmer;6;0;6;0;1.00
125;Kellenberger Steve;Kloten Flyers;Stürmer;4;1;6;16.67;1.50
126;Gustafsson Erik;Kloten Flyers;Verteidiger;4;0;6;0;1.50
127;Frick Lukas;Kloten Flyers;Verteidiger;4;2;6;33.33;1.50
128;Douay Floran;Genève-Servette HC;Stürmer;8;1;6;16.67;0.75
129;Shannon Ryan;ZSC Lions;Stürmer;3;1;5;20;1.67
130;Seger Mathias;ZSC Lions;Verteidiger;4;0;5;0;1.25
131;Ramholt Tim;EV Zug;Verteidiger;4;0;5;0;1.25
132;Peter Emanuel;EV Zug;Stürmer;4;0;5;0;1.25
133;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;5;0;5;0;1.00
134;Guggisberg Peter;Kloten Flyers;Stürmer;4;0;5;0;1.25
135;Glauser Andrea;Fribourg-Gottéron;Verteidiger;5;0;5;0;1.00
136;Alatalo Santeri;EV Zug;Verteidiger;4;0;5;0;1.25
137;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;5;1;5;20;1.00
138;Siegenthaler Jonas;ZSC Lions;Verteidiger;4;0;4;0;1.00
139;Olimb Mathis;Kloten Flyers;Stürmer;2;0;4;0;2.00
140;Ngoy Michael;Fribourg-Gottéron;Verteidiger;5;0;4;0;0.80
141;Morini Giovanni;HC Lugano;Stürmer;6;1;4;25;0.67
142;Kreis Samuel;SC Bern;Verteidiger;9;0;4;0;0.44
143;Keller Ryan;ZSC Lions;Stürmer;2;0;4;0;2.00
144;Corvi Enzo;HC Davos;Stürmer;5;1;4;25;0.80
145;Trachsler Morris;ZSC Lions;Stürmer;4;0;3;0;0.75
146;Reichert Marc;SC Bern;Stürmer;14;0;3;0;0.21
147;McGrath Evan;HC Davos;Stürmer;1;0;3;0;3.00
148;Liniger Michael;Kloten Flyers;Stürmer;4;0;3;0;0.75
149;Lemm Romano;Kloten Flyers;Stürmer;4;0;3;0;0.75
150;Kostner Diego;HC Lugano;Stürmer;14;1;3;33.33;0.21
151;Kienzle Lorenz;HC Lugano;Verteidiger;11;1;3;33.33;0.27
152;Dal Pian Giacomo;HC Lugano;Stürmer;9;0;3;0;0.33
153;Bärtschi Patrik;ZSC Lions;Stürmer;3;0;3;0;1.00
154;Wiedmer Sandro;SC Bern;Verteidiger;3;1;2;50;0.67
155;Wick Jeremy;Genève-Servette HC;Stürmer;2;1;2;50;1.00
156;Von Gunten Patrick;Kloten Flyers;Verteidiger;4;0;2;0;0.50
157;Vauclair Tristan;Fribourg-Gottéron;Stürmer;2;0;2;0;1.00
158;Sondell Daniel;EV Zug;Verteidiger;2;0;2;0;1.00
159;Smith Trevor;SC Bern;Stürmer;1;0;2;0;2.00
160;Schmutz Flavio;Fribourg-Gottéron;Stürmer;2;0;2;0;1.00
161;Schelling Philippe;Kloten Flyers;Verteidiger;4;0;2;0;0.50
162;Schäppi Reto;ZSC Lions;Stürmer;4;0;2;0;0.50
163;Rivera Christopher;Fribourg-Gottéron;Stürmer;5;0;2;0;0.40
164;Morant Johan;EV Zug;Verteidiger;1;0;2;0;2.00
165;Egli Chris;HC Davos;Stürmer;4;0;2;0;0.50
166;Cunti Luca;ZSC Lions;Stürmer;2;0;2;0;1.00
167;Stoop Lukas;Kloten Flyers;Verteidiger;4;0;1;0;0.25
168;Rapuzzi William;EV Zug;Stürmer;2;0;1;0;0.50
169;Rampazzo Ruben;HC Davos;Verteidiger;5;0;1;0;0.20
170;Müller Marco;SC Bern;Stürmer;5;0;1;0;0.20
171;Lüthi Simon;EV Zug;Verteidiger;3;0;1;0;0.33
172;Jung Sven;HC Davos;Verteidiger;5;0;1;0;0.20
173;Heinimann Thomas;Genève-Servette HC;Stürmer;5;0;1;0;0.20
174;Casutt Corsin;Kloten Flyers;Stürmer;4;0;1;0;0.25
175;Baltisberger Phil;ZSC Lions;Verteidiger;4;0;1;0;0.25
176;Zanatta Luca;Genève-Servette HC;Verteidiger;1;0;0;-;0.00
177;Wollgast Nigel;HC Lugano;Verteidiger;1;0;0;-;0.00
178;Sieber Lukas;EV Zug;Stürmer;2;0;0;-;0.00
179;Schlagenhauf Roman;HC Lugano;Stürmer;4;0;0;-;0.00
180;Sartori Riccardo;HC Lugano;Verteidiger;10;0;0;-;0.00
181;Romanenghi Matteo;HC Lugano;Stürmer;1;0;0;-;0.00
182;Primeau Josh;EV Zug;Stürmer;4;0;0;-;0.00
183;Neuenschwander Jan;ZSC Lions;Stürmer;3;0;0;-;0.00
184;Ness Martin;SC Bern;Stürmer;2;0;0;-;0.00
185;Maret Mathieu;Fribourg-Gottéron;Verteidiger;5;0;0;-;0.00
186;Marchon Nathan;Fribourg-Gottéron;Stürmer;1;0;0;-;0.00
187;Kindschi Simon;HC Davos;Verteidiger;4;0;0;-;0.00
188;Kämpf Marc;SC Bern;Stürmer;2;0;0;-;0.00
189;Harlacher Edson;Kloten Flyers;Verteidiger;3;0;0;-;0.00
190;Hächler Cedric;ZSC Lions;Verteidiger;1;0;0;-;0.00
191;Gähler Jorden;Kloten Flyers;Verteidiger;1;0;0;-;0.00
192;Collenberg Franco;Kloten Flyers;Verteidiger;2;0;0;-;0.00
193;Chuard Romain;Genève-Servette HC;Verteidiger;4;0;0;-;0.00
194;Camperchioli Luca;Fribourg-Gottéron;Verteidiger;1;0;0;-;0.00
195;Büsser Xeno;Kloten Flyers;Verteidiger;1;0;0;-;0.00
196;Back Rene;Kloten Flyers;Verteidiger;1;0;0;-;0.00
