R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
58;Forster Beat;HC Davos;Verteidiger;6;1;16;6.25;2.67
59;Casutt Corsin;Fribourg-Gottéron;Stürmer;7;3;16;18.75;2.29
60;Alston Jan;ZSC Lions;Stürmer;7;2;16;12.5;2.29
61;Savary Paul;Genève-Servette HC;Stürmer;17;4;15;26.67;0.88
62;Plüss Benny;Fribourg-Gottéron;Stürmer;5;3;15;20;3.00
63;Goren Lee;SC Bern;Stürmer;6;4;15;26.67;2.50
64;Gerber Beat;SC Bern;Verteidiger;15;2;15;13.33;1.00
65;Breitbach Robin;Genève-Servette HC;Verteidiger;20;0;15;0;0.75
66;Von Gunten Patrick;Kloten Flyers;Verteidiger;10;0;14;0;1.40
67;Marha Josef;HC Davos;Stürmer;6;1;14;7.14;2.33
68;Furrer Philippe;SC Bern;Verteidiger;15;0;14;0;0.93
69;Collenberg Franco;Fribourg-Gottéron;Verteidiger;7;0;14;0;2.00
70;Blaser Yannick;EV Zug;Verteidiger;13;0;14;0;1.08
71;Birbaum Alain;Fribourg-Gottéron;Verteidiger;7;1;14;7.14;2.00
72;Bell Mark;Kloten Flyers;Stürmer;10;1;14;7.14;1.40
73;Taticek Petr;HC Davos;Stürmer;6;3;13;23.08;2.17
74;Steinmann Janick;EV Zug;Stürmer;13;2;13;15.38;1.00
75;Pittis Domenico;ZSC Lions;Stürmer;5;2;13;15.38;2.60
76;Nummelin Petteri;HC Lugano;Verteidiger;4;0;13;0;3.25
77;Hürlimann Stefan;Genève-Servette HC;Stürmer;20;0;13;0;0.65
78;Hamilton Jeff;HC Lugano;Stürmer;4;0;13;0;3.25
79;Fischer Patrick;EV Zug;Verteidiger;13;1;13;7.69;1.00
80;Domenichelli Hnat;HC Lugano;Stürmer;4;0;13;0;3.25
81;Oppliger Patrick;EV Zug;Stürmer;13;0;12;0;0.92
82;Ngoy Michael;Fribourg-Gottéron;Verteidiger;7;0;12;0;1.71
83;Maurer Marco;Genève-Servette HC;Verteidiger;20;2;12;16.67;0.60
84;Lakhmatov Vitaly;Fribourg-Gottéron;Stürmer;7;0;12;0;1.71
85;Gardner Ryan;ZSC Lions;Stürmer;7;1;12;8.33;1.71
86;Gamache Simon;SC Bern;Stürmer;10;6;12;50;1.20
87;Forrest Justin;Kloten Flyers;Verteidiger;10;0;12;0;1.20
88;Knoepfli Michael;Fribourg-Gottéron;Stürmer;7;0;11;0;1.57
89;Hoehener Martin;Genève-Servette HC;Verteidiger;20;0;11;0;0.55
90;Bastl Mark;ZSC Lions;Stürmer;7;1;11;9.09;1.57
91;Aubin Serge;Fribourg-Gottéron;Stürmer;5;0;11;0;2.20
92;Suchy Radoslav;ZSC Lions;Verteidiger;7;0;10;0;1.43
93;Snell Wesley;EV Zug;Verteidiger;8;1;10;10;1.25
94;Meier Dominic;SC Bern;Verteidiger;13;1;10;10;0.77
95;Lemm Romano;HC Lugano;Stürmer;4;5;10;50;2.50
96;Krutov Alexei;ZSC Lions;Stürmer;7;3;10;30;1.43
97;Winkler Benjamin;Kloten Flyers;Verteidiger;10;2;9;22.22;0.90
98;Rothen Frederic;Kloten Flyers;Stürmer;9;1;9;11.11;1.00
99;Lüthi Fabian;EV Zug;Stürmer;13;2;9;22.22;0.69
100;Lindemann Sven;Kloten Flyers;Stürmer;10;2;9;22.22;0.90
101;Bodenmann Simon;Kloten Flyers;Stürmer;10;1;9;11.11;0.90
102;Ziegler Thomas;SC Bern;Stürmer;11;0;8;0;0.73
103;Wichser Adrian;ZSC Lions;Stürmer;7;2;8;25;1.14
104;Setzinger Oliver;HC Davos;Stürmer;5;1;8;12.5;1.60
105;Kellenberger Steve;Kloten Flyers;Stürmer;10;0;8;0;0.80
106;Jörg Mauro;HC Lugano;Stürmer;4;0;8;0;2.00
107;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;7;2;8;25;1.14
108;Wieser Marc;HC Davos;Stürmer;6;0;7;0;1.17
109;Vauclair Julien;HC Lugano;Verteidiger;4;0;7;0;1.75
110;Schelling Philippe;ZSC Lions;Verteidiger;5;1;7;14.29;1.40
111;Joggi Mathias;HC Davos;Stürmer;6;1;7;14.29;1.17
112;Heins Shawn;Fribourg-Gottéron;Verteidiger;3;1;7;14.29;2.33
113;Grauwiler Lukas;ZSC Lions;Stürmer;6;0;7;0;1.17
114;Donati Gianni;HC Davos;Stürmer;6;0;7;0;1.17
115;Carbis Daniel;HC Davos;Stürmer;4;0;7;0;1.75
116;Back Rene;HC Davos;Verteidiger;6;0;7;0;1.17
117;Zeiter Michel;Kloten Flyers;Stürmer;4;0;6;0;1.50
118;Vukovic Daniel;Genève-Servette HC;Verteidiger;20;0;6;0;0.30
119;Von Arx Reto;HC Davos;Stürmer;6;2;6;33.33;1.00
120;Vauclair Tristan;HC Lugano;Stürmer;4;2;6;33.33;1.50
121;Ramholt Tim;HC Davos;Verteidiger;6;0;6;0;1.00
122;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;7;0;6;0;0.86
123;Kress Michael;EV Zug;Verteidiger;10;0;6;0;0.60
124;Wirz Valentin;Fribourg-Gottéron;Stürmer;7;0;5;0;0.71
125;Schulthess Marc;Kloten Flyers;Verteidiger;10;0;5;0;0.50
126;Micheli Claudio;ZSC Lions;Stürmer;5;1;5;20;1.00
127;Meier Trevor;SC Bern;Stürmer;15;1;5;20;0.33
128;Jacquemet Arnaud;Kloten Flyers;Stürmer;10;0;5;0;0.50
129;Grossmann Robin;HC Davos;Verteidiger;6;1;5;20;0.83
130;Boumedienne Josef;EV Zug;Verteidiger;3;0;5;0;1.67
131;Wieser Dino;HC Davos;Stürmer;4;0;4;0;1.00
132;Sciaroni Gregory;HC Davos;Stürmer;6;0;4;0;0.67
133;Sannitz Raffaele;HC Lugano;Stürmer;4;1;4;25;1.00
134;Rizzi Sandro;HC Davos;Verteidiger;6;0;4;0;0.67
135;Pivron Pierrick;Genève-Servette HC;Stürmer;20;0;4;0;0.20
136;Murray Brady;HC Lugano;Stürmer;4;1;4;25;1.00
137;Hirschi Steve;HC Lugano;Verteidiger;4;0;4;0;1.00
138;Gerber Lukas;Fribourg-Gottéron;Verteidiger;7;0;4;0;0.57
139;Geering Patrick;ZSC Lions;Verteidiger;7;0;4;0;0.57
140;Botter Cédric;Fribourg-Gottéron;Stürmer;5;0;4;0;0.80
141;Akerman Johan;HC Lugano;Verteidiger;3;0;4;0;1.33
142;Tallarini Alan;HC Davos;Verteidiger;6;0;3;0;0.50
143;Schnyder Daniel;ZSC Lions;Verteidiger;7;0;3;0;0.43
144;Schefer Marc;EV Zug;Verteidiger;12;0;3;0;0.25
145;Reist Alain;ZSC Lions;Verteidiger;7;0;3;0;0.43
146;Bühler Cyrill;ZSC Lions;Stürmer;7;0;3;0;0.43
147;Thomas Bill;HC Lugano;Stürmer;2;0;2;0;1.00
148;Schlagenhauf Roman;HC Lugano;Stürmer;4;0;2;0;0.50
149;Romy Kevin;HC Lugano;Stürmer;2;0;2;0;1.00
150;Robitaille Randy;HC Lugano;Stürmer;3;0;2;0;0.67
151;Lauper Adrien;Fribourg-Gottéron;Stürmer;7;0;2;0;0.29
152;Kostovic Dario;ZSC Lions;Stürmer;3;0;2;0;0.67
153;Helbling Timo;HC Lugano;Verteidiger;4;0;2;0;0.50
154;Gartmann Dario;HC Davos;Stürmer;1;0;2;0;2.00
155;Conne Flavien;HC Lugano;Stürmer;4;0;2;0;0.50
156;Von Arx Jan;HC Davos;Verteidiger;6;0;1;0;0.17
157;Untersander Ramon;HC Davos;Verteidiger;2;0;1;0;0.50
158;Stettler Martin;SC Bern;Verteidiger;9;0;1;0;0.11
159;Salmonsson Johannes;HC Davos;Stürmer;1;0;1;0;1.00
160;Ryser Sven;ZSC Lions;Stürmer;4;0;1;0;0.25
161;Nodari Matteo;HC Lugano;Verteidiger;4;0;1;0;0.25
162;Näser Andy;HC Lugano;Stürmer;4;0;1;0;0.25
163;Lüssy Silvan;HC Davos;Stürmer;3;0;1;0;0.33
164;Loeffel Romain;Fribourg-Gottéron;Verteidiger;6;0;1;0;0.17
165;Kamber Oliver;HC Lugano;Stürmer;4;0;1;0;0.25
166;Hasani Adam;Fribourg-Gottéron;Stürmer;2;0;1;0;0.50
167;Bodemann Yanick;EV Zug;Stürmer;13;1;1;100;0.08
168;Wellinger Thomas;HC Davos;Verteidiger;4;0;0;-;0.00
169;Voisard Gaetan;Fribourg-Gottéron;Verteidiger;3;0;0;-;0.00
170;Stoffel Andri;ZSC Lions;Verteidiger;2;0;0;-;0.00
171;Signoretti André;ZSC Lions;Verteidiger;2;0;0;-;0.00
172;Sidler Patrick;Kloten Flyers;Verteidiger;10;0;0;-;0.00
173;Rytz Philippe;SC Bern;Verteidiger;4;0;0;-;0.00
174;Profico Leandro;HC Lugano;Verteidiger;2;0;0;-;0.00
175;Müller Yves;Kloten Flyers;Verteidiger;5;0;0;-;0.00
176;Müller Pascal;ZSC Lions;Verteidiger;7;0;0;-;0.00
177;Loichat Michaël;EV Zug;Stürmer;6;0;0;-;0.00
178;Leblanc Robin;Fribourg-Gottéron;Stürmer;1;0;0;-;0.00
179;Kienzle Lorenz;ZSC Lions;Verteidiger;3;0;0;-;0.00
180;Fischer Jannik;EV Zug;Verteidiger;3;0;0;-;0.00
181;Chiesa Alessandro;HC Lugano;Verteidiger;4;0;0;-;0.00
182;Bonnet Julien;Kloten Flyers;Verteidiger;2;0;0;-;0.00
183;Barbero Victor;Genève-Servette HC;Stürmer;3;0;0;-;0.00
184;Banham Frank;Genève-Servette HC;Stürmer;2;0;0;-;0.00
185;Antonietti Benjamin;Genève-Servette HC;Stürmer;5;0;0;-;0.00
