R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
63;Rod Noah;Genève-Servette HC;Stürmer;10;2;1;3;0.30;6;-4
64;Wieser Dino;HC Davos;Stürmer;15;2;1;3;0.20;30;4
65;Froidevaux Etienne;Lausanne HC;Stürmer;7;2;1;3;0.43;2;1
66;Kostner Diego;HC Lugano;Stürmer;6;1;2;3;0.50;2;-2
67;Bertschy Christoph;SC Bern;Stürmer;7;1;2;3;0.43;0;-3
68;Hirschi Steve;HC Lugano;Verteidiger;6;1;2;3;0.50;2;1
69;Neuenschwander Jan;ZSC Lions;Stürmer;14;1;2;3;0.21;0;1
70;Walker Julian;HC Lugano;Stürmer;6;1;2;3;0.50;4;3
71;Herzog Fabrice;EV Zug;Stürmer;6;0;3;3;0.50;0;0
72;Andersson Calle;HC Lugano;Verteidiger;6;0;3;3;0.50;0;0
73;Antonietti Eliot;Genève-Servette HC;Verteidiger;10;0;3;3;0.30;4;-1
74;Tallinder Henrik;ZSC Lions;Verteidiger;18;0;3;3;0.17;24;0
75;Rossi Matthias;EHC Biel;Stürmer;7;2;0;2;0.29;2;-3
76;Bürgler Dario;EV Zug;Stürmer;6;1;1;2;0.33;0;-1
77;Chiesa Alessandro;HC Lugano;Verteidiger;6;1;1;2;0.33;6;0
78;Earl Robbie;EV Zug;Stürmer;6;1;1;2;0.33;4;-5
79;Mieville Alain;Lausanne HC;Stürmer;7;1;1;2;0.29;25;-1
80;Sannitz Raffaele;HC Lugano;Stürmer;6;1;1;2;0.33;2;-1
81;Spylo Ahren;EHC Biel;Stürmer;7;1;1;2;0.29;6;-4
82;Steinmann Janick;HC Lugano;Stürmer;6;1;1;2;0.33;2;4
83;Von Arx Reto;HC Davos;Stürmer;4;1;1;2;0.50;2;0
84;Louhivaara Ossi;Lausanne HC;Stürmer;7;1;1;2;0.29;0;-1
85;Lüthi Simon;EV Zug;Verteidiger;3;1;1;2;0.67;2;0
86;Mercier Jonathan;Genève-Servette HC;Verteidiger;12;1;1;2;0.17;4;0
87;Ritchie Byron;SC Bern;Stürmer;11;1;1;2;0.18;6;0
88;Vukovic Daniel;Genève-Servette HC;Verteidiger;12;1;1;2;0.17;2;2
89;Wetzel Philipp;EHC Biel;Stürmer;7;1;1;2;0.29;2;-1
90;Hytönen Juha-Pekka;Lausanne HC;Stürmer;7;0;2;2;0.29;4;-1
91;Kamber Oliver;EHC Biel;Stürmer;7;0;2;2;0.29;2;-1
92;Repik Michal;EV Zug;Stürmer;3;0;2;2;0.67;0;0
93;Scherwey Tristan;SC Bern;Stürmer;11;0;2;2;0.18;4;0
94;Von Arx Jan;HC Davos;Verteidiger;14;0;2;2;0.14;4;-1
95;Ruefenacht Thomas;SC Bern;Stürmer;11;0;2;2;0.18;4;-5
96;Siegenthaler Jonas;ZSC Lions;Verteidiger;18;0;2;2;0.11;4;2
97;Suri Reto;EV Zug;Stürmer;6;0;2;2;0.33;4;0
98;Tschantré Mathieu;EHC Biel;Stürmer;7;0;2;2;0.29;4;1
99;Kienzle Lorenz;HC Lugano;Verteidiger;6;0;2;2;0.33;0;2
100;Berger Pascal;SC Bern;Stürmer;11;1;0;1;0.09;0;-1
101;Fey Kevin;EHC Biel;Verteidiger;7;1;0;1;0.14;4;-2
102;Gardner Ryan;SC Bern;Stürmer;11;1;0;1;0.09;2;-2
103;Herren Yannick;Lausanne HC;Stürmer;7;1;0;1;0.14;4;0
104;Jacquemet Arnaud;Genève-Servette HC;Stürmer;12;1;0;1;0.08;4;-4
105;Kindschi Simon;HC Davos;Verteidiger;10;1;0;1;0.10;12;3
106;Leeger Larri;Lausanne HC;Verteidiger;7;1;0;1;0.14;2;-2
107;Maurer Marco;HC Lugano;Verteidiger;6;1;0;1;0.17;4;0
108;Peter Emanuel;EHC Biel;Stürmer;7;1;0;1;0.14;2;-1
109;Samson Jérôme;EHC Biel;Stürmer;6;1;0;1;0.17;0;-1
110;Alatalo Santeri;EV Zug;Verteidiger;6;0;1;1;0.17;6;-1
111;Berthon Eliot;EHC Biel;Stürmer;4;0;1;1;0.25;0;1
112;Fazzini Luca;HC Lugano;Stürmer;4;0;1;1;0.25;0;0
113;Genazzi Joël;Lausanne HC;Verteidiger;7;0;1;1;0.14;4;-3
114;Gerber Beat;SC Bern;Verteidiger;11;0;1;1;0.09;4;-3
115;Gerber Roland;Genève-Servette HC;Stürmer;12;0;1;1;0.08;4;-4
116;Kast Timothy;Genève-Servette HC;Stürmer;12;0;1;1;0.08;0;-8
117;Kobasew Chuck;SC Bern;Stürmer;3;0;1;1;0.33;4;1
118;Kparghai Clarence;HC Lugano;Verteidiger;6;0;1;1;0.17;0;1
119;Lammer Dominic;EV Zug;Stürmer;4;0;1;1;0.25;2;0
120;Lardi Federico;Lausanne HC;Verteidiger;6;0;1;1;0.17;0;0
121;Lombardi Matthew;Genève-Servette HC;Stürmer;1;0;1;1;1.00;0;-1
122;Randegger Flurin;SC Bern;Verteidiger;10;0;1;1;0.10;2;-2
123;Romy Kevin;Genève-Servette HC;Stürmer;6;0;1;1;0.17;0;-5
124;Simek Juraj;HC Lugano;Stürmer;6;0;1;1;0.17;18;-3
125;Sutter Fabian;EV Zug;Stürmer;6;0;1;1;0.17;4;0
126;Antonietti Benjamin;Lausanne HC;Stürmer;7;0;1;1;0.14;2;-1
127;Brunner Damien;HC Lugano;Stürmer;3;0;1;1;0.33;0;-2
128;Conz Florian;Lausanne HC;Stürmer;7;0;1;1;0.14;6;0
129;Grossmann Robin;EV Zug;Verteidiger;6;0;1;1;0.17;2;-1
130;Heldner Fabian;HC Davos;Verteidiger;12;0;1;1;0.08;0;0
131;Iglesias Frédéric;Genève-Servette HC;Verteidiger;12;0;1;1;0.08;2;-1
132;Jecker Benoit;EHC Biel;Verteidiger;7;0;1;1;0.14;0;1
133;Jelovac Igor;EHC Biel;Verteidiger;7;0;1;1;0.14;4;3
134;Moser Christian;EHC Biel;Verteidiger;3;0;1;1;0.33;0;1
135;Moser Simon;SC Bern;Stürmer;11;0;1;1;0.09;4;-2
136;Schlumpf Dominik;EV Zug;Verteidiger;6;0;1;1;0.17;2;-3
137;Schnyder Fabian;EV Zug;Stürmer;6;0;1;1;0.17;0;-1
138;Smith Derek;ZSC Lions;Verteidiger;5;0;1;1;0.20;6;5
139;Sondell Daniel;EV Zug;Verteidiger;5;0;1;1;0.20;2;-4
140;Stalder Ralph;Lausanne HC;Verteidiger;7;0;1;1;0.14;2;0
141;Vauclair Julien;HC Lugano;Verteidiger;6;0;1;1;0.17;6;2
142;Augsburger Gaëtan;Lausanne HC;Stürmer;5;0;0;0;0.00;0;0
143;Bachofner Jérôme;ZSC Lions;Stürmer;1;0;0;0;0.00;2;0
144;Berger Alain;SC Bern;Stürmer;11;0;0;0;0.00;4;-3
145;Bertaggia Alessio;HC Lugano;Stürmer;6;0;0;0;0.00;0;-3
146;Cadonau Claudio;EHC Biel;Verteidiger;7;0;0;0;0.00;0;-2
147;Christen Björn;EV Zug;Stürmer;6;0;0;0;0.00;0;-3
148;Dal Pian Giacomo;HC Lugano;Stürmer;1;0;0;0;0.00;0;0
149;Deruns Thomas;Lausanne HC;Stürmer;7;0;0;0;0.00;4;-2
150;Douay Floran;Genève-Servette HC;Stürmer;12;0;0;0;0.00;6;-5
151;Dünner Nico;EV Zug;Stürmer;2;0;0;0;0.00;2;-2
152;Dupertuis Joey;Genève-Servette HC;Verteidiger;5;0;0;0;0.00;0;0
153;Erni Samuel;EV Zug;Verteidiger;4;0;0;0;0.00;2;0
154;Fischer Jannik;Lausanne HC;Verteidiger;6;0;0;0;0.00;0;-1
155;Fritsche Dan;ZSC Lions;Stürmer;3;0;0;0;0.00;0;0
156;Genoway Colby;Lausanne HC;Stürmer;6;0;0;0;0.00;0;0
157;Gobbi John;Lausanne HC;Verteidiger;7;0;0;0;0.00;8;-1
158;Gossweiler Manuel;EHC Biel;Verteidiger;4;0;0;0;0.00;0;-2
159;Impose Auguste;Genève-Servette HC;Stürmer;5;0;0;0;0.00;0;-1
160;Jobin David;SC Bern;Verteidiger;9;0;0;0;0.00;0;1
161;Joggi Mathias;EHC Biel;Stürmer;3;0;0;0;0.00;2;-2
162;Karrer Roger;ZSC Lions;Verteidiger;1;0;0;0;0.00;0;0
163;Kreis Samuel;SC Bern;Verteidiger;11;0;0;0;0.00;4;0
164;Krueger Justin;SC Bern;Verteidiger;9;0;0;0;0.00;2;-1
165;Loichat Michaël;SC Bern;Stürmer;3;0;0;0;0.00;0;-1
166;Morant Johan;EV Zug;Verteidiger;5;0;0;0;0.00;2;1
167;Müller Marco;SC Bern;Stürmer;2;0;0;0;0.00;0;0
168;Neuenschwander Caryl;Lausanne HC;Stürmer;7;0;0;0;0.00;0;-1
169;Nodari Matteo;Lausanne HC;Verteidiger;4;0;0;0;0.00;0;0
170;Paakkolanvaara Tommi;HC Lugano;Stürmer;1;0;0;0;0.00;0;0
171;Ramholt Tim;EV Zug;Verteidiger;6;0;0;0;0.00;0;-1
172;Reichert Marc;SC Bern;Stürmer;11;0;0;0;0.00;4;-2
173;Rivera Christopher;Genève-Servette HC;Stürmer;4;0;0;0;0.00;0;0
174;Rytz Philippe;Lausanne HC;Verteidiger;5;0;0;0;0.00;0;-2
175;Sartori Riccardo;HC Lugano;Verteidiger;1;0;0;0;0.00;0;0
176;Savary Paul;Lausanne HC;Stürmer;2;0;0;0;0.00;2;0
177;Schmuckli Florian;ZSC Lions;Verteidiger;4;0;0;0;0.00;4;0
178;Schnyder Daniel;ZSC Lions;Verteidiger;10;0;0;0;0.00;0;0
179;Senteler Sven;ZSC Lions;Stürmer;9;0;0;0;0.00;2;-2
180;Stämpfli David;EV Zug;Verteidiger;1;0;0;0;0.00;0;0
181;Steiner Nicholas;EHC Biel;Verteidiger;7;0;0;0;0.00;2;1
182;Stoffel Andri;ZSC Lions;Verteidiger;9;0;0;0;0.00;0;-1
183;St-Pierre Martin;Lausanne HC;Stürmer;1;0;0;0;0.00;0;0
184;Traber Tim;Genève-Servette HC;Stürmer;5;0;0;0;0.00;2;-3
185;Trutmann Dario;Genève-Servette HC;Verteidiger;12;0;0;0;0.00;0;-5
186;Tschannen Stefan;Lausanne HC;Stürmer;2;0;0;0;0.00;0;0
187;Ulmann Tim;Lausanne HC;Stürmer;5;0;0;0;0.00;0;0
188;Ulmer Stefan;HC Lugano;Verteidiger;3;0;0;0;0.00;4;-1
189;Umicevic Dragan;EHC Biel;Stürmer;1;0;0;0;0.00;0;-1
190;Untersander Ramon;EHC Biel;Verteidiger;7;0;0;0;0.00;0;1
191;Wellinger Thomas;EHC Biel;Verteidiger;7;0;0;0;0.00;2;-3
192;Wiedmer Sandro;SC Bern;Verteidiger;4;0;0;0;0.00;0;0
193;Zangger Sandro;EV Zug;Stürmer;5;0;0;0;0.00;0;-5
