R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
80;Bezina Goran;Genève-Servette HC;Verteidiger;12;0;4;3;1;0;0;2;0;2;0;0
81;Geering Patrick;ZSC Lions;Verteidiger;16;0;4;1;3;0;0;4;0;0;0;0
82;Schäppi Reto;ZSC Lions;Stürmer;18;0;3;3;0;0;0;3;0;0;0;0
83;Stoop Lukas;Kloten Flyers;Verteidiger;9;0;3;2;1;0;0;3;0;0;0;0
84;Von Arx Reto;HC Davos;Stürmer;3;0;3;1;2;0;0;1;0;2;0;0
85;Mercier Jonathan;Genève-Servette HC;Verteidiger;12;0;3;1;2;0;0;3;0;0;0;0
86;Koistinen Ville;HC Davos;Verteidiger;6;0;3;1;2;0;0;1;0;2;0;0
87;Tabacek Jan;ZSC Lions;Verteidiger;4;0;2;2;0;0;0;1;0;1;0;0
88;Genoway Colby;Lausanne HC;Stürmer;7;0;2;2;0;0;0;0;0;2;0;0
89;Corvi Enzo;HC Davos;Stürmer;6;0;2;2;0;0;0;1;0;1;0;0
90;Lindgren Perttu;HC Davos;Stürmer;6;0;2;1;1;0;0;0;0;2;0;0
91;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;10;0;2;0;2;0;0;2;0;0;0;0
92;Randegger Gian-Andrea;Kloten Flyers;Verteidiger;16;0;2;0;2;0;0;2;0;0;0;0
93;Ngoy Michael;Fribourg-Gottéron;Verteidiger;10;0;2;0;2;0;0;2;0;0;0;0
94;Gerber Roland;Genève-Servette HC;Stürmer;12;0;2;0;2;0;0;2;0;0;0;0
95;Wieser Dino;HC Davos;Stürmer;6;0;1;1;0;0;0;1;0;0;0;0
96;Ness Martin;Fribourg-Gottéron;Stürmer;10;0;1;1;0;0;0;1;0;0;0;0
97;Mieville Alain;HC Ambri-Piotta;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
98;Micflikier Jacob;HC Lugano;Stürmer;2;0;1;1;0;0;0;0;0;1;0;0
99;Leeger Larri;Lausanne HC;Verteidiger;7;0;1;1;0;0;0;1;0;0;0;0
100;Fritsche John;Fribourg-Gottéron;Stürmer;10;0;1;1;0;0;0;1;0;0;0;0
101;Antonietti Eliot;Genève-Servette HC;Verteidiger;12;0;1;1;0;0;0;1;0;0;0;0
102;Williams Jason;HC Ambri-Piotta;Stürmer;2;0;1;0;1;0;0;0;0;1;0;0
103;Vauclair Julien;HC Lugano;Verteidiger;5;0;1;0;1;0;0;0;0;1;0;0
104;Senteler Sven;ZSC Lions;Stürmer;15;0;1;0;1;0;0;1;0;0;0;0
105;Schnyder Daniel;ZSC Lions;Verteidiger;18;0;1;0;1;0;0;1;0;0;0;0
106;Schelling Philippe;Kloten Flyers;Verteidiger;16;0;1;0;1;0;0;1;0;0;0;0
107;Lehtonen Mikko;HC Lugano;Stürmer;2;0;1;0;1;0;0;0;0;1;0;0
108;Hirschi Steve;HC Lugano;Verteidiger;5;0;1;0;1;0;0;1;0;0;0;0
109;Gobbi John;Lausanne HC;Verteidiger;7;0;1;0;1;0;0;0;0;1;0;0
110;Walsky Eric;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
111;Walser Samuel;HC Davos;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
112;Walker Julian;HC Lugano;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
113;Von Arx Jan;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
114;Trunz Adrian;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
115;Taticek Petr;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
116;Stalder Ralph;Lausanne HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
117;Stafford Garrett;Genève-Servette HC;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
118;Sieber Lukas;HC Davos;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
119;Sidler Patrick;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
120;Seydoux Philippe;Lausanne HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
121;Sciaroni Gregory;HC Davos;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
122;Schneeberger Noah;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
123;Schlagenhauf Roman;HC Ambri-Piotta;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
124;Savary Paul;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
125;Ryser Sven;HC Davos;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
126;Rizzi Sandro;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
127;Reuille Sebastien;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
128;Reist Alain;Lausanne HC;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
129;Ranov Anton;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
130;Primeau Josh;Lausanne HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
131;Pedretti Marco;HC Ambri-Piotta;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
132;Noreau Maxim;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
133;Nordlund Markus;HC Ambri-Piotta;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
134;Neuenschwander Caryl;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
135;Murray Brady;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
136;McLean Brett;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
137;Maurer Marco;HC Lugano;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
138;Lhotak Lukas;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
139;Leone Robin;Kloten Flyers;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
140;Lemm Aurelio;Kloten Flyers;Stürmer;12;0;0;0;0;0;0;0;0;0;0;0
141;Lauper Adrien;Fribourg-Gottéron;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
142;Lardi Federico;Lausanne HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
143;Kutlak Zdenek;HC Davos;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
144;Künzle Mike;ZSC Lions;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
145;Kparghai Clarence;HC Lugano;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
146;Kostner Diego;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
147;Kobach Reto;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
148;Kienzle Lorenz;HC Lugano;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
149;Kast Timothy;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
150;Jacquemet Arnaud;Genève-Servette HC;Stürmer;12;0;0;0;0;0;0;0;0;0;0;0
151;Iglesias Frédéric;Genève-Servette HC;Verteidiger;12;0;0;0;0;0;0;0;0;0;0;0
152;Hoffmann Luka;Kloten Flyers;Stürmer;13;0;0;0;0;0;0;0;0;0;0;0
153;Herren Yannick;Kloten Flyers;Stürmer;16;0;0;0;0;0;0;0;0;0;0;0
154;Heikkinen Ilkka;HC Lugano;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
155;Hasani Adam;Fribourg-Gottéron;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
156;Hächler Cedric;ZSC Lions;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
157;Guggisberg Peter;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
158;Guerra Samuel;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
159;Grossmann Robin;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
160;Grieder Marc;HC Ambri-Piotta;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
161;Grassi Daniele;HC Ambri-Piotta;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
162;Genazzi Joël;Lausanne HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
163;Gautschi Marc;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
164;Gailland Jérémy;Lausanne HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
165;Froidevaux Etienne;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
166;Frick Lukas;Kloten Flyers;Verteidiger;16;0;0;0;0;0;0;0;0;0;0;0
167;Fischer Simon;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
168;Fischer Jannik;Lausanne HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
169;Fazzini Luca;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
170;El Assaoui Sami;HC Ambri-Piotta;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
171;Duca Paolo;HC Ambri-Piotta;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
172;Dal Pian Giacomo;HC Lugano;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
173;Conz Florian;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
174;Conne Flavien;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
175;Chavaillaz Benjamin;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
176;Camperchioli Luca;HC Davos;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
177;Burki Codey;Lausanne HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
178;Blatter Florian;HC Lugano;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
179;Birbaum Alain;Fribourg-Gottéron;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
180;Bianchi Elias;HC Ambri-Piotta;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
181;Back Rene;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
182;Augsburger Gaëtan;Lausanne HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
183;Aeschlimann Marc;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
184;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
