R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
23;Rintanen Kimmo;Kloten Flyers;Stürmer;16;3;2;0;2;2;3;1;0;1;0;0
24;Wieser Marc;HC Davos;Stürmer;14;3;1;1;0;2;3;1;0;0;0;0
25;Schnyder Fabian;EV Zug;Stürmer;10;3;1;1;0;0;2;1;0;0;1;0
26;Luomala Marko;Kloten Flyers;Stürmer;14;3;1;1;0;0;2;0;1;1;0;0
27;McLean Brett;SC Bern;Stürmer;6;3;0;0;0;0;1;0;2;0;0;0
28;Von Gunten Patrick;Kloten Flyers;Verteidiger;18;2;10;6;4;0;0;7;2;3;0;0
29;Metropolit Glen;EV Zug;Stürmer;10;2;10;6;4;1;1;4;1;6;0;0
30;Christen Björn;EV Zug;Stürmer;10;2;5;1;4;0;1;3;1;2;0;0
31;Wieser Dino;HC Davos;Stürmer;14;2;4;3;1;0;2;3;0;1;0;0
32;Pothier Brian;Genève-Servette HC;Verteidiger;6;2;4;3;1;0;1;2;1;2;0;0
33;Dubé Christian;SC Bern;Stürmer;11;2;4;2;2;1;2;2;0;2;0;0
34;Kellenberger Steve;Kloten Flyers;Stürmer;18;2;4;1;3;0;2;3;0;0;0;1
35;Grossmann Robin;HC Davos;Verteidiger;14;2;4;1;3;0;1;3;1;1;0;0
36;Diaz Raphael;EV Zug;Verteidiger;10;2;4;0;4;0;2;1;0;2;0;1
37;Pittis Domenico;ZSC Lions;Stürmer;5;2;3;2;1;0;1;1;1;2;0;0
38;Bodenmann Simon;Kloten Flyers;Stürmer;18;2;3;2;1;1;2;3;0;0;0;0
39;Bieber Matthias;Kloten Flyers;Stürmer;18;2;3;2;1;0;1;1;1;2;0;0
40;Rizzi Sandro;HC Davos;Verteidiger;14;2;3;1;2;0;0;3;1;0;1;0
41;Lindemann Sven;EV Zug;Stürmer;10;2;3;1;2;0;2;3;0;0;0;0
42;Fischer Patrick;EV Zug;Verteidiger;10;2;3;1;2;0;0;3;2;0;0;0
43;Sciaroni Gregory;HC Davos;Stürmer;14;2;2;2;0;1;2;2;0;0;0;0
44;Nolan Owen;ZSC Lions;Stürmer;5;2;2;2;0;0;1;0;1;2;0;0
45;Deruns Thomas;SC Bern;Stürmer;11;2;2;2;0;0;2;2;0;0;0;0
46;Froidevaux Etienne;SC Bern;Stürmer;11;2;2;1;1;0;1;1;1;1;0;0
47;Park Richard;Genève-Servette HC;Stürmer;3;2;1;1;0;0;2;1;0;0;0;0
48;Ambühl Andres;ZSC Lions;Stürmer;5;2;1;1;0;0;0;0;2;1;0;0
49;Rubin Daniel;Genève-Servette HC;Stürmer;5;2;1;0;1;1;1;0;1;1;0;0
50;Plüss Benny;Fribourg-Gottéron;Stürmer;4;2;0;0;0;0;2;0;0;0;0;0
51;Moser Simon;SCL Tigers;Stürmer;4;2;0;0;0;0;0;0;2;0;0;0
52;Von Arx Reto;HC Davos;Stürmer;14;1;11;7;4;0;1;4;0;7;0;0
53;Gardner Ryan;SC Bern;Stürmer;11;1;10;6;4;0;0;4;1;6;0;0
54;Toms Jeff;Genève-Servette HC;Stürmer;6;1;5;4;1;0;0;4;1;1;0;0
55;Sejna Peter;HC Davos;Stürmer;7;1;5;3;2;0;1;2;0;3;0;0
56;Lemm Romano;Kloten Flyers;Stürmer;16;1;5;3;2;0;1;4;0;1;0;0
57;Du Bois Felicien;Kloten Flyers;Verteidiger;18;1;5;3;2;0;0;1;1;4;0;0
58;Wozniewski Andy;EV Zug;Verteidiger;10;1;4;4;0;0;1;3;0;1;0;0
59;Ramholt Tim;HC Davos;Verteidiger;14;1;4;2;2;0;0;4;1;0;0;0
60;Salmelainen Tony;Genève-Servette HC;Stürmer;6;1;4;1;3;0;1;3;0;1;0;0
61;Jacquemet Arnaud;Kloten Flyers;Stürmer;18;1;3;3;0;0;1;2;0;0;0;1
62;Holden Josh;EV Zug;Stürmer;6;1;3;3;0;0;1;1;0;2;0;0
63;Joggi Mathias;HC Davos;Stürmer;14;1;3;2;1;1;1;3;0;0;0;0
64;Goren Lee;SC Bern;Stürmer;7;1;3;1;2;0;0;3;1;0;0;0
65;Stoop Lukas;HC Davos;Verteidiger;14;1;2;2;0;1;1;2;0;0;0;0
66;Sykora Petr;HC Davos;Stürmer;9;1;2;1;1;1;0;0;0;2;1;0
67;Heins Shawn;Fribourg-Gottéron;Verteidiger;4;1;2;1;1;0;0;2;1;0;0;0
68;Seger Mathias;ZSC Lions;Verteidiger;5;1;1;1;0;0;1;1;0;0;0;0
69;Savary Paul;Genève-Servette HC;Stürmer;6;1;1;1;0;0;1;0;0;1;0;0
70;Pelletier Pascal;SCL Tigers;Stürmer;4;1;1;1;0;0;1;0;0;1;0;0
71;Lüthi Fabian;EV Zug;Stürmer;10;1;1;1;0;0;1;1;0;0;0;0
72;Haas Lukas;SCL Tigers;Stürmer;4;1;1;1;0;0;1;1;0;0;0;0
73;Cadieux Jan;Genève-Servette HC;Stürmer;6;1;1;1;0;0;0;1;0;0;1;0
74;Walser Samuel;Kloten Flyers;Stürmer;17;1;1;0;1;0;1;1;0;0;0;0
75;Ruefenacht Thomas;EV Zug;Stürmer;10;1;1;0;1;1;1;1;0;0;0;0
76;Camichel Duri;EV Zug;Stürmer;10;1;1;0;1;0;1;1;0;0;0;0
77;Berger Pascal;SC Bern;Stürmer;11;1;1;0;1;1;1;1;0;0;0;0
78;Simek Juraj;Genève-Servette HC;Stürmer;5;1;0;0;0;0;0;0;1;0;0;0
79;Randegger Flurin;Genève-Servette HC;Verteidiger;6;1;0;0;0;0;0;0;1;0;0;0
80;Neuenschwander Caryl;SC Bern;Stürmer;11;1;0;0;0;0;1;0;0;0;0;0
81;Loeffel Romain;Fribourg-Gottéron;Verteidiger;4;1;0;0;0;0;1;0;0;0;0;0
82;Leblanc Robin;Fribourg-Gottéron;Stürmer;1;1;0;0;0;0;0;0;1;0;0;0
83;Keller Samuel;Kloten Flyers;Stürmer;10;1;0;0;0;0;1;0;0;0;0;0
84;Brooks Brendan;SCL Tigers;Stürmer;3;1;0;0;0;0;0;0;1;0;0;0
85;Winkler Benjamin;Kloten Flyers;Verteidiger;17;0;5;2;3;0;0;5;0;0;0;0
86;Kwiatkowski Joel;SC Bern;Verteidiger;10;0;4;3;1;0;0;1;0;3;0;0
87;Furrer Philippe;SC Bern;Verteidiger;11;0;4;1;3;0;0;2;0;2;0;0
88;Oppliger Patrick;EV Zug;Stürmer;9;0;3;3;0;0;0;2;0;0;0;1
89;Murphy Cory;ZSC Lions;Verteidiger;5;0;3;2;1;0;0;1;0;2;0;0
90;Jobin David;SC Bern;Verteidiger;11;0;3;1;2;0;0;1;0;2;0;0
91;Westcott Duvie;ZSC Lions;Verteidiger;5;0;3;0;3;0;0;1;0;2;0;0
92;Di Pietro Paul;EV Zug;Stürmer;10;0;3;0;3;0;0;2;0;1;0;0
93;Sutter Fabian;EV Zug;Stürmer;10;0;2;2;0;0;0;2;0;0;0;0
94;Blum Eric-Ray;Kloten Flyers;Verteidiger;18;0;2;2;0;0;0;2;0;0;0;0
95;Von Arx Jan;HC Davos;Verteidiger;14;0;2;1;1;0;0;2;0;0;0;0
96;Vigier Jean-Pierre;SC Bern;Stürmer;4;0;2;1;1;0;0;2;0;0;0;0
97;Trachsler Morris;Genève-Servette HC;Stürmer;6;0;2;1;1;0;0;1;0;1;0;0
98;Sprunger Julien;Fribourg-Gottéron;Stürmer;4;0;2;1;1;0;0;1;0;1;0;0
99;Schilt Sebastian;SCL Tigers;Verteidiger;4;0;2;1;1;0;0;1;0;1;0;0
100;Roche Travis;SC Bern;Verteidiger;9;0;2;1;1;0;0;1;0;1;0;0
101;Reichert Marc;SC Bern;Stürmer;11;0;2;1;1;0;0;2;0;0;0;0
102;Krueger Justin;SC Bern;Verteidiger;11;0;2;1;1;0;0;2;0;0;0;0
103;Iggulden Mike;SCL Tigers;Stürmer;4;0;2;0;2;0;0;1;0;1;0;0
104;Wichser Adrian;ZSC Lions;Stürmer;5;0;1;1;0;0;0;1;0;0;0;0
105;Tallarini Alan;HC Davos;Verteidiger;5;0;1;1;0;0;0;1;0;0;0;0
106;Sutter Sebastian;Kloten Flyers;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
107;Snell Wesley;EV Zug;Verteidiger;10;0;1;1;0;0;0;1;0;0;0;0
108;Schäppi Reto;ZSC Lions;Stürmer;5;0;1;1;0;0;0;1;0;0;0;0
109;Reber Jörg;SCL Tigers;Verteidiger;4;0;1;1;0;0;0;0;0;1;0;0
110;Nicolet Steeven;Genève-Servette HC;Stürmer;6;0;1;1;0;0;0;0;0;1;0;0
111;Ngoy Michael;Fribourg-Gottéron;Verteidiger;4;0;1;1;0;0;0;0;0;1;0;0
112;Melin Björn;Fribourg-Gottéron;Stürmer;4;0;1;1;0;0;0;0;0;1;0;0
113;Lüthi Simon;SCL Tigers;Verteidiger;4;0;1;1;0;0;0;0;0;1;0;0
114;Hasani Adam;Fribourg-Gottéron;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
115;Hänni Andreas;SC Bern;Verteidiger;7;0;1;1;0;0;0;1;0;0;0;0
116;Chiesa Alessandro;EV Zug;Verteidiger;10;0;1;1;0;0;0;0;0;0;0;1
117;Back Rene;HC Davos;Verteidiger;13;0;1;1;0;0;0;1;0;0;0;0
118;Ziegler Thomas;ZSC Lions;Stürmer;5;0;1;0;1;0;0;1;0;0;0;0
119;Steiner Nicholas;Kloten Flyers;Verteidiger;11;0;1;0;1;0;0;1;0;0;0;0
120;Bykov Andrey;Fribourg-Gottéron;Stürmer;4;0;1;0;1;0;0;0;0;1;0;0
121;Blaser Yannick;EV Zug;Verteidiger;10;0;1;0;1;0;0;1;0;0;0;0
122;Bastl Mark;ZSC Lions;Stürmer;5;0;1;0;1;0;0;0;0;1;0;0
123;Welti Marc;Kloten Flyers;Verteidiger;16;0;0;0;0;0;0;0;0;0;0;0
124;Vukovic Daniel;Genève-Servette HC;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
125;Untersander Ramon;HC Davos;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
126;Ulmann Tim;ZSC Lions;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
127;Stettler Martin;SC Bern;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
128;Steiner Daniel;SCL Tigers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
129;Sim Jonathan;Fribourg-Gottéron;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
130;Sidler Patrick;Kloten Flyers;Verteidiger;15;0;0;0;0;0;0;0;0;0;0;0
131;Schommer Patrick;ZSC Lions;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
132;Schnyder Daniel;ZSC Lions;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
133;Schneuwly Cédric;EV Zug;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
134;Schild Roman;SCL Tigers;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
135;Scherwey Tristan;SC Bern;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
136;Savary Jean;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
137;Rytz Philippe;Fribourg-Gottéron;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
138;Ryser Sven;ZSC Lions;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
139;Rossi Matthias;EV Zug;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
140;Pivron Victor;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
141;Pivron Pierrick;Genève-Servette HC;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
142;Murphy Curtis;SCL Tigers;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
143;Müller Pascal;ZSC Lions;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
144;Mowers Mark;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
145;Moser Christian;SCL Tigers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
146;Moggi Sandro;SCL Tigers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
147;Moggi Claudio;SCL Tigers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
148;Mettler Thomas;Kloten Flyers;Verteidiger;14;0;0;0;0;0;0;0;0;0;0;0
149;Mercier Jonathan;Genève-Servette HC;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
150;Lüssy Silvan;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
151;Lindemann Kim;SCL Tigers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
152;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
153;Lemm Aurelio;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
154;Lauper Adrien;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
155;Lardi Federico;SCL Tigers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
156;Krutov Alexei;ZSC Lions;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
157;Knoepfli Michael;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
158;Kelly Brent;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
159;Jeannin Sandy;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
160;Hollenstein Denis;Kloten Flyers;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
161;Hoehener Martin;Genève-Servette HC;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
162;Herren Yannick;Kloten Flyers;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
163;Helfenstein Sven;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
164;Gustafsson Anton;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
165;Guerra Samuel;HC Davos;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
166;Gobbi John;Genève-Servette HC;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
167;Gerber Lukas;Fribourg-Gottéron;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
168;Gerber Beat;SC Bern;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
169;Gerber Adrian;SCL Tigers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
170;Genazzi Joël;SCL Tigers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
171;Geering Patrick;ZSC Lions;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
172;Erni Samuel;EV Zug;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
173;Cook Charlie;SCL Tigers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
174;Collenberg Franco;Fribourg-Gottéron;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
175;Camperchioli Luca;ZSC Lions;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
176;Campbell Jeff;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
177;Camenzind Andreas;SCL Tigers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
178;Bühler Cyrill;ZSC Lions;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
179;Bucher Tobias;SCL Tigers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
180;Brunold Alain;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
181;Botter Cédric;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
182;Birbaum Alain;Fribourg-Gottéron;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
183;Berthon Eliot;Genève-Servette HC;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
184;Barbero Victor;Genève-Servette HC;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
185;Aubin Serge;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
186;Altorfer Niki;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
187;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
