Spieler,Pos,Team,year,GP,G,A,PTS,P/GP,PIM Total,+/-,Number of year,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,SOG,S%,SOG/GP,2' ,5',10',GM,MP
Sprunger Julien,Stürmer,Fribourg-Gottéron,15-16,5,1,0,1,0.2,2,-7,1,0,0,0,0,0,1,0,0,0,12,8.33,2.4,1,0,0,0,0
Spylo Ahren,Stürmer,EHC Biel,11-12,5,4,0,4,0.8,18,-6,1,0,0,0,1,0,3,0,0,0,20,20,4.0,4,0,1,0,0
Spylo Ahren,Stürmer,EHC Biel,14-15,7,1,1,2,0.29,6,-4,1,1,0,1,1,1,0,0,0,0,25,4,3.57,3,0,0,0,0
St-Pierre Martin,Stürmer,Lausanne HC,14-15,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0
Stafford Garrett,Verteidiger,Genève-Servette HC,13-14,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2.0,0,0,0,0,0
Stalder Ralph,Verteidiger,Lausanne HC,13-14,7,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,3,0,0.43,0,0,0,0,0
Stalder Ralph,Verteidiger,Lausanne HC,14-15,7,0,1,1,0.14,2,0,1,0,1,0,0,1,0,0,0,0,2,0,0.29,1,0,0,0,0
Stancescu Victor,Stürmer,Kloten Flyers,08-09,11,4,2,6,0.55,6,4,1,2,0,0,4,2,0,0,0,0,22,18.18,2.0,3,0,0,0,0
Stancescu Victor,Stürmer,Kloten Flyers,09-10,10,4,1,5,0.5,18,4,1,0,1,1,3,1,1,0,0,0,19,21.05,1.9,4,0,1,0,0
Stancescu Victor,Stürmer,Kloten Flyers,10-11,17,6,2,8,0.47,28,4,1,1,1,2,5,2,1,0,0,0,36,16.67,2.12,9,0,1,0,0
Stancescu Victor,Stürmer,Kloten Flyers,11-12,5,3,2,5,1.0,12,2,1,1,1,1,1,1,1,1,1,0,12,25,2.4,6,0,0,0,0
Stancescu Victor,Stürmer,Kloten Flyers,13-14,16,4,2,6,0.38,14,1,1,2,0,2,3,1,1,1,0,0,52,7.69,3.25,7,0,0,0,0
Stapleton Tim,Stürmer,HC Lugano,15-16,5,1,0,1,0.2,6,-2,1,0,0,0,1,0,0,0,0,0,10,10,2.0,3,0,0,0,0
Steinegger Martin,Verteidiger,EHC Biel,11-12,5,0,1,1,0.2,4,-4,1,1,0,0,0,0,0,1,0,0,2,0,0.4,2,0,0,0,0
Steiner Daniel,Stürmer,HC Ambri-Piotta,13-14,4,1,0,1,0.25,2,-2,1,0,0,0,1,0,0,0,0,0,9,11.11,2.25,1,0,0,0,0
Steiner Daniel,Stürmer,HC Lugano,11-12,6,1,2,3,0.5,0,-1,1,0,2,0,1,2,0,0,0,0,9,11.11,1.5,0,0,0,0,0
Steiner Daniel,Stürmer,HC Lugano,12-13,7,0,3,3,0.43,6,1,1,0,3,0,0,3,0,0,0,0,17,0,2.43,3,0,0,0,0
Steiner Daniel,Stürmer,SCL Tigers,10-11,4,0,0,0,0.0,2,-4,1,0,0,0,0,0,0,0,0,0,7,0,1.75,1,0,0,0,0
Steiner Nicholas,Verteidiger,EHC Biel,14-15,7,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0.29,1,0,0,0,0
Steiner Nicholas,Verteidiger,Kloten Flyers,10-11,11,0,1,1,0.09,2,-4,1,0,1,0,0,1,0,0,0,0,1,0,0.09,1,0,0,0,0
Steinmann Janick,Stürmer,EV Zug,08-09,9,0,0,0,0.0,4,-2,1,0,0,0,0,0,0,0,0,0,6,0,0.67,2,0,0,0,0
Steinmann Janick,Stürmer,EV Zug,09-10,13,2,5,7,0.54,4,1,1,2,3,0,2,5,0,0,0,0,13,15.38,1.0,2,0,0,0,0
Steinmann Janick,Stürmer,HC Davos,10-11,13,4,0,4,0.31,10,-1,1,0,0,0,2,0,2,0,0,0,6,66.67,0.46,5,0,0,0,0
Steinmann Janick,Stürmer,HC Davos,11-12,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,9,0,2.25,0,0,0,0,0
Steinmann Janick,Stürmer,HC Davos,12-13,7,0,2,2,0.29,4,1,1,0,2,0,0,1,0,1,0,0,5,0,0.71,2,0,0,0,0
Steinmann Janick,Stürmer,HC Lugano,14-15,6,1,1,2,0.33,2,4,1,1,0,0,1,1,0,0,0,0,6,16.67,1.0,1,0,0,0,0
Steinmann Janick,Stürmer,Kloten Flyers,13-14,16,3,2,5,0.31,8,-1,1,2,0,2,3,2,0,0,0,0,16,18.75,1.0,4,0,0,0,0
Stettler Martin,Verteidiger,SC Bern,09-10,9,0,0,0,0.0,4,-2,1,0,0,0,0,0,0,0,0,0,1,0,0.11,2,0,0,0,0
Stettler Martin,Verteidiger,SC Bern,10-11,7,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Stoffel Andri,Verteidiger,ZSC Lions,08-09,4,0,0,0,0.0,2,-1,1,0,0,0,0,0,0,0,0,0,2,0,0.5,1,0,0,0,0
Stoffel Andri,Verteidiger,ZSC Lions,09-10,2,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Stoffel Andri,Verteidiger,ZSC Lions,11-12,15,0,1,1,0.07,12,4,1,1,0,0,0,1,0,0,0,0,1,0,0.07,1,0,1,0,0
Stoffel Andri,Verteidiger,ZSC Lions,13-14,18,1,1,2,0.11,6,4,1,0,1,0,1,0,0,1,0,0,6,16.67,0.33,3,0,0,0,0
Stoffel Andri,Verteidiger,ZSC Lions,14-15,9,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,6,0,0.67,0,0,0,0,0
Stoop Lukas,Verteidiger,HC Davos,08-09,10,0,0,0,0.0,0,-5,1,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,0,0,0
Stoop Lukas,Verteidiger,HC Davos,10-11,14,1,2,3,0.21,2,5,1,2,0,1,1,2,0,0,0,0,9,11.11,0.64,1,0,0,0,0
Stoop Lukas,Verteidiger,HC Davos,11-12,4,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,3,0,0.75,0,0,0,0,0
Stoop Lukas,Verteidiger,Kloten Flyers,13-14,9,0,3,3,0.33,4,4,1,2,1,0,0,3,0,0,0,0,9,0,1.0,2,0,0,0,0
Stoop Lukas,Verteidiger,Kloten Flyers,15-16,4,0,1,1,0.25,2,-1,1,0,1,0,0,1,0,0,0,0,1,0,0.25,1,0,0,0,0
Stämpfli David,Verteidiger,EV Zug,14-15,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Suchy Radoslav,Verteidiger,ZSC Lions,08-09,4,1,1,2,0.5,6,-2,1,1,0,0,1,0,0,1,0,0,4,25,1.0,3,0,0,0,0
Suchy Radoslav,Verteidiger,ZSC Lions,09-10,7,0,5,5,0.71,8,-2,1,4,1,0,0,3,0,2,0,0,10,0,1.43,4,0,0,0,0
Suri Reto,Stürmer,EV Zug,12-13,14,9,5,14,1.0,20,3,1,2,3,0,6,4,3,1,0,0,40,22.5,2.86,5,0,1,0,0
Suri Reto,Stürmer,EV Zug,14-15,6,0,2,2,0.33,4,0,1,1,1,0,0,2,0,0,0,0,17,0,2.83,2,0,0,0,0
Suri Reto,Stürmer,EV Zug,15-16,4,1,2,3,0.75,0,-1,1,1,1,0,1,2,0,0,0,0,12,8.33,3.0,0,0,0,0,0
Suri Reto,Stürmer,Genève-Servette HC,08-09,4,1,0,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,1,100,0.25,0,0,0,0,0
Suri Reto,Stürmer,Genève-Servette HC,09-10,20,5,4,9,0.45,35,-1,1,0,4,0,4,3,1,1,0,0,28,17.86,1.4,5,1,0,1,0
Sushinsky Maxim,Stürmer,Fribourg-Gottéron,12-13,4,0,1,1,0.25,0,-5,1,1,0,0,0,1,0,0,0,0,5,0,1.25,0,0,0,0,0
Suter Pius,Stürmer,ZSC Lions,15-16,4,1,0,1,0.25,0,-2,1,0,0,0,1,0,0,0,0,0,10,10,2.5,0,0,0,0,0
Sutter Fabian,Stürmer,EV Zug,10-11,10,0,2,2,0.2,4,-4,1,2,0,0,0,2,0,0,0,0,9,0,0.9,2,0,0,0,0
Sutter Fabian,Stürmer,EV Zug,11-12,9,2,1,3,0.33,0,0,1,1,0,1,2,0,0,0,0,1,8,25,0.89,0,0,0,0,0
Sutter Fabian,Stürmer,EV Zug,12-13,12,6,2,8,0.67,6,2,1,2,0,2,5,2,1,0,0,0,13,46.15,1.08,3,0,0,0,0
Sutter Fabian,Stürmer,EV Zug,14-15,6,0,1,1,0.17,4,0,1,1,0,0,0,1,0,0,0,0,6,0,1.0,2,0,0,0,0
Sutter Sebastian,Stürmer,EHC Biel,12-13,7,0,1,1,0.14,52,-1,1,1,0,0,0,1,0,0,0,0,11,0,1.57,1,2,0,1,1
Sutter Sebastian,Stürmer,Kloten Flyers,10-11,4,0,1,1,0.25,2,0,1,1,0,0,0,1,0,0,0,0,2,0,0.5,1,0,0,0,0
Sutter Sebastian,Stürmer,Kloten Flyers,11-12,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Sykora Petr,Stürmer,HC Davos,08-09,18,8,3,11,0.61,6,4,1,2,1,2,5,2,3,1,0,0,56,14.29,3.11,3,0,0,0,0
Sykora Petr,Stürmer,HC Davos,10-11,9,1,2,3,0.33,2,0,1,1,1,1,0,0,0,2,1,0,25,4,2.78,1,0,0,0,0
Sykora Petr,Stürmer,HC Davos,11-12,4,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,11,0,2.75,1,0,0,0,0
Sykora Petr,Stürmer,HC Davos,12-13,7,2,1,3,0.43,6,-1,1,0,1,0,2,0,0,1,0,0,16,12.5,2.29,3,0,0,0,0
Sykora Petr,-,SC Bern,12-13,4,1,2,3,0.75,2,0,1,1,1,0,1,2,0,0,0,0,7,14.29,1.75,1,0,0,0,0
Tabacek Jan,Verteidiger,ZSC Lions,13-14,4,0,2,2,0.5,2,1,1,2,0,0,0,1,0,1,0,0,4,0,1.0,1,0,0,0,0
Tallarini Alan,Verteidiger,HC Davos,09-10,6,0,0,0,0.0,6,5,1,0,0,0,0,0,0,0,0,0,3,0,0.5,3,0,0,0,0
Tallarini Alan,Verteidiger,HC Davos,10-11,5,0,1,1,0.2,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0.4,0,0,0,0,0
Tallinder Henrik,Verteidiger,ZSC Lions,14-15,18,0,3,3,0.17,24,0,1,0,3,0,0,2,0,1,0,0,32,0,1.78,7,0,1,0,0
Tambellini Jeff,Stürmer,ZSC Lions,11-12,15,4,8,12,0.8,4,3,1,6,2,1,3,6,0,1,1,1,48,8.33,3.2,2,0,0,0,0
Taticek Petr,Stürmer,HC Davos,08-09,21,4,5,9,0.43,12,3,1,3,2,0,4,1,0,4,0,0,40,10,1.9,6,0,0,0,0
Taticek Petr,Stürmer,HC Davos,09-10,6,3,3,6,1.0,4,3,1,2,1,0,1,3,2,0,0,0,13,23.08,2.17,2,0,0,0,0
Taticek Petr,Stürmer,HC Davos,10-11,14,7,8,15,1.07,4,7,1,3,5,1,4,3,3,5,0,0,31,22.58,2.21,2,0,0,0,0
Taticek Petr,Stürmer,HC Davos,11-12,4,0,1,1,0.25,0,-3,1,1,0,0,0,1,0,0,0,0,7,0,1.75,0,0,0,0,0
Taticek Petr,Stürmer,HC Davos,12-13,5,0,2,2,0.4,2,1,1,1,1,0,0,2,0,0,0,0,8,0,1.6,1,0,0,0,0
Taticek Petr,Stürmer,HC Davos,13-14,2,0,0,0,0.0,25,1,1,0,0,0,0,0,0,0,0,0,2,0,1.0,0,1,0,1,0
Thomas Bill,Stürmer,HC Lugano,09-10,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0
Thoresen Patrick,Stürmer,HC Lugano,08-09,7,1,7,8,1.14,2,-2,1,6,1,1,0,3,1,4,0,0,24,4.17,3.43,1,0,0,0,0
Toms Jeff,Stürmer,Genève-Servette HC,09-10,18,5,13,18,1.0,14,-4,1,9,4,2,1,7,4,6,0,0,32,15.62,1.78,7,0,0,0,0
Toms Jeff,Stürmer,Genève-Servette HC,10-11,6,1,5,6,1.0,6,4,1,4,1,0,0,4,1,1,0,0,15,6.67,2.5,3,0,0,0,0
Traber Tim,Stürmer,Genève-Servette HC,14-15,5,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,3,0,0.6,1,0,0,0,0
Traber Tim,Stürmer,Genève-Servette HC,15-16,11,1,2,3,0.27,12,3,1,1,1,0,1,2,0,0,0,0,11,9.09,1.0,6,0,0,0,0
Trachsler Morris,Stürmer,Genève-Servette HC,08-09,4,0,3,3,0.75,2,2,1,2,1,0,0,3,0,0,0,0,6,0,1.5,1,0,0,0,0
Trachsler Morris,Stürmer,Genève-Servette HC,09-10,20,4,7,11,0.55,18,2,1,5,2,1,4,5,0,0,0,2,30,13.33,1.5,9,0,0,0,0
Trachsler Morris,Stürmer,Genève-Servette HC,10-11,6,0,2,2,0.33,8,-3,1,1,1,0,0,1,0,1,0,0,16,0,2.67,4,0,0,0,0
Trachsler Morris,Stürmer,ZSC Lions,12-13,12,0,4,4,0.33,10,4,1,2,2,0,0,3,0,0,0,1,10,0,0.83,5,0,0,0,0
Trachsler Morris,Stürmer,ZSC Lions,13-14,15,1,4,5,0.33,6,0,1,2,2,0,1,3,0,0,0,1,22,4.55,1.47,3,0,0,0,0
Trachsler Morris,Stürmer,ZSC Lions,14-15,18,3,6,9,0.5,4,4,1,3,3,0,3,6,0,0,0,0,25,12,1.39,2,0,0,0,0
Trachsler Morris,Stürmer,ZSC Lions,15-16,4,0,1,1,0.25,0,1,1,1,0,0,0,1,0,0,0,0,3,0,0.75,0,0,0,0,0
Tremblay Alexandre,Stürmer,ZSC Lions,12-13,5,0,2,2,0.4,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0.2,0,0,0,0,0
Trudel Jean-Guy,Stürmer,ZSC Lions,08-09,3,0,1,1,0.33,0,1,1,1,0,0,0,1,0,0,0,0,5,0,1.67,0,0,0,0,0
Trunz Adrian,Verteidiger,HC Ambri-Piotta,13-14,4,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,2,0,0,0,0
Trutmann Dario,Verteidiger,EHC Biel,12-13,2,0,0,0,0.0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,1,0,0
Trutmann Dario,Verteidiger,Genève-Servette HC,14-15,12,0,0,0,0.0,0,-5,1,0,0,0,0,0,0,0,0,0,5,0,0.42,0,0,0,0,0
Truttmann Marco,Stürmer,EHC Biel,11-12,5,0,2,2,0.4,16,-2,1,0,2,0,0,1,0,1,0,0,6,0,1.2,3,0,1,0,0
Tschannen Stefan,Stürmer,Lausanne HC,14-15,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Tschantré Mathieu,Stürmer,EHC Biel,11-12,5,0,1,1,0.2,2,-2,1,1,0,0,0,0,0,1,0,0,11,0,2.2,1,0,0,0,0
Tschantré Mathieu,Stürmer,EHC Biel,12-13,3,0,0,0,0.0,8,0,1,0,0,0,0,0,0,0,0,0,4,0,1.33,4,0,0,0,0
Tschantré Mathieu,Stürmer,EHC Biel,14-15,7,0,2,2,0.29,4,1,1,1,1,0,0,2,0,0,0,0,7,0,1.0,2,0,0,0,0
Ulmann Tim,Stürmer,Lausanne HC,14-15,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Ulmann Tim,Stürmer,ZSC Lions,10-11,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0
Ulmer Martin,Stürmer,EHC Biel,12-13,7,1,1,2,0.29,4,-5,1,1,0,0,0,1,1,0,0,0,12,8.33,1.71,2,0,0,0,0
Ulmer Stefan,Verteidiger,HC Lugano,11-12,6,1,2,3,0.5,6,1,1,2,0,1,1,2,0,0,0,0,7,14.29,1.17,3,0,0,0,0
Ulmer Stefan,Verteidiger,HC Lugano,12-13,4,1,1,2,0.5,0,0,1,0,1,1,1,1,0,0,0,0,5,20,1.25,0,0,0,0,0
Ulmer Stefan,Verteidiger,HC Lugano,13-14,5,1,0,1,0.2,4,-3,1,0,0,1,0,0,1,0,0,0,8,12.5,1.6,2,0,0,0,0
Ulmer Stefan,Verteidiger,HC Lugano,14-15,3,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,3,0,1.0,2,0,0,0,0
Ulmer Stefan,Verteidiger,HC Lugano,15-16,12,1,6,7,0.58,12,2,1,1,5,0,1,3,0,3,0,0,15,6.67,1.25,6,0,0,0,0
Umicevic Dragan,Stürmer,EHC Biel,14-15,1,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0,0
Untersander Ramon,Verteidiger,EHC Biel,12-13,7,0,0,0,0.0,6,-3,1,0,0,0,0,0,0,0,0,0,10,0,1.43,3,0,0,0,0
Untersander Ramon,Verteidiger,EHC Biel,14-15,7,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,1.29,0,0,0,0,0
Untersander Ramon,Verteidiger,HC Davos,09-10,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
Untersander Ramon,Verteidiger,HC Davos,10-11,9,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0.44,0,0,0,0,0
Untersander Ramon,Verteidiger,HC Davos,11-12,4,1,0,1,0.25,0,0,1,0,0,0,1,0,0,0,0,0,2,50,0.5,0,0,0,0,0
Untersander Ramon,Verteidiger,SC Bern,15-16,14,3,9,12,0.86,4,2,1,3,6,0,1,4,2,4,0,1,29,10.34,2.07,2,0,0,0,0
Vandermeer James,Verteidiger,Kloten Flyers,13-14,16,1,0,1,0.06,28,0,1,0,0,0,1,0,0,0,0,0,27,3.70,1.69,14,0,0,0,0
Vauclair Geoffrey,Stürmer,Fribourg-Gottéron,08-09,9,2,1,3,0.33,4,1,1,0,1,1,2,1,0,0,0,0,11,18.18,1.22,2,0,0,0,0
Vauclair Julien,Verteidiger,HC Lugano,08-09,7,1,1,2,0.29,6,2,1,0,1,0,1,1,0,0,0,0,18,5.56,2.57,3,0,0,0,0
Vauclair Julien,Verteidiger,HC Lugano,09-10,4,0,1,1,0.25,10,-2,1,0,1,0,0,1,0,0,0,0,7,0,1.75,0,0,1,0,0
Vauclair Julien,Verteidiger,HC Lugano,11-12,6,1,1,2,0.33,6,1,1,1,0,0,1,1,0,0,0,0,12,8.33,2.0,3,0,0,0,0
Vauclair Julien,Verteidiger,HC Lugano,12-13,7,1,2,3,0.43,4,0,1,0,2,0,1,2,0,0,0,0,19,5.26,2.71,2,0,0,0,0
Vauclair Julien,Verteidiger,HC Lugano,13-14,5,0,1,1,0.2,2,-4,1,0,1,0,0,0,0,1,0,0,14,0,2.8,1,0,0,0,0
Vauclair Julien,Verteidiger,HC Lugano,14-15,6,0,1,1,0.17,6,2,1,0,1,0,0,0,0,1,0,0,13,0,2.17,3,0,0,0,0
Vauclair Julien,Verteidiger,HC Lugano,15-16,12,2,2,4,0.33,10,6,1,1,1,0,2,2,0,0,0,0,15,13.33,1.25,5,0,0,0,0
Vauclair Tristan,Stürmer,Fribourg-Gottéron,11-12,11,2,1,3,0.27,6,-2,1,1,0,0,1,1,0,0,1,0,12,16.67,1.09,3,0,0,0,0
Vauclair Tristan,Stürmer,Fribourg-Gottéron,12-13,17,2,1,3,0.18,2,-5,1,1,0,0,2,1,0,0,0,0,15,13.33,0.88,1,0,0,0,0
Vauclair Tristan,Stürmer,Fribourg-Gottéron,13-14,10,2,0,2,0.2,6,1,1,0,0,0,1,0,0,0,1,0,18,11.11,1.8,3,0,0,0,0
Vauclair Tristan,Stürmer,Fribourg-Gottéron,15-16,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0
Vauclair Tristan,Stürmer,HC Lugano,08-09,5,1,0,1,0.2,4,-2,1,0,0,0,1,0,0,0,0,0,6,16.67,1.2,2,0,0,0,0
Vauclair Tristan,Stürmer,HC Lugano,09-10,4,2,0,2,0.5,0,0,1,0,0,0,2,0,0,0,0,0,6,33.33,1.5,0,0,0,0,0
Vermin Joël,Stürmer,SC Bern,10-11,11,3,3,6,0.55,0,4,1,3,0,1,2,2,1,1,0,0,13,23.08,1.18,0,0,0,0,0
Vermin Joël,Stürmer,SC Bern,11-12,17,2,3,5,0.29,2,1,1,2,1,0,2,3,0,0,0,0,25,8,1.47,1,0,0,0,0
Vermin Joël,Stürmer,SC Bern,12-13,19,3,6,9,0.47,8,3,1,4,2,1,3,6,0,0,0,0,29,10.34,1.53,4,0,0,0,0
Vigier Jean-Pierre,Stürmer,Genève-Servette HC,08-09,2,1,0,1,0.5,2,-2,1,0,0,0,0,0,1,0,0,0,3,33.33,1.5,1,0,0,0,0
Vigier Jean-Pierre,Stürmer,SC Bern,09-10,14,7,7,14,1.0,6,11,1,5,2,1,6,5,1,2,0,0,29,24.14,2.07,3,0,0,0,0
Vigier Jean-Pierre,Stürmer,SC Bern,10-11,4,0,2,2,0.5,4,2,1,1,1,0,0,2,0,0,0,0,8,0,2.0,2,0,0,0,0
Vigier Jean-Pierre,Stürmer,SC Bern,11-12,3,0,0,0,0.0,4,2,1,0,0,0,0,0,0,0,0,0,3,0,1.0,2,0,0,0,0
Voisard Gaetan,Verteidiger,Fribourg-Gottéron,09-10,3,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Von Arx Jan,Verteidiger,HC Davos,08-09,20,1,1,2,0.1,10,5,1,0,1,0,0,1,1,0,0,0,5,20,0.25,5,0,0,0,0
Von Arx Jan,Verteidiger,HC Davos,09-10,6,0,0,0,0.0,4,-2,1,0,0,0,0,0,0,0,0,0,1,0,0.17,2,0,0,0,0
Von Arx Jan,Verteidiger,HC Davos,10-11,14,0,2,2,0.14,12,4,1,1,1,0,0,2,0,0,0,0,6,0,0.43,6,0,0,0,0
Von Arx Jan,Verteidiger,HC Davos,11-12,4,0,1,1,0.25,2,0,1,1,0,0,0,1,0,0,0,0,2,0,0.5,1,0,0,0,0
Von Arx Jan,Verteidiger,HC Davos,13-14,6,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0.67,0,0,0,0,0
Von Arx Jan,Verteidiger,HC Davos,14-15,14,0,2,2,0.14,4,-1,1,2,0,0,0,2,0,0,0,0,3,0,0.21,2,0,0,0,0
Von Arx Reto,Stürmer,HC Davos,08-09,21,7,8,15,0.71,16,0,1,7,1,1,2,5,5,3,0,0,37,18.92,1.76,8,0,0,0,0
Von Arx Reto,Stürmer,HC Davos,09-10,6,2,4,6,1.0,18,1,1,2,2,1,2,3,0,1,0,0,6,33.33,1.0,4,0,1,0,0
Von Arx Reto,Stürmer,HC Davos,10-11,14,1,11,12,0.86,6,5,1,7,4,0,1,4,0,7,0,0,14,7.14,1.0,3,0,0,0,0
Von Arx Reto,Stürmer,HC Davos,11-12,2,1,0,1,0.5,2,0,1,0,0,0,1,0,0,0,0,0,7,14.29,3.5,1,0,0,0,0
Von Arx Reto,Stürmer,HC Davos,12-13,5,2,3,5,1.0,4,2,1,1,2,0,2,3,0,0,0,0,6,33.33,1.2,2,0,0,0,0
Von Arx Reto,Stürmer,HC Davos,13-14,3,0,3,3,1.0,4,2,1,1,2,0,0,1,0,2,0,0,1,0,0.33,2,0,0,0,0
Von Arx Reto,Stürmer,HC Davos,14-15,4,1,1,2,0.5,2,0,1,1,0,1,0,1,1,0,0,0,4,25,1.0,1,0,0,0,0
Von Gunten Patrick,Verteidiger,Kloten Flyers,08-09,15,5,4,9,0.6,6,3,1,1,3,2,4,3,0,1,1,0,31,16.13,2.07,3,0,0,0,0
Von Gunten Patrick,Verteidiger,Kloten Flyers,09-10,10,0,1,1,0.1,12,0,1,0,1,0,0,0,0,1,0,0,14,0,1.4,6,0,0,0,0
Von Gunten Patrick,Verteidiger,Kloten Flyers,10-11,18,2,10,12,0.67,6,6,1,6,4,0,0,7,2,3,0,0,52,3.85,2.89,3,0,0,0,0
Von Gunten Patrick,Verteidiger,Kloten Flyers,13-14,14,1,1,2,0.14,10,2,1,1,0,0,0,0,1,1,0,0,25,4,1.79,5,0,0,0,0
Von Gunten Patrick,Verteidiger,Kloten Flyers,15-16,4,0,0,0,0.0,6,-3,1,0,0,0,0,0,0,0,0,0,2,0,0.5,3,0,0,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,08-09,4,0,0,0,0.0,20,0,1,0,0,0,0,0,0,0,0,0,2,0,0.5,5,0,1,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,09-10,20,0,1,1,0.05,20,0,1,1,0,0,0,1,0,0,0,0,6,0,0.3,5,0,1,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,10-11,6,0,0,0,0.0,12,2,1,0,0,0,0,0,0,0,0,0,12,0,2.0,6,0,0,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,12-13,7,1,1,2,0.29,4,1,1,1,0,0,1,1,0,0,0,0,14,7.14,2.0,2,0,0,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,13-14,12,1,4,5,0.42,8,0,1,3,1,0,1,4,0,0,0,0,18,5.56,1.5,4,0,0,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,14-15,12,1,1,2,0.17,2,2,1,0,1,0,0,1,0,0,1,0,25,4,2.08,1,0,0,0,0
Vukovic Daniel,Verteidiger,Genève-Servette HC,15-16,11,1,0,1,0.09,0,1,1,0,0,0,1,0,0,0,0,0,20,5,1.82,0,0,0,0,0
Walker Julian,Stürmer,Genève-Servette HC,12-13,7,1,0,1,0.14,4,-5,1,0,0,0,1,0,0,0,0,0,13,7.69,1.86,2,0,0,0,0
Walker Julian,Stürmer,HC Lugano,13-14,4,0,0,0,0.0,20,-1,1,0,0,0,0,0,0,0,0,0,7,0,1.75,5,0,1,0,0
Walker Julian,Stürmer,HC Lugano,14-15,6,1,2,3,0.5,4,3,1,0,2,0,0,2,1,0,0,0,9,11.11,1.5,2,0,0,0,0
Walker Julian,Stürmer,HC Lugano,15-16,15,1,1,2,0.13,6,-2,1,1,0,0,0,1,0,0,1,0,23,4.35,1.53,3,0,0,0,0
Walser Samuel,Stürmer,HC Davos,13-14,6,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,13,0,2.17,2,0,0,0,0
Walser Samuel,Stürmer,HC Davos,14-15,15,3,3,6,0.4,6,5,1,2,1,1,3,3,0,0,0,0,23,13.04,1.53,3,0,0,0,0
Walser Samuel,Stürmer,HC Davos,15-16,8,1,1,2,0.25,4,2,1,1,0,0,1,0,0,1,0,0,11,9.09,1.38,2,0,0,0,0
Walser Samuel,Stürmer,Kloten Flyers,10-11,17,1,1,2,0.12,2,-3,1,0,1,0,1,1,0,0,0,0,30,3.33,1.76,1,0,0,0,0
Walser Samuel,Stürmer,Kloten Flyers,11-12,5,0,0,0,0.0,10,0,1,0,0,0,0,0,0,0,0,0,5,0,1.0,0,0,1,0,0
Walser Thomas,Stürmer,Kloten Flyers,08-09,15,1,0,1,0.07,8,3,1,0,0,0,1,0,0,0,0,0,13,7.69,0.87,4,0,0,0,0
