Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Liniger Michael,Forward,Kloten Flyers,10-11,46,10,73,13.70,1.59,22,32,0.7,46,12,13,9,2,5,13,5,9,0,0,13,0,2,0,0,,,,,,1
Liniger Michael,Forward,Kloten Flyers,11-12,50,21,85,24.71,1.7,20,41,0.82,36,22,10,10,7,14,13,6,6,1,1,13,0,1,0,0,,,,,,1
Liniger Michael,Forward,Kloten Flyers,12-13,18,3,34,8.82,1.89,6,9,0.5,8,1,6,0,2,3,5,0,1,0,0,4,0,0,0,0,,,,,,1
Liniger Michael,Forward,Kloten Flyers,13-14,48,9,101,8.91,2.1,22,31,0.65,34,-8,14,8,1,7,12,2,10,0,0,17,0,0,0,0,4.0,2.0,2.0,50,0.0,1
Liniger Michael,Forward,Kloten Flyers,14-15,50,7,60,11.67,1.2,6,13,0.26,24,-4,5,1,2,5,6,2,0,0,0,12,0,0,0,0,3.0,0.0,3.0,0,0.0,1
Liniger Michael,Forward,Kloten Flyers,15-16,47,5,45,11.11,0.96,3,8,0.17,16,1,1,2,1,5,3,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Loeffel Romain,Defender,Fribourg-Gottéron,08-09,3,0,1,0,0.33,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,1
Loeffel Romain,Defender,Fribourg-Gottéron,09-10,37,0,24,0,0.65,0,0,0.0,12,-4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,1
Loeffel Romain,Defender,Fribourg-Gottéron,10-11,42,6,47,12.77,1.12,9,15,0.36,16,5,5,4,0,4,4,2,5,0,0,8,0,0,0,0,,,,,,1
Loeffel Romain,Defender,Fribourg-Gottéron,11-12,49,5,84,5.95,1.71,12,17,0.35,28,6,6,6,2,2,7,3,5,0,0,14,0,0,0,0,,,,,,1
Loeffel Romain,Defender,Fribourg-Gottéron,12-13,34,3,85,3.53,2.5,10,13,0.38,22,5,2,8,1,2,3,1,7,0,0,11,0,0,0,0,,,,,,1
Loeffel Romain,Defender,Genève-Servette HC,13-14,46,2,71,2.82,1.54,5,7,0.15,22,2,1,4,0,1,3,1,2,0,0,11,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Loeffel Romain,Defender,Genève-Servette HC,14-15,43,8,120,6.67,2.79,21,29,0.67,22,-6,5,16,2,3,14,5,7,0,0,11,0,0,0,0,6.0,3.0,3.0,50,2.0,1
Loeffel Romain,Defender,Genève-Servette HC,15-16,50,6,119,5.04,2.38,27,33,0.66,52,-1,12,15,0,6,11,0,16,0,0,11,0,1,1,0,4.0,2.0,2.0,50,0.0,1
Loichat Michaël,Forward,EV Zug,09-10,30,0,7,0,0.23,1,1,0.03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1
Loichat Michaël,Forward,Fribourg-Gottéron,15-16,4,0,1,0,0.25,1,1,0.25,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Loichat Michaël,Forward,SC Bern,12-13,5,0,4,0,0.8,1,1,0.2,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1
Loichat Michaël,Forward,SC Bern,13-14,40,3,44,6.82,1.1,4,7,0.18,20,0,3,1,0,3,4,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Loichat Michaël,Forward,SC Bern,14-15,46,6,42,14.29,0.91,4,10,0.22,12,2,1,3,0,6,4,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lombardi Matthew,Forward,Genève-Servette HC,13-14,46,20,134,14.93,2.91,30,50,1.09,54,17,12,18,2,11,17,6,12,3,1,12,2,0,0,1,4.0,0.0,4.0,0,0.0,1
Lombardi Matthew,Forward,Genève-Servette HC,14-15,19,6,49,12.24,2.58,11,17,0.89,8,4,7,4,0,5,7,0,3,1,1,4,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Lombardi Matthew,Forward,Genève-Servette HC,15-16,34,6,81,7.41,2.38,11,17,0.5,14,-3,5,6,1,3,6,3,4,0,1,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lorenz Yves-Lucca,Forward,SC Bern,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Lorenz Yves-Lucca,Forward,SC Bern,10-11,1,0,0,-,0.0,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Louhivaara Ossi,Forward,Lausanne HC,14-15,46,14,143,9.79,3.11,15,29,0.63,37,8,10,5,1,8,12,5,3,1,0,6,1,0,1,0,6.0,2.0,4.0,33.33,1.0,1
Louhivaara Ossi,Forward,Lausanne HC,15-16,43,12,118,10.17,2.74,16,28,0.65,18,1,7,9,0,10,9,2,7,0,0,9,0,0,0,0,5.0,1.0,4.0,20,0.0,1
Lundberg Emil,Forward,Kloten Flyers,12-13,33,6,69,8.70,2.09,4,10,0.3,14,5,2,2,0,5,3,1,1,0,0,7,0,0,0,0,,,,,,1
Luomala Marko,Forward,Kloten Flyers,10-11,10,3,21,14.29,2.1,1,4,0.4,2,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,,,,,,1
Lötscher Kevin,Defender,EHC Biel,09-10,50,7,72,9.72,1.44,15,22,0.44,8,-16,10,5,0,6,13,1,1,0,1,4,0,0,0,0,,,,,,1
Lötscher Kevin,Defender,EHC Biel,10-11,48,14,112,12.5,2.33,16,30,0.62,22,-12,8,8,3,9,11,5,5,0,0,6,0,1,0,0,,,,,,1
Lötscher Kevin,Defender,EHC Biel,13-14,3,0,0,-,0.0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüssy Silvan,Forward,Fribourg-Gottéron,10-11,35,1,13,7.69,0.37,3,4,0.11,0,-3,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,1
Lüssy Silvan,Forward,Fribourg-Gottéron,11-12,45,0,32,0,0.71,1,1,0.02,6,-3,1,0,0,0,1,0,0,0,0,3,0,0,0,0,,,,,,1
Lüssy Silvan,Forward,HC Davos,09-10,8,1,6,16.67,0.75,1,2,0.25,4,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,,,,,,1
Lüthi Fabian,Forward,EHC Biel,15-16,43,4,79,5.06,1.84,8,12,0.28,12,-6,5,3,0,4,7,0,1,0,0,6,0,0,0,0,3.0,2.0,1.0,66.67,0.0,1
Lüthi Fabian,Forward,EV Zug,08-09,26,1,11,9.09,0.42,2,3,0.12,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,1
Lüthi Fabian,Forward,EV Zug,09-10,49,1,54,1.85,1.1,7,8,0.16,12,0,4,3,0,1,7,0,0,0,0,6,0,0,0,0,,,,,,1
Lüthi Fabian,Forward,EV Zug,10-11,26,4,19,21.05,0.73,3,7,0.27,0,7,1,2,0,4,3,0,0,0,0,0,0,0,0,0,,,,,,1
Lüthi Fabian,Forward,EV Zug,11-12,45,5,65,7.69,1.44,12,17,0.38,10,8,6,6,0,5,12,0,0,0,0,5,0,0,0,0,,,,,,1
Lüthi Fabian,Forward,EV Zug,12-13,46,2,50,4,1.09,8,10,0.22,33,-3,4,4,0,2,7,0,1,0,0,4,1,0,1,0,,,,,,1
Lüthi Fabian,Forward,HC Ambri-Piotta,13-14,31,1,29,3.45,0.94,2,3,0.1,2,-2,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Fabian,Forward,HC Ambri-Piotta,14-15,34,2,28,7.14,0.82,4,6,0.18,6,4,1,3,0,2,4,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,EV Zug,13-14,46,2,42,4.76,0.91,1,3,0.07,32,2,1,0,0,2,1,0,0,0,0,11,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,EV Zug,14-15,33,1,30,3.33,0.91,2,3,0.09,14,-3,0,2,0,1,2,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,EV Zug,15-16,11,0,4,0,0.36,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Simon,Defender,SCL Tigers,09-10,47,0,17,0,0.36,1,1,0.02,16,-13,0,1,0,0,1,0,0,0,0,8,0,0,0,0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,10-11,49,3,49,6.12,1.0,6,9,0.18,12,-3,4,2,0,2,5,1,1,0,0,6,0,0,0,0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,11-12,22,3,35,8.57,1.59,0,3,0.14,24,-2,0,0,0,2,0,1,0,0,0,12,0,0,0,0,,,,,,1
Lüthi Simon,Defender,SCL Tigers,12-13,50,2,68,2.94,1.36,10,12,0.24,20,-11,4,6,0,2,5,0,5,0,0,10,0,0,0,0,,,,,,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,13-14,36,1,31,3.23,0.86,3,4,0.11,14,-19,1,2,1,1,3,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Valentin,Defender,SC Rapperswil-Jona Lakers,14-15,14,1,3,33.33,0.21,0,1,0.07,10,-4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lüthi Valentin,Defender,SCL Tigers,11-12,6,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Lüthi Valentin,Defender,SCL Tigers,12-13,6,0,5,0,0.83,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,12-13,7,7,26,26.92,3.71,3,10,1.43,2,1,0,3,0,3,2,4,1,0,0,1,0,0,0,0,,,,,,1
MacMurchy Ryan,Forward,EHC Biel,13-14,40,11,158,6.96,3.95,8,19,0.48,28,1,2,6,2,6,7,3,1,2,0,14,0,0,0,0,6.0,3.0,3.0,50,1.0,1
Macenauer Maxime,Forward,EHC Biel,15-16,36,7,74,9.46,2.06,13,20,0.56,55,-12,10,3,0,6,7,1,6,0,0,15,1,0,1,0,3.0,0.0,3.0,0,0.0,1
Malgin Denis,Forward,ZSC Lions,14-15,23,2,34,5.88,1.48,6,8,0.35,6,4,4,2,0,2,4,0,2,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Malgin Denis,Forward,ZSC Lions,15-16,38,5,66,7.58,1.74,12,17,0.45,12,5,6,6,2,3,8,2,4,0,0,6,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Malik Marek,Defender,Genève-Servette HC,09-10,25,0,22,0,0.88,4,4,0.16,10,-2,3,1,0,0,2,0,2,0,0,5,0,0,0,0,,,,,,1
Maneluk Mike,Forward,HC Ambri-Piotta,09-10,1,0,1,0,1.0,0,0,0.0,4,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,1
Maneluk Mike,Forward,HC Lugano,08-09,2,0,3,0,1.5,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Marcati Lorenzo,Forward,HC Lugano,10-11,1,0,0,-,0.0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Marchon Marc,Forward,EV Zug,13-14,3,0,2,0,0.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marchon Marc,Forward,EV Zug,14-15,4,0,2,0,0.5,0,0,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marchon Marc,Forward,EV Zug,15-16,27,0,14,0,0.52,2,2,0.07,62,-1,2,0,0,0,2,0,0,0,0,6,2,0,2,0,0.0,0.0,0.0,-,0.0,1
Marchon Nathan,Forward,Fribourg-Gottéron,14-15,2,0,2,0,1.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marchon Nathan,Forward,Fribourg-Gottéron,15-16,22,0,2,0,0.09,0,0,0.0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Maret Mathieu,Defender,Fribourg-Gottéron,14-15,3,0,0,-,0.0,1,1,0.33,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Maret Mathieu,Defender,Fribourg-Gottéron,15-16,50,0,48,0,0.96,4,4,0.08,10,3,3,1,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Maret Mathieu,Defender,HC Davos,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Marghitola Daniele,Defender,Fribourg-Gottéron,14-15,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marghitola Daniele,Defender,HC Ambri-Piotta,08-09,47,0,21,0,0.45,1,1,0.02,50,-7,1,0,0,0,1,0,0,0,0,20,0,1,0,0,,,,,,1
Marghitola Daniele,Defender,HC Ambri-Piotta,09-10,30,0,8,0,0.27,0,0,0.0,12,-3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,1
Marghitola Daniele,Defender,HC Ambri-Piotta,10-11,18,0,4,0,0.22,0,0,0.0,10,-4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,1
Marha Josef,Forward,HC Davos,08-09,49,11,64,17.19,1.31,14,25,0.51,44,5,8,6,2,8,10,3,4,0,0,22,0,0,0,0,,,,,,1
Marha Josef,Forward,HC Davos,09-10,48,11,62,17.74,1.29,22,33,0.69,30,33,14,8,1,8,16,1,6,2,0,15,0,0,0,0,,,,,,1
Marha Josef,Forward,HC Davos,10-11,44,7,63,11.11,1.43,15,22,0.5,34,29,13,2,1,5,8,2,4,0,3,12,0,1,0,0,,,,,,1
Marha Josef,Forward,HC Davos,11-12,40,9,62,14.52,1.55,8,17,0.42,16,23,4,4,0,5,8,4,0,0,0,8,0,0,0,0,,,,,,1
Marha Josef,Forward,HC Davos,12-13,45,4,65,6.15,1.44,12,16,0.36,12,0,5,7,0,4,11,0,1,0,0,6,0,0,0,0,,,,,,1
Marolf Mike,Defender,SCL Tigers,08-09,2,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Marolf Mike,Defender,SCL Tigers,10-11,12,0,0,-,0.0,0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Martensson Tony,Forward,HC Lugano,15-16,42,11,76,14.47,1.81,24,35,0.83,22,15,13,11,0,8,17,3,6,0,1,11,0,0,0,0,3.0,2.0,1.0,66.67,0.0,1
Marti Aurélien,Defender,Lausanne HC,14-15,3,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marti Christian,Defender,Genève-Servette HC,13-14,50,4,58,6.90,1.16,8,12,0.24,24,8,6,2,1,4,6,0,2,0,0,12,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marti Christian,Defender,Genève-Servette HC,14-15,32,1,43,2.33,1.34,7,8,0.25,20,6,1,6,0,1,3,0,3,0,1,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Marti Christian,Defender,Kloten Flyers,11-12,41,0,29,0,0.71,2,2,0.05,6,2,1,1,0,0,2,0,0,0,0,3,0,0,0,0,,,,,,1
Martschini Lino,Forward,EV Zug,12-13,39,17,80,21.25,2.05,13,30,0.77,4,5,11,2,3,12,12,5,1,0,0,2,0,0,0,0,,,,,,1
Martschini Lino,Forward,EV Zug,13-14,50,15,146,10.27,2.92,12,27,0.54,2,4,5,7,3,12,8,3,4,0,0,1,0,0,0,0,7.0,1.0,6.0,14.29,0.0,1
Martschini Lino,Forward,EV Zug,14-15,50,23,160,14.38,3.2,24,47,0.94,2,27,14,10,5,19,18,3,6,1,0,1,0,0,0,0,8.0,5.0,3.0,62.5,0.0,1
Martschini Lino,Forward,EV Zug,15-16,50,26,183,14.21,3.66,28,54,1.08,6,6,14,14,4,19,17,7,11,0,0,3,0,0,0,0,7.0,3.0,4.0,42.86,1.0,1
Marzan Nicolas,Defender,SC Rapperswil-Jona Lakers,11-12,28,0,4,0,0.14,0,0,0.0,2,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Marzan Nicolas,Defender,SC Rapperswil-Jona Lakers,12-13,9,0,2,0,0.22,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Matewa Tony,Defender,Fribourg-Gottéron,14-15,2,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Matthews Auston,Forward,ZSC Lions,15-16,36,24,129,18.60,3.58,22,46,1.28,6,16,13,9,6,19,13,5,9,0,0,3,0,0,0,0,3.0,1.0,2.0,33.33,0.0,1
Mattioli Daniele,Defender,HC Ambri-Piotta,08-09,18,0,12,0,0.67,0,0,0.0,22,-7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,,,,,1
Mattioli Daniele,Defender,HC Ambri-Piotta,09-10,31,1,12,8.33,0.39,1,2,0.06,18,-15,1,0,0,0,1,1,0,0,0,9,0,0,0,0,,,,,,1
Mauldin Greg,Forward,Fribourg-Gottéron,12-13,39,13,111,11.71,2.85,8,21,0.54,8,-1,5,3,4,7,6,6,1,0,1,4,0,0,0,0,,,,,,1
Mauldin Greg,Forward,Fribourg-Gottéron,13-14,43,13,126,10.32,2.93,15,28,0.65,18,2,10,5,2,11,12,2,3,0,0,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Mauldin Greg,Forward,Fribourg-Gottéron,14-15,40,18,144,12.5,3.6,17,35,0.88,8,7,12,5,3,14,16,2,1,2,0,4,0,0,0,0,8.0,3.0,5.0,37.5,1.0,1
Mauldin Greg,Forward,Fribourg-Gottéron,15-16,28,11,62,17.74,2.21,13,24,0.86,0,-2,9,4,2,4,11,5,2,2,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Maurer Cédric,Defender,EV Zug,15-16,1,0,1,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Maurer Marco,Defender,EHC Biel,15-16,50,2,89,2.25,1.78,6,8,0.16,54,-5,5,1,0,2,5,0,1,0,0,22,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Maurer Marco,Defender,EV Zug,08-09,50,1,14,7.14,0.28,1,2,0.04,26,-6,1,0,0,1,1,0,0,0,0,8,0,1,0,0,,,,,,1
Maurer Marco,Defender,Genève-Servette HC,09-10,49,1,13,7.69,0.27,3,4,0.08,52,-1,2,1,0,1,3,0,0,0,0,16,0,2,0,0,,,,,,1
Maurer Marco,Defender,HC Lugano,13-14,47,2,47,4.26,1.0,5,7,0.15,77,1,3,2,0,2,5,0,0,0,0,21,1,1,1,0,0.0,0.0,0.0,-,0.0,1
Maurer Marco,Defender,HC Lugano,14-15,38,2,34,5.88,0.89,7,9,0.24,80,6,1,6,1,2,7,0,0,0,0,10,2,1,2,0,0.0,0.0,0.0,-,0.0,1
Maurer Marco,Defender,SC Rapperswil-Jona Lakers,10-11,48,4,56,7.14,1.17,2,6,0.12,115,-5,1,1,0,2,0,2,2,0,0,35,1,2,1,0,,,,,,1
Maurer Marco,Defender,SC Rapperswil-Jona Lakers,11-12,23,3,40,7.5,1.74,2,5,0.22,65,-6,1,1,1,0,2,3,0,0,0,15,1,1,0,1,,,,,,1
Maurer Marco,Defender,ZSC Lions,12-13,50,4,75,5.33,1.5,8,12,0.24,34,9,2,6,2,3,7,1,1,0,0,17,0,0,0,0,,,,,,1
May Sandro,Defender,HC Davos,08-09,5,0,4,0,0.8,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
May Sandro,Defender,HC Davos,09-10,3,0,0,-,0.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
May Sandro,Defender,ZSC Lions,11-12,2,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Mayolani Fabrizio,Forward,HC Davos,11-12,1,0,0,-,0.0,0,0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,1
McCarthy Steve,Defender,ZSC Lions,11-12,27,3,45,6.67,1.67,7,10,0.37,12,-3,2,5,0,3,4,0,3,0,0,6,0,0,0,0,,,,,,1
McCarthy Steve,Defender,ZSC Lions,12-13,8,0,7,0,0.88,1,1,0.12,6,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,,,,,,1
McCarthy Steve,Defender,ZSC Lions,13-14,3,0,2,0,0.67,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
McDonell Kent,Forward,SC Rapperswil-Jona Lakers,11-12,10,1,15,6.67,1.5,1,2,0.2,12,-3,1,0,0,1,1,0,0,0,0,6,0,0,0,0,,,,,,1
McLean Brett,Forward,HC Lugano,11-12,10,5,28,17.86,2.8,1,6,0.6,4,3,0,1,1,4,1,0,0,1,0,2,0,0,0,0,,,,,,1
McLean Brett,Forward,HC Lugano,12-13,50,13,130,10,2.6,24,37,0.74,44,-3,16,8,2,9,14,3,10,1,0,17,0,1,0,0,,,,,,1
McLean Brett,Forward,HC Lugano,13-14,50,18,96,18.75,1.92,26,44,0.88,52,4,9,17,3,5,17,11,9,2,0,21,0,1,0,0,3.0,1.0,2.0,33.33,1.0,1
McLean Brett,Forward,HC Lugano,14-15,47,9,84,10.71,1.79,21,30,0.64,14,2,16,5,2,5,11,4,10,0,0,7,0,0,0,0,6.0,0.0,6.0,0,0.0,1
McLean Brett,Forward,SC Bern,09-10,34,13,88,14.77,2.59,20,33,0.97,24,13,12,8,3,11,14,2,6,0,0,7,0,1,0,0,,,,,,1
McLean Brett,Forward,SC Bern,10-11,50,10,102,9.80,2.04,17,27,0.54,22,9,11,6,3,9,14,1,3,0,0,11,0,0,0,0,,,,,,1
McLean Kurtis,Forward,SCL Tigers,11-12,49,14,119,11.76,2.43,28,42,0.86,34,2,14,14,1,11,19,1,9,2,0,7,0,2,0,0,,,,,,1
McLean Kurtis,Forward,SCL Tigers,12-13,46,7,105,6.67,2.28,34,41,0.89,30,-20,24,10,0,4,19,2,15,1,0,10,0,1,0,0,,,,,,1
McTavish Dale,Forward,EV Zug,08-09,18,8,68,11.76,3.78,12,20,1.11,30,4,8,4,2,4,8,3,4,1,0,10,0,1,0,0,,,,,,1
McTavish Dale,Forward,EV Zug,09-10,43,22,190,11.58,4.42,19,41,0.95,40,4,12,7,5,12,14,9,5,1,0,15,0,1,0,0,,,,,,1
Meier Daniel,Forward,SC Bern,08-09,49,4,52,7.69,1.06,12,16,0.33,38,2,6,6,0,4,11,0,1,0,0,14,0,1,0,0,,,,,,1
Meier Daniel,Forward,SC Bern,09-10,28,1,19,5.26,0.68,3,4,0.14,6,-4,2,1,0,1,3,0,0,0,0,3,0,0,0,0,,,,,,1
Meier Dominic,Defender,EHC Biel,12-13,42,1,82,1.22,1.95,11,12,0.29,42,8,5,6,1,1,4,0,7,0,0,21,0,0,0,0,,,,,,1
Meier Dominic,Defender,EV Zug,08-09,41,1,33,3.03,0.8,6,7,0.17,40,-8,2,4,1,1,5,0,0,0,1,20,0,0,0,0,,,,,,1
Meier Dominic,Defender,SC Bern,09-10,30,1,34,2.94,1.13,8,9,0.3,24,0,3,5,0,1,8,0,0,0,0,12,0,0,0,0,,,,,,1
Meier Dominic,Defender,SC Bern,10-11,1,0,2,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Meier Dominic,Defender,SC Bern,11-12,29,0,24,0,0.83,0,0,0.0,10,-12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,1
Meier Patrick,Forward,SC Rapperswil-Jona Lakers,13-14,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Meier Trevor,Forward,HC Ambri-Piotta,10-11,36,1,28,3.57,0.78,5,6,0.17,6,-10,3,2,0,0,4,1,1,0,0,3,0,0,0,0,,,,,,1
Meier Trevor,Forward,HC Ambri-Piotta,11-12,14,0,10,0,0.71,0,0,0.0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Meier Trevor,Forward,SC Bern,08-09,43,5,22,22.73,0.51,4,9,0.21,0,-1,2,2,2,5,4,0,0,0,0,0,0,0,0,0,,,,,,1
Meier Trevor,Forward,SC Bern,09-10,49,3,32,9.38,0.65,4,7,0.14,6,4,4,0,1,2,4,1,0,0,0,3,0,0,0,0,,,,,,1
Melin Björn,Forward,Fribourg-Gottéron,10-11,19,10,49,20.41,2.58,5,15,0.79,2,3,5,0,2,7,5,3,0,0,0,1,0,0,0,0,,,,,,1
Mercier Jonathan,Defender,Genève-Servette HC,08-09,42,0,32,0,0.76,4,4,0.1,46,-5,1,3,0,0,2,0,2,0,0,18,0,1,0,0,,,,,,1
Mercier Jonathan,Defender,Genève-Servette HC,09-10,50,4,55,7.27,1.1,12,16,0.32,71,10,5,7,1,2,7,2,5,0,0,18,1,1,1,0,,,,,,1
Mercier Jonathan,Defender,Genève-Servette HC,10-11,49,1,42,2.38,0.86,5,6,0.12,20,-2,1,4,0,1,3,0,2,0,0,10,0,0,0,0,,,,,,1
Mercier Jonathan,Defender,Genève-Servette HC,11-12,45,5,78,6.41,1.73,7,12,0.27,30,-1,4,3,0,4,5,1,2,0,0,15,0,0,0,0,,,,,,1
Mercier Jonathan,Defender,Genève-Servette HC,12-13,49,3,103,2.91,2.1,8,11,0.22,28,-15,6,2,1,0,5,2,3,1,0,14,0,0,0,0,,,,,,1
Mercier Jonathan,Defender,Genève-Servette HC,13-14,40,8,66,12.12,1.65,2,10,0.25,26,1,1,1,0,6,2,2,0,0,0,13,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Mercier Jonathan,Defender,Genève-Servette HC,14-15,40,6,69,8.70,1.72,11,17,0.42,14,12,6,5,1,5,10,0,0,1,1,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Mercier Jonathan,Defender,Genève-Servette HC,15-16,41,2,63,3.17,1.54,11,13,0.32,16,5,4,7,0,2,10,0,1,0,0,8,0,0,0,0,1.0,1.0,0.0,100,1.0,1
Merola Melvin,Forward,Fribourg-Gottéron,11-12,9,0,9,0,1.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Merola Melvin,Forward,Fribourg-Gottéron,12-13,31,1,22,4.55,0.71,0,1,0.03,0,-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,1
Merola Melvin,Forward,Fribourg-Gottéron,13-14,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
