Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Kostovic Dario,Forward,ZSC Lions,09-10,47,2,27,7.41,0.57,5,7,0.15,20,-9,3,2,0,2,5,0,0,0,0,10,0,0,0,0,,,,,,1
Kousa Mikko,Defender,SC Bern,15-16,11,3,28,10.71,2.55,2,5,0.45,10,-8,1,1,0,2,0,1,2,0,0,5,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Kparghai Clarence,Defender,EHC Biel,08-09,50,0,26,0,0.52,1,1,0.02,28,-24,1,0,0,0,1,0,0,0,0,14,0,0,0,0,,,,,,1
Kparghai Clarence,Defender,EHC Biel,09-10,41,0,22,0,0.54,3,3,0.07,14,-12,1,2,0,0,2,0,1,0,0,7,0,0,0,0,,,,,,1
Kparghai Clarence,Defender,EHC Biel,10-11,43,1,47,2.13,1.09,6,7,0.16,26,0,1,5,0,1,5,0,0,0,1,8,0,1,0,0,,,,,,1
Kparghai Clarence,Defender,EHC Biel,11-12,49,7,63,11.11,1.29,6,13,0.27,22,-3,2,4,3,4,4,3,2,0,0,11,0,0,0,0,,,,,,1
Kparghai Clarence,Defender,EHC Biel,12-13,37,0,61,0,1.65,6,6,0.16,16,-13,3,3,0,0,6,0,0,0,0,8,0,0,0,0,,,,,,1
Kparghai Clarence,Defender,HC Lugano,13-14,39,2,37,5.41,0.95,5,7,0.18,14,5,2,3,0,2,5,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kparghai Clarence,Defender,HC Lugano,14-15,34,1,32,3.12,0.94,1,2,0.06,24,-4,1,0,0,1,1,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kparghai Clarence,Defender,HC Lugano,15-16,50,2,39,5.13,0.78,5,7,0.14,16,8,2,3,0,2,3,0,1,0,1,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kreis Samuel,Defender,SC Bern,12-13,7,0,4,0,0.57,1,1,0.14,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1
Kreis Samuel,Defender,SC Bern,13-14,38,2,41,4.88,1.08,8,10,0.26,16,8,4,4,0,1,4,1,3,0,1,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kreis Samuel,Defender,SC Bern,14-15,48,2,37,5.41,0.77,4,6,0.12,12,-4,0,4,1,2,4,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kreis Samuel,Defender,SC Bern,15-16,21,1,19,5.26,0.9,0,1,0.05,10,-3,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kreps Kamil,Forward,Kloten Flyers,12-13,22,2,29,6.90,1.32,4,6,0.27,2,-4,4,0,0,2,4,0,0,0,0,1,0,0,0,0,,,,,,1
Kress Michael,Defender,EV Zug,08-09,32,0,7,0,0.22,6,6,0.19,14,5,2,4,0,0,6,0,0,0,0,7,0,0,0,0,,,,,,1
Kress Michael,Defender,EV Zug,09-10,30,2,12,16.67,0.4,1,3,0.1,8,0,0,1,0,2,1,0,0,0,0,4,0,0,0,0,,,,,,1
Kress Michael,Defender,EV Zug,10-11,8,0,3,0,0.38,0,0,0.0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,1
Krueger Justin,Defender,SC Bern,10-11,50,1,59,1.69,1.18,10,11,0.22,61,9,3,7,0,1,9,0,1,0,0,18,1,0,1,0,,,,,,1
Krueger Justin,Defender,SC Bern,13-14,48,3,53,5.66,1.1,5,8,0.17,26,-4,1,4,0,3,5,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Krueger Justin,Defender,SC Bern,14-15,41,3,51,5.88,1.24,14,17,0.41,43,8,4,10,2,2,10,1,4,0,0,9,1,0,1,0,3.0,1.0,2.0,33.33,1.0,1
Krueger Justin,Defender,SC Bern,15-16,43,5,73,6.85,1.7,13,18,0.42,10,-16,6,7,1,1,5,4,8,0,0,5,0,0,0,0,9.0,3.0,6.0,33.33,1.0,1
Krutov Alexei,Forward,Genève-Servette HC,13-14,4,0,3,0,0.75,1,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Krutov Alexei,Forward,ZSC Lions,08-09,46,10,75,13.33,1.63,5,15,0.33,18,9,4,1,2,9,5,1,0,0,0,9,0,0,0,0,,,,,,1
Krutov Alexei,Forward,ZSC Lions,09-10,34,4,28,14.29,0.82,5,9,0.26,24,1,3,2,0,4,4,0,1,0,0,7,0,1,0,0,,,,,,1
Krutov Alexei,Forward,ZSC Lions,10-11,47,6,52,11.54,1.11,6,12,0.26,24,-8,5,1,1,6,5,0,1,0,0,7,0,1,0,0,,,,,,1
Kubina Pavel,Defender,Genève-Servette HC,12-13,3,0,5,0,1.67,1,1,0.33,4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,,,,,,1
Kukan Dean,Defender,ZSC Lions,10-11,2,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Kuonen Raphael,Forward,HC Davos,11-12,28,1,28,3.57,1.0,2,3,0.11,4,-7,0,2,1,1,2,0,0,0,0,2,0,0,0,0,,,,,,1
Kuonen Raphael,Forward,SC Rapperswil-Jona Lakers,14-15,38,2,63,3.17,1.66,2,4,0.11,10,-2,1,1,0,1,2,1,0,0,0,5,0,0,0,0,2.0,1.0,1.0,50,0.0,1
Kutlak Zdenek,Defender,HC Ambri-Piotta,08-09,47,7,93,7.53,1.98,15,22,0.47,18,-15,11,4,2,2,9,5,5,0,1,9,0,0,0,0,,,,,,1
Kutlak Zdenek,Defender,HC Ambri-Piotta,09-10,46,7,103,6.80,2.24,15,22,0.48,38,-5,7,8,0,4,8,3,6,0,1,14,0,1,0,0,,,,,,1
Kutlak Zdenek,Defender,HC Ambri-Piotta,10-11,39,5,74,6.76,1.9,11,16,0.41,14,-11,5,6,1,1,2,4,7,0,2,7,0,0,0,0,,,,,,1
Kutlak Zdenek,Defender,HC Ambri-Piotta,11-12,44,9,80,11.25,1.82,9,18,0.41,54,-13,5,4,1,4,4,5,5,0,0,12,0,1,1,0,,,,,,1
Kutlak Zdenek,Defender,HC Ambri-Piotta,12-13,45,1,92,1.09,2.04,21,22,0.49,26,-14,12,9,0,0,14,0,6,1,1,13,0,0,0,0,,,,,,1
Kutlak Zdenek,Defender,HC Davos,13-14,17,5,25,20,1.47,2,7,0.41,6,-6,1,1,0,5,2,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Kwiatkowski Joel,Defender,Fribourg-Gottéron,12-13,46,14,106,13.21,2.3,9,23,0.5,81,10,3,6,3,6,3,8,6,0,0,23,1,1,1,0,,,,,,1
Kwiatkowski Joel,Defender,Fribourg-Gottéron,13-14,49,5,112,4.46,2.29,17,22,0.45,54,19,6,11,2,3,11,2,6,0,0,22,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Kwiatkowski Joel,Defender,Fribourg-Gottéron,14-15,42,3,102,2.94,2.43,10,13,0.31,67,-5,3,7,0,2,7,1,3,0,0,21,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Kwiatkowski Joel,Defender,SC Bern,10-11,35,9,93,9.68,2.66,9,18,0.51,20,11,4,5,4,7,7,2,2,0,0,10,0,0,0,0,,,,,,1
Kwiatkowski Joel,Defender,SC Bern,11-12,42,8,124,6.45,2.95,12,20,0.48,52,-6,8,4,1,5,7,3,5,0,0,21,0,1,0,0,,,,,,1
Küng Andreas,Forward,EHC Biel,08-09,33,2,16,12.5,0.48,3,5,0.15,8,-10,2,1,0,2,3,0,0,0,0,4,0,0,0,0,,,,,,1
Küng Andreas,Forward,SC Rapperswil-Jona Lakers,09-10,3,1,1,100,0.33,0,1,0.33,2,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,1
Küng Mike,Defender,EV Zug,13-14,3,0,0,-,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Küng Vincenzo,Forward,HC Davos,11-12,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Küng Vincenzo,Forward,HC Davos,12-13,1,0,1,0,1.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Künzle Mike,Forward,ZSC Lions,13-14,44,5,55,9.09,1.25,6,11,0.25,10,9,4,2,0,5,6,0,0,0,0,5,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Künzle Mike,Forward,ZSC Lions,14-15,47,12,93,12.90,1.98,11,23,0.49,28,16,7,4,1,12,11,0,0,0,0,14,0,0,0,0,2.0,2.0,0.0,100,1.0,1
Künzle Mike,Forward,ZSC Lions,15-16,48,11,77,14.29,1.6,7,18,0.38,32,0,7,0,4,10,5,0,0,1,2,16,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Laich Brooks,Forward,Kloten Flyers,12-13,19,6,44,13.64,2.32,12,18,0.95,28,10,6,6,1,5,11,1,0,0,1,9,0,1,0,0,,,,,,1
Lakhmatov Vitaly,Forward,Fribourg-Gottéron,09-10,45,5,71,7.04,1.58,11,16,0.36,8,-6,8,3,1,3,11,2,0,0,0,4,0,0,0,0,,,,,,1
Lakhmatov Vitaly,Forward,Fribourg-Gottéron,10-11,42,4,60,6.67,1.43,5,9,0.21,12,-7,2,3,2,4,4,0,0,0,1,6,0,0,0,0,,,,,,1
Lakhmatov Vitaly,Forward,HC Ambri-Piotta,11-12,39,5,25,20,0.64,7,12,0.31,8,-10,4,3,1,3,3,2,4,0,0,4,0,0,0,0,,,,,,1
Lakhmatov Vitaly,Forward,HC Ambri-Piotta,12-13,35,1,35,2.86,1.0,9,10,0.29,12,-2,4,5,0,1,8,0,1,0,0,6,0,0,0,0,,,,,,1
Lammer Dominic,Forward,EV Zug,11-12,13,4,20,20,1.54,2,6,0.46,0,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,,,,,,1
Lammer Dominic,Forward,EV Zug,12-13,40,7,66,10.61,1.65,8,15,0.38,18,6,3,5,1,6,3,1,5,0,0,9,0,0,0,0,,,,,,1
Lammer Dominic,Forward,EV Zug,13-14,46,7,60,11.67,1.3,7,14,0.3,8,-5,3,4,1,4,6,3,1,0,0,4,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Lammer Dominic,Forward,EV Zug,14-15,44,5,53,9.43,1.2,6,11,0.25,41,-8,6,0,1,3,4,2,0,0,2,8,1,0,1,0,3.0,0.0,3.0,0,0.0,1
Lammer Dominic,Forward,EV Zug,15-16,45,12,97,12.37,2.16,7,19,0.42,32,10,3,4,2,10,7,2,0,0,0,16,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Lammer Dominic,Forward,Kloten Flyers,10-11,3,0,1,0,0.33,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Lampman Bryce,Defender,SCL Tigers,12-13,5,0,5,0,1.0,0,0,0.0,2,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Landry Eric,Forward,HC Ambri-Piotta,10-11,31,10,65,15.38,2.1,12,22,0.71,14,-4,7,5,3,4,5,4,7,2,0,7,0,0,0,0,,,,,,1
Landry Eric,Forward,HC Ambri-Piotta,11-12,25,5,44,11.36,1.76,6,11,0.44,28,-12,2,4,1,3,2,2,4,0,0,9,0,1,0,0,,,,,,1
Lapierre Maxim,Forward,HC Lugano,15-16,6,2,12,16.67,2.0,2,4,0.67,37,-3,2,0,0,2,2,0,0,0,0,6,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Lardi Federico,Defender,Lausanne HC,13-14,50,4,37,10.81,0.74,3,7,0.14,18,-7,1,2,1,3,1,0,1,1,1,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lardi Federico,Defender,Lausanne HC,14-15,37,0,30,0,0.81,4,4,0.11,12,1,1,3,0,0,3,0,0,0,1,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lardi Federico,Defender,Lausanne HC,15-16,47,2,42,4.76,0.89,2,4,0.09,8,-5,1,1,0,2,2,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lardi Federico,Defender,SCL Tigers,10-11,41,1,26,3.85,0.63,5,6,0.15,4,5,2,3,0,1,4,0,0,0,1,2,0,0,0,0,,,,,,1
Lardi Federico,Defender,SCL Tigers,11-12,48,0,22,0,0.46,3,3,0.06,8,2,1,2,0,0,3,0,0,0,0,4,0,0,0,0,,,,,,1
Lardi Federico,Defender,SCL Tigers,12-13,47,1,56,1.79,1.19,7,8,0.17,8,-7,4,3,1,1,4,0,2,0,1,4,0,0,0,0,,,,,,1
Larose Cory,Forward,SCL Tigers,09-10,2,0,2,0,1.0,0,0,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Lashoff Matt,Defender,ZSC Lions,12-13,49,1,43,2.33,0.88,9,10,0.2,43,-6,4,5,0,1,8,0,1,0,0,9,1,0,1,0,,,,,,1
Latendresse Guillaume,Forward,ZSC Lions,13-14,12,3,27,11.11,2.25,3,6,0.5,20,-1,3,0,0,2,1,1,2,0,0,5,0,1,0,0,1.0,0.0,1.0,0,0.0,1
Lauper Adrien,Forward,EHC Biel,11-12,47,4,67,5.97,1.43,6,10,0.21,10,-5,2,4,2,4,6,0,0,0,0,5,0,0,0,0,,,,,,1
Lauper Adrien,Forward,Fribourg-Gottéron,08-09,43,1,31,3.23,0.72,4,5,0.12,8,2,3,1,0,1,4,0,0,0,0,4,0,0,0,0,,,,,,1
Lauper Adrien,Forward,Fribourg-Gottéron,09-10,48,4,45,8.89,0.94,8,12,0.25,10,0,2,6,1,4,8,0,0,0,0,5,0,0,0,0,,,,,,1
Lauper Adrien,Forward,Fribourg-Gottéron,10-11,47,7,58,12.07,1.23,9,16,0.34,10,-2,2,7,0,7,9,0,0,0,0,5,0,0,0,0,,,,,,1
Lauper Adrien,Forward,Fribourg-Gottéron,12-13,44,1,27,3.70,0.61,2,3,0.07,8,-7,2,0,0,1,2,0,0,0,0,4,0,0,0,0,,,,,,1
Lauper Adrien,Forward,Fribourg-Gottéron,13-14,41,5,46,10.87,1.12,5,10,0.24,14,1,2,3,1,5,5,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lauper Adrien,Forward,HC Ambri-Piotta,14-15,45,8,68,11.76,1.51,6,14,0.31,24,-6,3,3,0,6,6,0,0,2,0,7,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Lauper Adrien,Forward,HC Ambri-Piotta,15-16,50,9,87,10.34,1.74,7,16,0.32,45,-3,4,3,1,8,6,0,0,1,1,10,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Law Kirby,Forward,Fribourg-Gottéron,08-09,28,4,76,5.26,2.71,21,25,0.89,8,11,9,12,1,3,11,1,9,0,1,4,0,0,0,0,,,,,,1
Law Kirby,Forward,HC Ambri-Piotta,09-10,48,16,84,19.05,1.75,23,39,0.81,24,-12,17,6,2,9,10,7,12,0,1,7,0,1,0,0,,,,,,1
Leblanc Louis,Forward,Lausanne HC,15-16,4,1,14,7.14,3.5,0,1,0.25,25,-4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Leblanc Robin,Forward,Fribourg-Gottéron,09-10,35,5,55,9.09,1.57,6,11,0.31,22,-6,2,4,0,5,5,0,1,0,0,6,0,1,0,0,,,,,,1
Leblanc Robin,Forward,Fribourg-Gottéron,10-11,43,9,70,12.86,1.63,7,16,0.37,12,-6,4,3,1,7,5,2,2,0,0,6,0,0,0,0,,,,,,1
Leblanc Robin,Forward,HC Davos,08-09,27,8,39,20.51,1.44,3,11,0.41,4,-4,2,1,3,1,1,7,2,0,0,2,0,0,0,0,,,,,,1
Leblanc Robin,Forward,SCL Tigers,11-12,45,2,55,3.64,1.22,5,7,0.16,40,-7,2,3,0,2,4,0,1,0,0,10,0,2,0,0,,,,,,1
Leblanc Robin,Forward,SCL Tigers,12-13,48,8,78,10.26,1.62,4,12,0.25,24,-10,1,3,0,5,2,3,2,0,0,12,0,0,0,0,,,,,,1
Leeger Larri,Defender,Genève-Servette HC,10-11,3,0,2,0,0.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Leeger Larri,Defender,Genève-Servette HC,11-12,2,0,0,-,0.0,0,0,0.0,2,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Leeger Larri,Defender,Lausanne HC,13-14,44,2,64,3.12,1.45,7,9,0.2,28,-2,4,3,0,1,3,0,4,1,0,14,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Leeger Larri,Defender,Lausanne HC,14-15,50,0,49,0,0.98,9,9,0.18,54,0,3,6,0,0,8,0,1,0,0,17,0,2,0,0,0.0,0.0,0.0,-,0.0,1
Leeger Larri,Defender,Lausanne HC,15-16,50,0,64,0,1.28,6,6,0.12,26,-8,0,6,0,0,6,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lehoux Yannick,Forward,HC Ambri-Piotta,10-11,26,14,51,27.45,1.96,8,22,0.85,8,-8,3,5,2,8,4,5,4,1,0,4,0,0,0,0,,,,,,1
Lehtonen Mikko,Forward,HC Lugano,13-14,35,5,93,5.38,2.66,9,14,0.4,14,-2,7,2,2,3,7,2,2,0,0,7,0,0,0,0,3.0,1.0,2.0,33.33,0.0,1
Lehtonen Mikko,Forward,ZSC Lions,12-13,6,1,10,10,1.67,3,4,0.67,0,3,1,2,0,1,2,0,1,0,0,0,0,0,0,0,,,,,,1
Leino Ville,Forward,Kloten Flyers,14-15,4,0,2,0,0.5,1,1,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lemm Aurelio,Forward,Kloten Flyers,13-14,31,2,9,22.22,0.29,0,2,0.06,0,-2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,50,1.0,1
Lemm Aurelio,Forward,SC Rapperswil-Jona Lakers,11-12,45,2,40,5,0.89,6,8,0.18,6,-7,5,1,0,1,6,1,0,0,0,3,0,0,0,0,,,,,,1
Lemm Aurelio,Forward,SCL Tigers,09-10,48,4,40,10,0.83,5,9,0.19,8,-11,5,0,2,4,4,0,1,0,0,4,0,0,0,0,,,,,,1
Lemm Aurelio,Forward,SCL Tigers,10-11,35,4,27,14.81,0.77,7,11,0.31,0,1,5,2,0,4,7,0,0,0,0,0,0,0,0,0,,,,,,1
Lemm Aurelio,Forward,ZSC Lions,08-09,15,0,8,0,0.53,2,2,0.13,0,-3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,1
Lemm Fadri,Forward,EHC Biel,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Lemm Fadri,Forward,Kloten Flyers,08-09,5,0,0,-,0.0,1,1,0.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1
Lemm Romano,Forward,HC Lugano,08-09,19,4,38,10.53,2.0,7,11,0.58,2,0,5,2,0,4,5,0,2,0,0,1,0,0,0,0,,,,,,1
Lemm Romano,Forward,HC Lugano,09-10,41,9,69,13.04,1.68,7,16,0.39,20,0,6,1,0,6,6,2,1,0,0,5,0,1,0,0,,,,,,1
Lemm Romano,Forward,Kloten Flyers,10-11,41,9,79,11.39,1.93,11,20,0.49,60,4,6,5,1,8,11,1,0,0,0,10,0,2,1,0,,,,,,1
Lemm Romano,Forward,Kloten Flyers,11-12,18,9,42,21.43,2.33,6,15,0.83,10,5,4,2,1,6,2,3,3,0,1,5,0,0,0,0,,,,,,1
Lemm Romano,Forward,Kloten Flyers,12-13,24,2,46,4.35,1.92,6,8,0.33,6,-1,3,3,0,2,5,0,1,0,0,3,0,0,0,0,,,,,,1
Lemm Romano,Forward,Kloten Flyers,13-14,50,5,75,6.67,1.5,9,14,0.28,16,-4,4,5,0,3,7,2,2,0,0,8,0,0,0,0,1.0,1.0,0.0,100,1.0,1
Lemm Romano,Forward,Kloten Flyers,14-15,42,7,83,8.43,1.98,11,18,0.43,22,-1,6,5,1,7,6,0,4,0,1,11,0,0,0,0,6.0,4.0,2.0,66.67,2.0,1
Lemm Romano,Forward,Kloten Flyers,15-16,46,1,51,1.96,1.11,5,6,0.13,12,4,3,2,0,1,5,0,0,0,0,6,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Leone Robin,Forward,Kloten Flyers,12-13,30,1,18,5.56,0.6,1,2,0.07,10,3,1,0,0,1,1,0,0,0,0,5,0,0,0,0,,,,,,1
Leone Robin,Forward,Kloten Flyers,13-14,36,1,24,4.17,0.67,3,4,0.11,2,-4,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Leone Robin,Forward,Kloten Flyers,14-15,31,3,30,10,0.97,3,6,0.19,4,-5,2,1,0,3,3,0,0,0,0,2,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Leone Robin,Forward,Kloten Flyers,15-16,41,9,91,9.89,2.22,2,11,0.27,6,1,2,0,1,8,2,1,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Leonelli Nicolas,Forward,Genève-Servette HC,11-12,9,0,2,0,0.22,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Leonelli Nicolas,Forward,Genève-Servette HC,12-13,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Leonelli Nicolas,Forward,Genève-Servette HC,13-14,20,0,0,-,0.0,1,1,0.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lerg Bryan,Forward,Genève-Servette HC,10-11,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Leuenberger Kaj,Forward,EHC Biel,09-10,2,0,0,-,0.0,1,1,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1
Leuenberger Kaj,Forward,EHC Biel,10-11,4,0,0,-,0.0,1,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1
Leuenberger Kaj,Forward,EHC Biel,11-12,12,0,1,0,0.08,0,0,0.0,2,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Leuenberger Marc,Defender,Fribourg-Gottéron,09-10,49,1,30,3.33,0.61,1,2,0.04,20,1,0,1,0,1,1,0,0,0,0,10,0,0,0,0,,,,,,1
Leuenberger Marc,Defender,Fribourg-Gottéron,10-11,31,0,17,0,0.55,0,0,0.0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,1
Leuenberger Marc,Defender,SC Bern,08-09,49,0,36,0,0.73,6,6,0.12,28,16,2,4,0,0,6,0,0,0,0,14,0,0,0,0,,,,,,1
Lhotak Lukas,Forward,HC Ambri-Piotta,13-14,29,2,27,7.41,0.93,1,3,0.1,10,-5,0,1,0,2,1,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lhotak Lukas,Forward,HC Ambri-Piotta,14-15,40,5,75,6.67,1.88,2,7,0.18,8,-13,1,1,0,5,2,0,0,0,0,4,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Lhotak Lukas,Forward,HC Ambri-Piotta,15-16,50,13,102,12.75,2.04,9,22,0.44,8,-5,4,5,3,11,8,2,1,0,0,4,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Lindemann Kim,Defender,Fribourg-Gottéron,09-10,13,0,12,0,0.92,1,1,0.08,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,1
Lindemann Kim,Defender,SC Rapperswil-Jona Lakers,08-09,31,0,15,0,0.48,1,1,0.03,14,-3,1,0,0,0,1,0,0,0,0,7,0,0,0,0,,,,,,1
Lindemann Kim,Defender,SCL Tigers,10-11,43,0,19,0,0.44,1,1,0.02,55,-7,0,1,0,0,1,0,0,0,0,15,1,0,0,1,,,,,,1
Lindemann Kim,Defender,SCL Tigers,11-12,50,0,21,0,0.42,3,3,0.06,49,-7,2,1,0,0,3,0,0,0,0,12,1,0,1,0,,,,,,1
Lindemann Kim,Defender,SCL Tigers,12-13,41,1,27,3.70,0.66,3,4,0.1,39,-14,2,1,1,1,3,0,0,0,0,7,1,0,1,0,,,,,,1
Lindemann Kim,Defender,SCL Tigers,15-16,43,1,35,2.86,0.81,4,5,0.12,30,-3,1,3,0,1,4,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Lindemann Sven,Forward,EV Zug,10-11,50,5,75,6.67,1.5,14,19,0.38,16,-7,5,9,0,4,10,1,4,0,0,8,0,0,0,0,,,,,,1
Lindemann Sven,Forward,EV Zug,11-12,50,10,58,17.24,1.16,16,26,0.52,34,6,11,5,2,6,12,4,3,0,1,7,0,2,0,0,,,,,,1
Lindemann Sven,Forward,EV Zug,12-13,49,2,24,8.33,0.49,7,9,0.18,28,-5,3,4,0,0,5,1,2,1,0,9,0,1,0,0,,,,,,1
Lindemann Sven,Forward,EV Zug,13-14,43,4,40,10,0.93,4,8,0.19,22,-9,2,2,0,3,4,0,0,1,0,6,0,1,0,0,1.0,0.0,1.0,0,0.0,1
Lindemann Sven,Forward,Kloten Flyers,08-09,50,13,60,21.67,1.2,16,29,0.58,73,12,10,6,5,9,12,3,4,1,0,14,1,2,1,0,,,,,,1
Lindemann Sven,Forward,Kloten Flyers,09-10,50,7,73,9.59,1.46,18,25,0.5,61,15,6,12,3,5,12,2,5,0,1,13,1,1,1,0,,,,,,1
Lindemann Sven,Forward,SCL Tigers,15-16,47,8,58,13.79,1.23,10,18,0.38,33,-4,5,5,1,7,9,1,1,0,0,4,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Lindgren Perttu,Forward,HC Davos,13-14,48,13,97,13.40,2.02,13,26,0.54,16,2,7,6,0,8,6,4,6,1,1,8,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Lindgren Perttu,Forward,HC Davos,14-15,42,11,105,10.48,2.5,23,34,0.81,4,13,15,8,2,10,12,1,10,0,1,2,0,0,0,0,1.0,1.0,0.0,100,0.0,1
Lindgren Perttu,Forward,HC Davos,15-16,50,22,121,18.18,2.42,40,62,1.24,20,34,31,9,3,14,29,4,10,4,1,10,0,0,0,0,3.0,1.0,2.0,33.33,1.0,1
Lindström Sanny,Forward,SC Rapperswil-Jona Lakers,08-09,41,5,78,6.41,1.9,12,17,0.41,149,-3,7,5,0,2,8,3,3,0,1,32,3,1,3,0,,,,,,1
Ling David,Forward,EHC Biel,08-09,33,9,53,16.98,1.61,16,25,0.76,20,1,8,8,1,6,13,3,3,0,0,10,0,0,0,0,,,,,,1
Linglet Charles,Forward,HC Lugano,12-13,5,2,15,13.33,3.0,0,2,0.4,0,-2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,1
Liniger Michael,Forward,Kloten Flyers,08-09,48,14,81,17.28,1.69,17,31,0.65,12,18,10,7,5,11,9,2,7,1,1,6,0,0,0,0,,,,,,1
Liniger Michael,Forward,Kloten Flyers,09-10,37,5,51,9.80,1.38,8,13,0.35,26,11,2,6,1,4,7,1,1,0,0,13,0,0,0,0,,,,,,1
