R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
152;Vukovic Daniel;Genève-Servette HC;Verteidiger;37;2;9;11;0.30;44;-3
153;Froidevaux Etienne;SC Bern;Stürmer;50;6;4;10;0.20;12;-2
154;Di Pietro Paul;SCL Tigers;Stürmer;17;5;5;10;0.59;6;4
155;Jacquemet Arnaud;Kloten Flyers;Stürmer;48;4;6;10;0.21;4;11
156;Lauper Adrien;EHC Biel;Stürmer;47;4;6;10;0.21;10;-5
157;Murphy Cory;ZSC Lions;Verteidiger;24;3;7;10;0.42;4;7
158;Rizzi Sandro;HC Davos;Verteidiger;28;3;7;10;0.36;14;0
159;Rivera Christopher;Genève-Servette HC;Stürmer;45;3;7;10;0.22;36;-10
160;McCarthy Steve;ZSC Lions;Verteidiger;27;3;7;10;0.37;12;-3
161;Cadieux Jan;Fribourg-Gottéron;Stürmer;49;2;8;10;0.20;20;-3
162;Von Arx Jan;HC Davos;Verteidiger;47;2;8;10;0.21;20;13
163;Hendry Jordan;HC Lugano;Verteidiger;29;1;9;10;0.34;18;-12
164;Wellinger Thomas;EHC Biel;Verteidiger;36;1;9;10;0.28;18;1
165;Hollenstein Denis;Kloten Flyers;Stürmer;15;0;10;10;0.67;34;4
166;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;0;10;10;0.20;10;18
167;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;49;6;3;9;0.18;28;-27
168;Peter Emanuel;EHC Biel;Stürmer;33;4;5;9;0.27;20;-13
169;Grauwiler Lukas;SC Rapperswil-Jona Lakers;Stürmer;49;4;5;9;0.18;45;-20
170;Reuille Sebastien;HC Lugano;Stürmer;28;4;5;9;0.32;6;0
171;Nordgren Niklas;Kloten Flyers;Stürmer;14;4;5;9;0.64;14;0
172;Oppliger Patrick;EV Zug;Stürmer;49;3;6;9;0.18;32;2
173;Hürlimann Stefan;SC Rapperswil-Jona Lakers;Stürmer;44;2;7;9;0.20;20;-19
174;Scherwey Tristan;SC Bern;Stürmer;48;2;7;9;0.19;18;-8
175;Moggi Sandro;SCL Tigers;Stürmer;36;2;7;9;0.25;16;-1
176;Ulmer Stefan;HC Lugano;Verteidiger;44;1;8;9;0.20;22;5
177;Ramholt Tim;HC Davos;Verteidiger;50;1;8;9;0.18;82;14
178;Afanasenkov Dmitry;Fribourg-Gottéron;Stürmer;14;3;5;8;0.57;6;1
179;Lemm Aurelio;SC Rapperswil-Jona Lakers;Stürmer;45;2;6;8;0.18;6;-7
180;Schilt Sebastian;SCL Tigers;Verteidiger;37;2;6;8;0.22;30;-4
181;Schlagenhauf Roman;HC Ambri-Piotta;Stürmer;48;2;6;8;0.17;55;-6
182;Gerber Beat;SC Bern;Verteidiger;49;2;6;8;0.16;16;6
183;Helbling Timo;EV Zug;Verteidiger;45;2;6;8;0.18;108;14
184;Schommer Patrick;ZSC Lions;Stürmer;40;1;7;8;0.20;6;-2
185;Erni Samuel;EV Zug;Verteidiger;46;1;7;8;0.17;18;3
186;Stettler Martin;SCL Tigers;Verteidiger;47;1;7;8;0.17;22;-2
187;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;46;0;8;8;0.17;45;20
188;Preissing Tom;EHC Biel;Verteidiger;29;5;2;7;0.24;4;-4
189;Jörg Mauro;HC Lugano;Stürmer;48;4;3;7;0.15;8;-7
190;Reichert Marc;SC Bern;Stürmer;40;4;3;7;0.18;8;-4
191;Neuenschwander Caryl;SC Bern;Stürmer;42;3;4;7;0.17;47;-1
192;Schnyder Daniel;ZSC Lions;Verteidiger;50;2;5;7;0.14;14;8
193;Leblanc Robin;SCL Tigers;Stürmer;45;2;5;7;0.16;40;-7
194;Barinka Michal;Fribourg-Gottéron;Verteidiger;39;1;6;7;0.18;30;2
195;Fischer Patrick;EV Zug;Verteidiger;50;0;7;7;0.14;38;10
196;Kienzle Lorenz;HC Lugano;Verteidiger;50;0;7;7;0.14;24;-4
197;Blaser Yannick;EV Zug;Verteidiger;50;0;7;7;0.14;65;2
198;Hofmann Gregory;HC Ambri-Piotta;Stürmer;34;5;1;6;0.18;6;0
199;McLean Brett;HC Lugano;Stürmer;10;5;1;6;0.60;4;3
200;Lammer Dominic;EV Zug;Stürmer;13;4;2;6;0.46;0;1
201;Gustafsson Anton;SCL Tigers;Stürmer;26;3;3;6;0.23;10;-5
202;Kellenberger Steve;Kloten Flyers;Stürmer;22;3;3;6;0.27;12;2
203;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;44;3;3;6;0.14;77;-15
204;Herren Yannick;Kloten Flyers;Stürmer;47;3;3;6;0.13;8;4
205;Simion Dario;HC Lugano;Stürmer;35;3;3;6;0.17;8;-1
206;Gmür Sandro;SC Rapperswil-Jona Lakers;Verteidiger;47;3;3;6;0.13;12;-9
207;Niedermayer Rob;HC Lugano;Stürmer;14;2;4;6;0.43;12;-2
208;Collenberg Franco;Fribourg-Gottéron;Verteidiger;50;2;4;6;0.12;18;2
209;Schelling Philippe;Kloten Flyers;Verteidiger;50;1;5;6;0.12;32;0
210;Back Rene;HC Davos;Verteidiger;43;1;5;6;0.14;40;13
211;Wetzel Philipp;EHC Biel;Stürmer;43;1;5;6;0.14;45;-1
212;Hecquefeuille Kevin;Genève-Servette HC;Verteidiger;20;0;6;6;0.30;12;-6
213;Berger Sven;Kloten Flyers;Verteidiger;42;0;6;6;0.14;14;13
214;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;46;4;1;5;0.11;4;-6
215;Camenzind Andreas;SC Rapperswil-Jona Lakers;Verteidiger;31;4;1;5;0.16;42;-12
216;Scalzo Mario;SC Bern;Verteidiger;11;3;2;5;0.45;25;0
217;Sutter Sebastian;Kloten Flyers;Stürmer;30;3;2;5;0.17;2;3
218;Divisek Tomas;HC Davos;Stürmer;7;3;2;5;0.71;4;4
219;Maurer Marco;SC Rapperswil-Jona Lakers;Verteidiger;23;3;2;5;0.22;65;-6
220;Bühler Cyrill;ZSC Lions;Stürmer;49;3;2;5;0.10;12;0
221;Hoehener Martin;SC Bern;Verteidiger;43;2;3;5;0.12;24;0
222;Brendl Pavel;SC Rapperswil-Jona Lakers;Stürmer;17;2;3;5;0.29;8;-9
223;Grieder Marc;EHC Biel;Verteidiger;43;2;3;5;0.12;10;3
224;Hartigan Mark;SC Rapperswil-Jona Lakers;Stürmer;15;2;3;5;0.33;10;-4
225;Profico Leandro;HC Lugano;Verteidiger;50;2;3;5;0.10;14;-3
226;Sieber Lukas;HC Davos;Stürmer;48;1;4;5;0.10;20;-8
227;Furrer Andreas;EV Zug;Verteidiger;47;1;4;5;0.11;16;1
228;Gobbi John;ZSC Lions;Verteidiger;41;1;4;5;0.12;42;-6
229;Kobach Reto;HC Ambri-Piotta;Verteidiger;44;1;4;5;0.11;18;0
230;Westrum Erik;HC Ambri-Piotta;Stürmer;8;1;4;5;0.62;26;-1
231;Fritsche John;Genève-Servette HC;Stürmer;40;1;4;5;0.12;33;-1
232;Demuth Alain;HC Ambri-Piotta;Stürmer;26;3;1;4;0.15;29;0
233;Rexha Alban;SCL Tigers;Stürmer;40;2;2;4;0.10;16;-5
234;Kostner Diego;HC Lugano;Stürmer;35;2;2;4;0.11;2;2
235;Sidler Patrick;HC Ambri-Piotta;Verteidiger;45;1;3;4;0.09;8;-15
236;Kohn Ladislav;HC Ambri-Piotta;Stürmer;8;1;3;4;0.50;8;-5
237;Fröhlicher Joel;EHC Biel;Verteidiger;47;0;4;4;0.09;58;-3
238;Kinrade Geoff;SC Bern;Verteidiger;7;0;4;4;0.57;35;3
239;Gautschi Marc;Genève-Servette HC;Verteidiger;43;0;4;4;0.09;24;1
240;Müller Pascal;HC Ambri-Piotta;Verteidiger;36;0;4;4;0.11;28;-2
241;Lüthi Simon;SCL Tigers;Verteidiger;22;3;0;3;0.14;24;-2
242;Grassi Daniele;HC Ambri-Piotta;Stürmer;37;2;1;3;0.08;2;-4
243;Jinman Lee;HC Davos;Stürmer;4;2;1;3;0.75;2;2
244;Untersander Ramon;HC Davos;Verteidiger;51;2;1;3;0.06;10;-11
245;Zigerli Manuel;EHC Biel;Stürmer;42;2;1;3;0.07;31;0
246;Bianchi Mattia;HC Ambri-Piotta;Stürmer;43;2;1;3;0.07;20;-9
247;Brügger Sandro;Fribourg-Gottéron;Stürmer;38;1;2;3;0.08;6;0
248;Brunner Adrian;SC Bern;Stürmer;22;1;2;3;0.14;2;-2
249;Burki Codey;HC Lugano;Stürmer;13;1;2;3;0.23;6;2
250;Gerber Roland;Genève-Servette HC;Stürmer;46;1;2;3;0.07;6;0
251;Joggi Mathias;HC Davos;Stürmer;33;1;2;3;0.09;59;9
252;Camichel Corsin;HC Davos;Stürmer;29;1;2;3;0.10;4;-1
253;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;43;1;2;3;0.07;10;-8
254;Geiger Marc;SC Rapperswil-Jona Lakers;Verteidiger;45;1;2;3;0.07;16;-14
255;Gerber Lukas;Fribourg-Gottéron;Verteidiger;32;1;2;3;0.09;26;2
256;Keller Samuel;Kloten Flyers;Stürmer;28;1;2;3;0.11;4;3
257;Gloor Kevin;EHC Biel;Verteidiger;15;1;2;3;0.20;2;-2
258;Kuonen Raphael;HC Davos;Stürmer;28;1;2;3;0.11;4;-7
259;Lindemann Kim;SCL Tigers;Verteidiger;50;0;3;3;0.06;49;-7
260;Lardi Federico;SCL Tigers;Verteidiger;48;0;3;3;0.06;8;2
261;Niinimaa Janne;SC Rapperswil-Jona Lakers;Verteidiger;20;0;3;3;0.15;26;-4
262;Füglister Jeffrey;Kloten Flyers;Stürmer;3;2;0;2;0.67;2;2
263;Moser Christian;SCL Tigers;Verteidiger;47;2;0;2;0.04;47;-4
264;Stalder Ralph;Genève-Servette HC;Verteidiger;5;2;0;2;0.40;0;3
265;McDonell Kent;SC Rapperswil-Jona Lakers;Stürmer;10;1;1;2;0.20;12;-3
266;Neff Claudio;SCL Tigers;Stürmer;11;1;1;2;0.18;2;-1
267;Fritsche Dan;Genève-Servette HC;Stürmer;14;1;1;2;0.14;6;-4
268;Ryser Sven;ZSC Lions;Stürmer;29;1;1;2;0.07;12;0
269;Schneeberger Noah;Genève-Servette HC;Verteidiger;23;1;1;2;0.09;35;-1
270;Welti Marc;SC Rapperswil-Jona Lakers;Verteidiger;15;1;1;2;0.13;16;-4
271;Gossweiler Manuel;EHC Biel;Verteidiger;50;0;2;2;0.04;24;-11
272;Guerra Samuel;HC Davos;Verteidiger;46;0;2;2;0.04;18;1
273;Guggisberg Peter;HC Davos;Stürmer;10;0;2;2;0.20;0;1
274;Schlumpf Dominik;HC Lugano;Verteidiger;17;0;2;2;0.12;8;1
275;Sindel Jakub;Kloten Flyers;-;5;0;2;2;0.40;0;0
276;Berthon Eliot;Genève-Servette HC;Stürmer;27;0;2;2;0.07;2;-6
277;Kolnik Juraj;ZSC Lions;Stürmer;6;0;2;2;0.33;0;-2
278;Mäder Stefan;SCL Tigers;Stürmer;12;0;2;2;0.17;2;-4
279;Marti Christian;Kloten Flyers;Verteidiger;41;0;2;2;0.05;6;2
280;Randegger Gian-Andrea;Genève-Servette HC;Verteidiger;49;0;2;2;0.04;16;0
281;Ziegler Thomas;ZSC Lions;Stürmer;36;0;2;2;0.06;10;-5
282;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;44;0;2;2;0.05;14;-10
283;Morant Johan;SC Bern;Verteidiger;18;0;2;2;0.11;37;4
284;Zyuzin Andrei;EHC Biel;Verteidiger;13;0;2;2;0.15;16;-2
285;Augsburger Gaëtan;Genève-Servette HC;Stürmer;2;1;0;1;0.50;0;0
286;Müller Mirco;Kloten Flyers;Verteidiger;7;1;0;1;0.14;0;3
287;Nüssli Thomas;SCL Tigers;Stürmer;4;1;0;1;0.25;0;-4
288;Savary Jean;Genève-Servette HC;Stürmer;26;1;0;1;0.04;0;-3
289;Schulthess Marc;HC Ambri-Piotta;Verteidiger;35;1;0;1;0.03;4;-4
290;Stoop Lukas;HC Davos;Verteidiger;41;1;0;1;0.02;22;11
291;Wüst Philipp;SCL Tigers;Stürmer;2;1;0;1;0.50;0;1
292;Antonietti Eliot;Genève-Servette HC;Verteidiger;16;0;1;1;0.06;2;1
293;Brem Fabian;SCL Tigers;Stürmer;2;0;1;1;0.50;0;1
294;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;16;0;1;1;0.06;14;-7
295;Guerra Uinter;HC Ambri-Piotta;Verteidiger;23;0;1;1;0.04;2;-2
296;Lüssy Silvan;Fribourg-Gottéron;Stürmer;45;0;1;1;0.02;6;-3
297;Neher Lars;Kloten Flyers;Stürmer;12;0;1;1;0.08;0;1
298;Neuenschwander Jan;HC Davos;Stürmer;23;0;1;1;0.04;10;-4
299;Stucki Christian;HC Ambri-Piotta;Stürmer;16;0;1;1;0.06;6;-5
300;Baltisberger Chris;ZSC Lions;Stürmer;11;0;1;1;0.09;2;2
301;Blatter Florian;HC Lugano;Verteidiger;48;0;1;1;0.02;39;-11
302;Incir Ivan;HC Ambri-Piotta;Stürmer;14;0;1;1;0.07;12;0
303;Murovic Mirko;HC Ambri-Piotta;Stürmer;20;0;1;1;0.05;10;-8
304;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;21;0;1;1;0.05;4;-6
305;Nodari Matteo;HC Lugano;Verteidiger;49;0;1;1;0.02;36;-8
306;Pivron Pierrick;Genève-Servette HC;Stürmer;36;0;1;1;0.03;12;-7
307;Ranov Anton;HC Davos;Stürmer;11;0;1;1;0.09;6;-2
308;Rossi Matthias;EV Zug;Stürmer;22;0;1;1;0.05;2;-2
309;Siren Niki;SC Rapperswil-Jona Lakers;Verteidiger;15;0;1;1;0.07;33;-3
310;Steinegger Martin;EHC Biel;Verteidiger;26;0;1;1;0.04;55;-3
311;Stoffel Andri;ZSC Lions;Verteidiger;49;0;1;1;0.02;4;0
312;Winkler Benjamin;Kloten Flyers;Verteidiger;37;0;1;1;0.03;28;1
313;Amstutz Reto;SC Bern;Stürmer;1;0;0;0;0.00;0;0
314;Antonietti Benjamin;Genève-Servette HC;Stürmer;5;0;0;0;0.00;2;0
315;Bagnoud Christopher;Kloten Flyers;Verteidiger;1;0;0;0;0.00;0;0
316;Balmelli Lukas;HC Lugano;Stürmer;4;0;0;0;0.00;2;0
317;Barbezat Paul;Fribourg-Gottéron;Verteidiger;5;0;0;0;0.00;0;0
318;Beutler Pierrick;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;0;0
319;Bonnet Julien;HC Ambri-Piotta;Verteidiger;2;0;0;0;0.00;4;-1
320;Camperchioli Luca;ZSC Lions;Verteidiger;19;0;0;0;0.00;2;-2
321;Chabada Martin;EHC Biel;Stürmer;2;0;0;0;0.00;0;1
322;Dal Pian Giacomo;HC Lugano;Stürmer;2;0;0;0;0.00;0;0
323;Dotti Isacco;HC Ambri-Piotta;Verteidiger;2;0;0;0;0.00;0;0
