R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
97;Jenni Marcel;Kloten Flyers;Stürmer;38;6;12;18;0.47;32;7
98;Vermin Joël;SC Bern;Stürmer;49;6;12;18;0.37;16;-2
99;Danielsson Nicklas;SC Rapperswil-Jona Lakers;Stürmer;33;10;7;17;0.52;73;-4
100;Corvi Enzo;HC Davos;Stürmer;48;7;10;17;0.35;14;-3
101;Hofmann Gregory;HC Davos;Stürmer;41;7;10;17;0.41;28;1
102;Fritsche Dan;ZSC Lions;Stürmer;34;7;10;17;0.50;10;15
103;Nodari Matteo;SC Rapperswil-Jona Lakers;Verteidiger;49;6;11;17;0.35;50;-15
104;Huguenin Anthony;Fribourg-Gottéron;Verteidiger;47;6;11;17;0.36;6;4
105;Bell Brendan;EHC Biel;Verteidiger;42;4;13;17;0.40;26;-10
106;Peter Emanuel;EHC Biel;Stürmer;50;3;14;17;0.34;20;-8
107;Wichser Adrian;SC Rapperswil-Jona Lakers;Stürmer;36;3;14;17;0.47;8;-10
108;Ryser Sven;HC Davos;Stürmer;50;9;6;15;0.30;20;-4
109;Dostoinov Alexei;SC Bern;Stürmer;44;6;9;15;0.34;12;-1
110;Jörg Mauro;SC Rapperswil-Jona Lakers;Stürmer;49;5;10;15;0.31;2;-3
111;Hutchinson Andrew;EV Zug;Verteidiger;33;4;11;15;0.45;22;2
112;Von Gunten Patrick;Kloten Flyers;Verteidiger;46;3;12;15;0.33;32;0
113;Alatalo Santeri;EV Zug;Verteidiger;49;3;12;15;0.31;40;18
114;Duca Paolo;HC Ambri-Piotta;Stürmer;49;8;6;14;0.29;18;-3
115;Berger Pascal;SC Bern;Stürmer;46;8;6;14;0.30;10;-1
116;Trachsler Morris;ZSC Lions;Stürmer;39;8;6;14;0.36;16;8
117;Lammer Dominic;EV Zug;Stürmer;46;7;7;14;0.30;8;-5
118;Du Bois Felicien;Kloten Flyers;Verteidiger;31;6;8;14;0.45;32;-5
119;Bertschy Christoph;SC Bern;Stürmer;37;6;8;14;0.38;10;-9
120;Casutt Corsin;EV Zug;Stürmer;43;6;8;14;0.33;12;-3
121;Lehtonen Mikko;HC Lugano;Stürmer;35;5;9;14;0.40;14;-2
122;Bianchi Elias;HC Ambri-Piotta;Stürmer;50;5;9;14;0.28;14;3
123;Lemm Romano;Kloten Flyers;Stürmer;50;5;9;14;0.28;16;-4
124;Burkhalter Loic;EHC Biel;Stürmer;43;4;10;14;0.33;8;-1
125;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;47;4;10;14;0.30;18;-15
126;Nordlund Markus;HC Ambri-Piotta;Verteidiger;35;4;10;14;0.40;12;5
127;Forster Beat;HC Davos;Verteidiger;48;4;10;14;0.29;66;0
128;Neuenschwander Caryl;Lausanne HC;Stürmer;49;8;5;13;0.27;24;-5
129;Bourque Chris;EHC Biel;Stürmer;21;6;7;13;0.62;14;-6
130;Walsky Eric;HC Lugano;Stürmer;39;6;7;13;0.33;14;-2
131;Herburger Raphael;EHC Biel;Stürmer;45;6;7;13;0.29;16;-7
132;Ness Martin;Fribourg-Gottéron;Stürmer;45;3;10;13;0.29;10;1
133;Blindenbacher Severin;ZSC Lions;Verteidiger;50;1;12;13;0.26;44;14
134;Kellenberger Steve;EHC Biel;Stürmer;50;7;5;12;0.24;24;-17
135;Bertaggia Alessio;EV Zug;Stürmer;50;7;5;12;0.24;34;-5
136;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;50;6;6;12;0.24;34;-13
137;Grassi Daniele;HC Ambri-Piotta;Stürmer;48;5;7;12;0.25;18;1
138;Kamerzin Jérémie;Fribourg-Gottéron;Verteidiger;33;5;7;12;0.36;28;6
139;Marti Christian;Genève-Servette HC;Verteidiger;50;4;8;12;0.24;24;8
140;Hirschi Steve;HC Lugano;Verteidiger;40;4;8;12;0.30;22;7
141;Sannitz Raffaele;HC Lugano;Stürmer;45;4;8;12;0.27;42;8
142;Genazzi Joël;Lausanne HC;Verteidiger;50;4;8;12;0.24;6;-9
143;Vandermeer James;Kloten Flyers;Verteidiger;49;2;10;12;0.24;86;-1
144;Geering Patrick;ZSC Lions;Verteidiger;49;2;10;12;0.24;6;22
145;Friedli Samuel;SC Rapperswil-Jona Lakers;Stürmer;46;8;3;11;0.24;26;-15
146;Murray Jordan;SC Rapperswil-Jona Lakers;Stürmer;33;7;4;11;0.33;18;-2
147;Olesz Rostislav;SC Bern;Stürmer;23;7;4;11;0.48;12;3
148;Herren Yannick;Kloten Flyers;Stürmer;47;7;4;11;0.23;6;-2
149;Reuille Sebastien;HC Lugano;Stürmer;48;7;4;11;0.23;22;-1
150;Jacquemet Arnaud;Genève-Servette HC;Stürmer;41;7;4;11;0.27;4;1
151;Künzle Mike;ZSC Lions;Stürmer;44;5;6;11;0.25;10;9
152;Vauclair Tristan;Fribourg-Gottéron;Stürmer;41;5;6;11;0.27;37;7
153;Sciaroni Gregory;HC Davos;Stürmer;19;5;6;11;0.58;14;8
154;Vukovic Daniel;Genève-Servette HC;Verteidiger;50;4;7;11;0.22;16;8
155;Ramholt Tim;EV Zug;Verteidiger;45;3;8;11;0.24;58;-5
156;Vauclair Julien;HC Lugano;Verteidiger;31;3;8;11;0.35;18;2
157;Helbling Timo;Fribourg-Gottéron;Verteidiger;46;3;8;11;0.24;116;-11
158;Trutmann Dario;EHC Biel;Verteidiger;48;3;8;11;0.23;18;-4
159;Mercier Jonathan;Genève-Servette HC;Verteidiger;40;8;2;10;0.25;26;1
160;Tschantré Mathieu;EHC Biel;Stürmer;45;5;5;10;0.22;32;-9
161;Lauper Adrien;Fribourg-Gottéron;Stürmer;41;5;5;10;0.24;14;1
162;Schelling Philippe;Kloten Flyers;Verteidiger;47;4;6;10;0.21;28;1
163;Steinmann Janick;Kloten Flyers;Stürmer;43;3;7;10;0.23;38;-2
164;Schlumpf Dominik;HC Lugano;Verteidiger;47;3;7;10;0.21;16;-3
165;Kreis Samuel;SC Bern;Verteidiger;38;2;8;10;0.26;16;8
166;Kienzle Lorenz;HC Lugano;Verteidiger;48;1;9;10;0.21;24;8
167;Gerber Roland;Genève-Servette HC;Stürmer;50;5;4;9;0.18;22;-5
168;Camichel Duri;SC Rapperswil-Jona Lakers;Stürmer;38;5;4;9;0.24;26;-7
169;Schlagenhauf Roman;HC Ambri-Piotta;Stürmer;44;4;5;9;0.20;12;2
170;Senteler Sven;ZSC Lions;Stürmer;38;4;5;9;0.24;6;7
171;Baltisberger Chris;ZSC Lions;Stürmer;48;3;6;9;0.19;18;2
172;Stewart Anthony;SC Rapperswil-Jona Lakers;Stürmer;15;3;6;9;0.60;18;-2
173;Leeger Larri;Lausanne HC;Verteidiger;44;2;7;9;0.20;28;-2
174;Chiesa Alessandro;EV Zug;Verteidiger;48;2;7;9;0.19;54;-7
175;Ulmer Martin;EHC Biel;Stürmer;37;1;8;9;0.24;16;-11
176;Fazzini Luca;HC Lugano;Stürmer;34;6;2;8;0.24;8;2
177;Lindemann Sven;EV Zug;Stürmer;43;4;4;8;0.19;22;-9
178;Furrer Philippe;SC Bern;Verteidiger;16;3;5;8;0.50;14;-1
179;Pedretti Marco;HC Ambri-Piotta;Stürmer;41;3;5;8;0.20;6;-2
180;Antonietti Eliot;Genève-Servette HC;Verteidiger;46;3;5;8;0.17;22;-1
181;Dal Pian Giacomo;HC Lugano;Stürmer;41;3;5;8;0.20;6;1
182;Murray Brady;HC Lugano;Stürmer;27;3;5;8;0.30;4;2
183;Wetzel Philipp;EHC Biel;Stürmer;38;3;5;8;0.21;14;-2
184;Krueger Justin;SC Bern;Verteidiger;48;3;5;8;0.17;26;-4
185;Weisskopf Dan;SC Rapperswil-Jona Lakers;Verteidiger;26;2;6;8;0.31;14;7
186;Schneeberger Noah;HC Davos;Verteidiger;48;1;7;8;0.17;36;9
187;Collenberg Franco;SC Bern;Verteidiger;32;1;7;8;0.25;50;-4
188;Gerber Beat;SC Bern;Verteidiger;36;1;7;8;0.22;16;-4
189;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;45;1;7;8;0.18;92;3
190;Iglesias Frédéric;Genève-Servette HC;Verteidiger;44;0;8;8;0.18;2;5
191;Kutlak Zdenek;HC Davos;Verteidiger;17;5;2;7;0.41;6;-6
192;Antonietti Benjamin;Lausanne HC;Stürmer;50;4;3;7;0.14;22;-11
193;Lardi Federico;Lausanne HC;Verteidiger;50;4;3;7;0.14;18;-7
194;Frei Lars;SC Rapperswil-Jona Lakers;Stürmer;44;3;4;7;0.16;6;-16
195;Loichat Michaël;SC Bern;Stürmer;40;3;4;7;0.18;20;0
196;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;42;3;4;7;0.17;6;-1
197;Ehrensperger Gianni;EHC Biel;Stürmer;18;3;4;7;0.39;10;-1
198;Maurer Marco;HC Lugano;Verteidiger;47;2;5;7;0.15;77;1
199;Kparghai Clarence;HC Lugano;Verteidiger;39;2;5;7;0.18;14;5
200;Loeffel Romain;Genève-Servette HC;Verteidiger;46;2;5;7;0.15;22;2
201;Jobin David;SC Bern;Verteidiger;35;1;6;7;0.20;18;-6
202;Berger Sven;SC Rapperswil-Jona Lakers;Verteidiger;50;1;6;7;0.14;36;-18
203;Back Rene;HC Davos;Verteidiger;39;0;7;7;0.18;14;0
204;Grossmann Robin;HC Davos;Verteidiger;43;0;7;7;0.16;59;14
205;Haas Gaëtan;EHC Biel;Stürmer;29;4;2;6;0.21;12;-1
206;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;31;3;3;6;0.19;8;-5
207;Latendresse Guillaume;ZSC Lions;Stürmer;12;3;3;6;0.50;20;-1
208;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;3;3;6;0.12;32;15
209;Cadonau Claudio;EHC Biel;Verteidiger;46;3;3;6;0.13;20;-16
210;Rivera Christopher;Genève-Servette HC;Stürmer;40;2;4;6;0.15;102;1
211;Sieber Lukas;HC Davos;Stürmer;35;2;4;6;0.17;16;-3
212;Rüthemann Ivo;SC Bern;Stürmer;50;2;4;6;0.12;8;-9
213;Von Arx Jan;HC Davos;Verteidiger;47;1;5;6;0.13;10;2
214;Wellinger Thomas;SC Bern;Verteidiger;31;0;6;6;0.19;12;4
215;Stoffel Andri;ZSC Lions;Verteidiger;49;0;6;6;0.12;12;8
216;Trunz Adrian;HC Ambri-Piotta;Verteidiger;50;0;6;6;0.12;30;-10
217;Simion Dario;HC Lugano;Stürmer;42;3;2;5;0.12;8;-8
218;Stoop Lukas;Kloten Flyers;Verteidiger;47;3;2;5;0.11;18;-1
219;Berthon Eliot;Genève-Servette HC;Stürmer;46;2;3;5;0.11;18;-4
220;Heitzmann Remo;SC Rapperswil-Jona Lakers;Stürmer;6;2;3;5;0.83;6;-2
221;Conz Florian;Lausanne HC;Stürmer;42;2;3;5;0.12;26;-5
222;Stalder Ralph;Lausanne HC;Verteidiger;44;1;4;5;0.11;20;-9
223;Hagman Niklas;Fribourg-Gottéron;Stürmer;4;1;4;5;1.25;2;0
224;Seydoux Philippe;Lausanne HC;Verteidiger;25;0;5;5;0.20;18;-1
225;Gautschi Marc;HC Ambri-Piotta;Verteidiger;42;0;5;5;0.12;14;-5
226;Gmür Sandro;SC Rapperswil-Jona Lakers;Verteidiger;50;0;5;5;0.10;14;-11
227;Chavaillaz Benjamin;HC Ambri-Piotta;Verteidiger;48;0;5;5;0.10;22;7
228;Blaser Yannick;EV Zug;Verteidiger;26;0;5;5;0.19;42;-5
229;Fischer Simon;Lausanne HC;Stürmer;46;4;0;4;0.09;14;-3
230;Fritsche John;Fribourg-Gottéron;Stürmer;43;3;1;4;0.09;29;-7
231;Fischer Patrick;EV Zug;Verteidiger;42;2;2;4;0.10;24;-6
232;Savary Paul;Lausanne HC;Stürmer;42;2;2;4;0.10;16;-2
233;Umicevic Dragan;EHC Biel;Stürmer;3;2;2;4;1.33;0;-1
234;Berger Alain;SC Bern;Stürmer;36;1;3;4;0.11;28;-5
235;Leone Robin;Kloten Flyers;Stürmer;36;1;3;4;0.11;2;-4
236;Zangger Sandro;ZSC Lions;Stürmer;23;1;3;4;0.17;4;1
237;Diem Nolan;EV Zug;Stürmer;41;1;3;4;0.10;6;-8
238;Jeannin Sandy;Fribourg-Gottéron;Stürmer;10;1;3;4;0.40;2;-5
239;Lüthi Valentin;SC Rapperswil-Jona Lakers;Verteidiger;36;1;3;4;0.11;14;-19
240;Campoli Chris;HC Lugano;Verteidiger;8;0;4;4;0.50;2;0
241;Rubin Daniel;SC Bern;Stürmer;43;0;4;4;0.09;30;-7
242;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;20;3;0;3;0.15;20;3
243;Lüthi Simon;EV Zug;Verteidiger;46;2;1;3;0.07;32;2
244;Brügger Sandro;Fribourg-Gottéron;Stürmer;30;2;1;3;0.10;6;-3
245;Lhotak Lukas;HC Ambri-Piotta;Stürmer;29;2;1;3;0.10;10;-5
246;Randegger Flurin;SC Bern;Verteidiger;29;2;1;3;0.10;4;1
247;Balmelli Lukas;HC Lugano;Stürmer;18;1;2;3;0.17;4;-3
248;Erni Samuel;EV Zug;Verteidiger;27;1;2;3;0.11;16;-4
249;Lüthi Fabian;HC Ambri-Piotta;Stürmer;31;1;2;3;0.10;2;-2
250;Wellwood Kyle;EV Zug;Stürmer;9;1;2;3;0.33;0;-4
251;Burki Codey;Lausanne HC;Stürmer;30;1;2;3;0.10;28;-6
252;Frick Lukas;Kloten Flyers;Verteidiger;34;1;2;3;0.09;4;1
253;Jecker Benoit;EHC Biel;Verteidiger;31;1;2;3;0.10;2;0
254;Schnyder Daniel;ZSC Lions;Verteidiger;48;1;2;3;0.06;8;7
255;Rod Noah;Genève-Servette HC;Stürmer;28;1;2;3;0.11;8;0
256;Fischer Jannik;Lausanne HC;Verteidiger;50;0;3;3;0.06;16;-3
257;Gossweiler Manuel;EHC Biel;Verteidiger;49;0;3;3;0.06;30;-4
258;Untersander Ramon;EHC Biel;Verteidiger;32;0;3;3;0.09;8;-11
259;El Assaoui Sami;HC Ambri-Piotta;Verteidiger;46;0;3;3;0.07;22;0
260;Paschoud Claude-C.;HC Davos;Verteidiger;27;0;3;3;0.11;0;4
261;Sidler Patrick;HC Ambri-Piotta;Verteidiger;43;0;3;3;0.07;22;-5
262;Lemm Aurelio;Kloten Flyers;Stürmer;31;2;0;2;0.06;0;-2
263;Blatter Florian;HC Lugano;Verteidiger;43;1;1;2;0.05;6;5
264;Camenzind Andreas;SC Rapperswil-Jona Lakers;Verteidiger;3;1;1;2;0.67;2;4
265;Grieder Marc;HC Ambri-Piotta;Verteidiger;42;1;1;2;0.05;16;-6
266;Rizzi Sandro;HC Davos;Verteidiger;35;1;1;2;0.06;8;-5
267;Guerra Samuel;HC Davos;Verteidiger;33;1;1;2;0.06;22;-1
268;Primeau Josh;Lausanne HC;Stürmer;22;1;1;2;0.09;8;1
269;Birbaum Alain;Fribourg-Gottéron;Verteidiger;47;0;2;2;0.04;24;-20
270;Fernholm Daniel;SC Rapperswil-Jona Lakers;Verteidiger;15;0;2;2;0.13;10;-2
271;Rouiller Anthony;EHC Biel;Verteidiger;15;0;2;2;0.13;2;-5
272;Fey Kevin;EHC Biel;Verteidiger;38;0;2;2;0.05;18;-1
273;Geiger Marc;SC Rapperswil-Jona Lakers;Verteidiger;40;0;2;2;0.05;8;-11
274;Hoffmann Luka;Kloten Flyers;Stürmer;34;0;2;2;0.06;14;-11
275;Joggi Mathias;EHC Biel;Stürmer;10;0;2;2;0.20;10;-3
276;Ulmann Tim;Lausanne HC;Stürmer;25;0;2;2;0.08;10;0
277;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;32;0;2;2;0.06;12;-14
278;Hänni Andreas;EHC Biel;Verteidiger;30;0;2;2;0.07;16;-13
279;Grigioni Manuel;SC Rapperswil-Jona Lakers;Verteidiger;10;1;0;1;0.10;0;0
280;Ranov Anton;HC Davos;Stürmer;6;1;0;1;0.17;2;0
281;Bühler Cyrill;Kloten Flyers;Stürmer;34;0;1;1;0.03;16;-4
282;Ellison Matt;EHC Biel;Stürmer;7;0;1;1;0.14;4;-2
283;Gloor Kevin;EHC Biel;Verteidiger;29;0;1;1;0.03;10;-6
284;Incir Patrick;HC Ambri-Piotta;Stürmer;8;0;1;1;0.12;0;-1
285;Krutov Alexei;Genève-Servette HC;Stürmer;4;0;1;1;0.25;0;1
286;Leonelli Nicolas;Genève-Servette HC;Stürmer;20;0;1;1;0.05;0;0
287;Morant Johan;Lausanne HC;Verteidiger;24;0;1;1;0.04;46;4
288;Mosimann Jan;EHC Biel;Stürmer;4;0;1;1;0.25;0;0
289;Schmuckli Florian;EV Zug;Verteidiger;32;0;1;1;0.03;4;6
290;Tabacek Jan;ZSC Lions;Verteidiger;3;0;1;1;0.33;2;2
291;Taticek Petr;HC Davos;Stürmer;4;0;1;1;0.25;2;-2
292;Aeschlimann Marc;HC Davos;Stürmer;7;0;1;1;0.14;0;-1
293;Damon Derek;SC Rapperswil-Jona Lakers;Stürmer;1;0;1;1;1.00;0;0
294;Grillfors Daniel;SC Bern;Verteidiger;3;0;1;1;0.33;0;0
295;Hächler Cedric;ZSC Lions;Verteidiger;18;0;1;1;0.06;6;5
296;Högger Fabio;Kloten Flyers;Stürmer;4;0;1;1;0.25;0;1
297;Kobach Reto;HC Ambri-Piotta;Verteidiger;37;0;1;1;0.03;12;-1
298;Moser Christian;EHC Biel;Verteidiger;38;0;1;1;0.03;4;-10
299;O'Connor Ryan;HC Davos;Verteidiger;17;0;1;1;0.06;2;-4
300;Profico Leandro;SC Rapperswil-Jona Lakers;Verteidiger;16;0;1;1;0.06;4;6
301;Stafford Garrett;Genève-Servette HC;Verteidiger;8;0;1;1;0.12;0;1
302;Augsburger Gaëtan;Lausanne HC;Stürmer;13;0;0;0;0.00;0;-4
303;Bonnet Julien;HC Ambri-Piotta;Verteidiger;13;0;0;0;0.00;2;1
304;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;2;0;0;0;0.00;2;-1
305;Büsser Xeno;ZSC Lions;Verteidiger;3;0;0;0;0.00;0;-1
306;Camperchioli Luca;HC Davos;Verteidiger;1;0;0;0;0.00;0;-2
307;Conne Flavien;HC Lugano;Stürmer;3;0;0;0;0.00;2;-2
308;Douay Floran;Genève-Servette HC;Stürmer;2;0;0;0;0.00;0;0
309;Dufner Mauro;SC Bern;Verteidiger;1;0;0;0;0.00;0;0
310;Dünner Nico;EV Zug;Stürmer;5;0;0;0;0.00;2;-1
311;Dupertuis Joey;Genève-Servette HC;Verteidiger;8;0;0;0;0.00;0;-1
312;Eigenmann Daniel;Lausanne HC;Verteidiger;10;0;0;0;0.00;0;-1
313;Fleury Damien;Lausanne HC;Stürmer;8;0;0;0;0.00;2;-5
314;Füglister Jeffrey;EHC Biel;Stürmer;13;0;0;0;0.00;0;-5
315;Gailland Jérémy;Lausanne HC;Stürmer;4;0;0;0;0.00;0;0
316;Hennessy Josh;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;-1
317;Hischier Luca;SC Bern;Stürmer;4;0;0;0;0.00;0;-2
318;Hügli Michael;EV Zug;Stürmer;9;0;0;0;0.00;0;0
319;Hüsler Cedric;SC Rapperswil-Jona Lakers;Stürmer;14;0;0;0;0.00;0;-4
320;Jurcina Milan;Fribourg-Gottéron;Verteidiger;2;0;0;0;0.00;0;0
321;Kessler Tino;HC Davos;Stürmer;3;0;0;0;0.00;0;0
322;Kindschi Simon;HC Davos;Verteidiger;1;0;0;0;0.00;0;0
323;Küng Mike;EV Zug;Verteidiger;3;0;0;0;0.00;0;1
