R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
330;Fontana Colin;HC Lugano;Verteidiger;5;0;0;0;0.00;2;-1
331;Gähler Jorden;Kloten Flyers;Verteidiger;3;0;0;0;0.00;2;0
332;Giannini Dylan;HC Ambri-Piotta;Verteidiger;3;0;0;0;0.00;2;0
333;Glauser Andrea;Fribourg-Gottéron;Verteidiger;14;0;0;0;0.00;0;-2
334;Gossweiler Manuel;SCL Tigers;Verteidiger;22;0;0;0;0.00;2;-4
335;Guidotti Samuele;HC Ambri-Piotta;Stürmer;2;0;0;0;0.00;0;0
336;Haberstich Fabian;SCL Tigers;Stürmer;9;0;0;0;0.00;2;-2
337;Heinimann Thomas;Genève-Servette HC;Stürmer;7;0;0;0;0.00;0;-1
338;Hinterkircher Mattia;ZSC Lions;Stürmer;5;0;0;0;0.00;0;-1
339;Hoffmann Luka;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;0
340;Holdener Makai;EHC Biel;Stürmer;4;0;0;0;0.00;0;0
341;Horansky Stanislav;EHC Biel;Stürmer;7;0;0;0;0.00;2;-2
342;Hrabec Roman;HC Ambri-Piotta;Stürmer;1;0;0;0;0.00;0;0
343;In-Albon Loic;Lausanne HC;Stürmer;1;0;0;0;0.00;0;0
344;Kohler Yves;Genève-Servette HC;Verteidiger;1;0;0;0;0.00;0;0
345;Lüthi Simon;EV Zug;Verteidiger;11;0;0;0;0.00;0;1
346;Marchon Nathan;Fribourg-Gottéron;Stürmer;22;0;0;0;0.00;0;-3
347;Maurer Cédric;EV Zug;Verteidiger;1;0;0;0;0.00;0;0
348;Meunier Laurent;Lausanne HC;Stürmer;1;0;0;0;0.00;2;0
349;Molina Atanasio;ZSC Lions;Verteidiger;5;0;0;0;0.00;0;-1
350;Nater Jens;HC Davos;Verteidiger;9;0;0;0;0.00;0;-4
351;Pinana Christian;HC Ambri-Piotta;Verteidiger;5;0;0;0;0.00;0;0
352;Portmann Jerome;HC Davos;Stürmer;3;0;0;0;0.00;0;1
353;Pozzorini Samuele;HC Lugano;Verteidiger;1;0;0;0;0.00;0;0
354;Prassl Raphael;ZSC Lions;Stürmer;1;0;0;0;0.00;0;1
355;Roberts Lee;Lausanne HC;Stürmer;8;0;0;0;0.00;2;-1
356;Romanenghi Matteo;HC Lugano;Stürmer;23;0;0;0;0.00;6;-1
357;Schläpfer Sin;HC Davos;Stürmer;4;0;0;0;0.00;0;-2
358;Schmuckli Florian;ZSC Lions;Verteidiger;4;0;0;0;0.00;2;-2
359;Stancescu Victor;Kloten Flyers;Stürmer;2;0;0;0;0.00;0;-1
360;Traber Tim;Genève-Servette HC;Stürmer;9;0;0;0;0.00;18;0
361;Trisconi Noele;HC Ambri-Piotta;Stürmer;1;0;0;0;0.00;0;0
362;Volejnicek Dominik;EV Zug;Stürmer;1;0;0;0;0.00;0;0
363;Weber Serge;Kloten Flyers;Verteidiger;1;0;0;0;0.00;0;0
364;Wieser Tim;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;0
